0,1,2,3,4,5,KR,TW,CN,JP
Monthly,Trade balance,Value,"LCU, % MoM, SA",By Product,Others,,,,
Monthly,Trade balance,Value,"LCU, % MoM, SA",By Country,China,,,"China, Trade balance, All, Value, LCU, % MoM, SA",
Monthly,Trade balance,Value,"LCU, % MoM, SA",By Country,Japan,,,,
Monthly,Trade balance,Value,"LCU, % MoM, SA",By Country,Korea,,,,
Monthly,Trade balance,Value,"LCU, % MoM, SA",By Country,Taiwan,,,,
Monthly,Trade balance,Value,"LCU, % MoM, SA",By Country,EU,,,,
Monthly,Trade balance,Value,"LCU, % MoM, SA",By Country,US,,,,
Monthly,Trade balance,Value,"index, % MoM, SA",Total,,,,,
Monthly,Trade balance,Value,"index, % MoM, SA",By Product,Semiconductors,,,,
Monthly,Trade balance,Value,"index, % MoM, SA",By Product,Passenger cars,,,,
Monthly,Trade balance,Value,"index, % MoM, SA",By Product,Energy,,,,
Monthly,Trade balance,Value,"index, % MoM, SA",By Product,Others,,,,
Monthly,Trade balance,Value,"index, % MoM, SA",By Country,China,,,,
Monthly,Trade balance,Value,"index, % MoM, SA",By Country,Japan,,,,
Monthly,Trade balance,Value,"index, % MoM, SA",By Country,Korea,,,,
Monthly,Trade balance,Value,"index, % MoM, SA",By Country,Taiwan,,,,
Monthly,Trade balance,Value,"index, % MoM, SA",By Country,EU,,,,
Monthly,Trade balance,Value,"index, % MoM, SA",By Country,US,,,,
Monthly,Trade balance,Value,% of total,Total,,,,,
Monthly,Trade balance,Value,% of total,By Product,Semiconductors,,,,
Monthly,Trade balance,Value,% of total,By Product,Passenger cars,,,,
Monthly,Trade balance,Value,% of total,By Product,Energy,,,,
Monthly,Trade balance,Value,% of total,By Product,Others,,,,
Monthly,Trade balance,Value,% of total,By Country,China,,,,
Monthly,Trade balance,Value,% of total,By Country,Japan,,,,
Monthly,Trade balance,Value,% of total,By Country,Korea,,,,
Monthly,Trade balance,Value,% of total,By Country,Taiwan,,,,
Monthly,Trade balance,Value,% of total,By Country,EU,,,,
Monthly,Trade balance,Value,% of total,By Country,US,,,,
Monthly,Trade balance,Value,"% of total, SA",Total,,,,,
Monthly,Trade balance,Value,"% of total, SA",By Product,Semiconductors,,,,
Monthly,Trade balance,Value,"% of total, SA",By Product,Passenger cars,,,,
Monthly,Trade balance,Value,"% of total, SA",By Product,Energy,,,,
Monthly,Trade balance,Value,"% of total, SA",By Product,Others,,,,
Monthly,Trade balance,Value,"% of total, SA",By Country,China,"Korea, Trade balance, China, Value, % of total, SA",,,"Japan, Trade balance, China, Value, % of total, SA"
Monthly,Trade balance,Value,"% of total, SA",By Country,Japan,"Korea, Trade balance, DM excl Japan, Value, % of total, SA",,,"Japan, Trade balance, ROW, Value, % of total, SA"
Monthly,Trade balance,Value,"% of total, SA",By Country,Korea,"Korea, Trade balance, ASEAN, Value, % of total, SA",,,
Monthly,Trade balance,Value,"% of total, SA",By Country,Taiwan,,"Taiwan, Trade balance, EM, Value, % of total, SA",,
Monthly,Trade balance,Value,"% of total, SA",By Country,EU,,,,"Japan, Trade balance, EU, Value, % of total, SA"
Monthly,Trade balance,Value,"% of total, SA",By Country,US,"Korea, Trade balance, US, Value, % of total, SA",,,"Japan, Trade balance, US, Value, % of total, SA"
Monthly,Trade balance,Value,% of GDP,Total,,"Trade balance, Value, % of GDP","Trade balance, Value, % of GDP","Trade balance, Value, % of GDP","Trade balance, Value, % of GDP"
Monthly,Trade balance,Value,% of GDP,By Product,Semiconductors,,,,
Monthly,Trade balance,Value,% of GDP,By Product,Passenger cars,,,,
Monthly,Trade balance,Value,% of GDP,By Product,Energy,,,"China, Trade balance, Excl energy imports, Value, % of GDP",
Monthly,Trade balance,Value,% of GDP,By Product,Others,,,,
Monthly,Trade balance,Value,% of GDP,By Country,China,"Korea, Trade balance, China, Value, % of GDP",,"China, Trade balance, All, Value, % of GDP","Japan, Trade balance, China, Value, % of GDP"
Monthly,Trade balance,Value,% of GDP,By Country,Japan,"Korea, Trade balance, Japan, Value, % of GDP","Taiwan, Trade balance, Broad, Japan, Mineral Products, Value, % of GDP",,"Japan, Trade balance, All, Value, % of GDP"
Monthly,Trade balance,Value,% of GDP,By Country,Korea,"Korea, Trade balance, All, Value, % of GDP",,,
Monthly,Trade balance,Value,% of GDP,By Country,Taiwan,"Korea, Trade balance, Taiwan, Value, % of GDP","Taiwan, Trade balance, Value, % of GDP",,"Japan, Trade balance, Taiwan, Value, % of GDP"
Monthly,Trade balance,Value,% of GDP,By Country,EU,"Korea, Trade balance, EU, Value, % of GDP",,,"Japan, Trade balance, EU, Value, % of GDP"
Monthly,Trade balance,Value,% of GDP,By Country,US,"Korea, Trade balance, US, Value, % of GDP",,,"Japan, Trade balance, US, Value, % of GDP"
Monthly,Trade balance,Value,"% of GDP, SA",Total,,,,,
Monthly,Trade balance,Value,"% of GDP, SA",By Product,Semiconductors,,,,
Monthly,Trade balance,Value,"% of GDP, SA",By Product,Passenger cars,,,,
Monthly,Trade balance,Value,"% of GDP, SA",By Product,Energy,,,"China, Trade balance, Excl energy imports, Value, % of GDP, SA",
Monthly,Trade balance,Value,"% of GDP, SA",By Product,Others,,,,
Monthly,Trade balance,Value,"% of GDP, SA",By Country,China,"Korea, Trade balance, China, Value, % of GDP, SA",,"China, Trade balance, All, Value, % of GDP, SA","Japan, Trade balance, China, Value, % of GDP, SA"
Monthly,Trade balance,Value,"% of GDP, SA",By Country,Japan,"Korea, Trade balance, DM excl Japan, Value, % of GDP, SA",,,"Japan, Trade balance, All, Value, % of GDP, SA"
Monthly,Trade balance,Value,"% of GDP, SA",By Country,Korea,"Korea, Trade balance, All, Value, % of GDP, SA",,,
Monthly,Trade balance,Value,"% of GDP, SA",By Country,Taiwan,,"Taiwan, Trade balance, All, Value, % of GDP, SA","China, Trade balance, Taiwan, Value, % of GDP, SA",
Monthly,Trade balance,Value,"% of GDP, SA",By Country,EU,,,,"Japan, Trade balance, EU, Value, % of GDP, SA"
Monthly,Trade balance,Value,"% of GDP, SA",By Country,US,"Korea, Trade balance, US, Value, % of GDP, SA",,,"Japan, Trade balance, US, Value, % of GDP, SA"
Monthly,Trade balance,Volume,USD,Total,,,,,
Monthly,Trade balance,Volume,USD,By Product,Semiconductors,,,,
Monthly,Trade balance,Volume,USD,By Product,Passenger cars,,,,
Monthly,Trade balance,Volume,USD,By Product,Energy,,,,
Monthly,Trade balance,Volume,USD,By Product,Others,,,,
Monthly,Trade balance,Volume,USD,By Country,China,,,,
Monthly,Trade balance,Volume,USD,By Country,Japan,,,,
Monthly,Trade balance,Volume,USD,By Country,Korea,,,,
Monthly,Trade balance,Volume,USD,By Country,Taiwan,,,,
Monthly,Trade balance,Volume,USD,By Country,EU,,,,
Monthly,Trade balance,Volume,USD,By Country,US,,,,
Monthly,Trade balance,Volume,LCU,Total,,,,,
Monthly,Trade balance,Volume,LCU,By Product,Semiconductors,,,,
Monthly,Trade balance,Volume,LCU,By Product,Passenger cars,,,,
Monthly,Trade balance,Volume,LCU,By Product,Energy,,,,
Monthly,Trade balance,Volume,LCU,By Product,Others,,,,
Monthly,Trade balance,Volume,LCU,By Country,China,,,,
Monthly,Trade balance,Volume,LCU,By Country,Japan,,,,
Monthly,Trade balance,Volume,LCU,By Country,Korea,,,,
Monthly,Trade balance,Volume,LCU,By Country,Taiwan,,,,
Monthly,Trade balance,Volume,LCU,By Country,EU,,,,
Monthly,Trade balance,Volume,LCU,By Country,US,,,,
Monthly,Trade balance,Volume,index,Total,,,,,
Monthly,Trade balance,Volume,index,By Product,Semiconductors,,,,
Monthly,Trade balance,Volume,index,By Product,Passenger cars,,,,
Monthly,Trade balance,Volume,index,By Product,Energy,,,,
Monthly,Trade balance,Volume,index,By Product,Others,,,,
Monthly,Trade balance,Volume,index,By Country,China,,,,
Monthly,Trade balance,Volume,index,By Country,Japan,,,,
Monthly,Trade balance,Volume,index,By Country,Korea,,,,
Monthly,Trade balance,Volume,index,By Country,Taiwan,,,,
Monthly,Trade balance,Volume,index,By Country,EU,,,,
Monthly,Trade balance,Volume,index,By Country,US,,,,
Monthly,Trade balance,Volume,"USD, % YoY",Total,,,,,
Monthly,Trade balance,Volume,"USD, % YoY",By Product,Semiconductors,,,,
Monthly,Trade balance,Volume,"USD, % YoY",By Product,Passenger cars,,,,
Monthly,Trade balance,Volume,"USD, % YoY",By Product,Energy,,,,
Monthly,Trade balance,Volume,"USD, % YoY",By Product,Others,,,,
Monthly,Trade balance,Volume,"USD, % YoY",By Country,China,,,,
Monthly,Trade balance,Volume,"USD, % YoY",By Country,Japan,,,,
Monthly,Trade balance,Volume,"USD, % YoY",By Country,Korea,,,,
Monthly,Trade balance,Volume,"USD, % YoY",By Country,Taiwan,,,,
Monthly,Trade balance,Volume,"USD, % YoY",By Country,EU,,,,
Monthly,Trade balance,Volume,"USD, % YoY",By Country,US,,,,
Monthly,Trade balance,Volume,"LCU, % YoY",Total,,,,,
Monthly,Trade balance,Volume,"LCU, % YoY",By Product,Semiconductors,,,,
Monthly,Trade balance,Volume,"LCU, % YoY",By Product,Passenger cars,,,,
Monthly,Trade balance,Volume,"LCU, % YoY",By Product,Energy,,,,
Monthly,Trade balance,Volume,"LCU, % YoY",By Product,Others,,,,
Monthly,Trade balance,Volume,"LCU, % YoY",By Country,China,,,,
Monthly,Trade balance,Volume,"LCU, % YoY",By Country,Japan,,,,
Monthly,Trade balance,Volume,"LCU, % YoY",By Country,Korea,,,,
Monthly,Trade balance,Volume,"LCU, % YoY",By Country,Taiwan,,,,
Monthly,Trade balance,Volume,"LCU, % YoY",By Country,EU,,,,
Monthly,Trade balance,Volume,"LCU, % YoY",By Country,US,,,,
Monthly,Trade balance,Volume,"index, % YoY",Total,,,,,
Monthly,Trade balance,Volume,"index, % YoY",By Product,Semiconductors,,,,
Monthly,Trade balance,Volume,"index, % YoY",By Product,Passenger cars,,,,
Monthly,Trade balance,Volume,"index, % YoY",By Product,Energy,,,,
Monthly,Trade balance,Volume,"index, % YoY",By Product,Others,,,,
Monthly,Trade balance,Volume,"index, % YoY",By Country,China,,,,
Monthly,Trade balance,Volume,"index, % YoY",By Country,Japan,,,,
Monthly,Trade balance,Volume,"index, % YoY",By Country,Korea,,,,
Monthly,Trade balance,Volume,"index, % YoY",By Country,Taiwan,,,,
Monthly,Trade balance,Volume,"index, % YoY",By Country,EU,,,,
Monthly,Trade balance,Volume,"index, % YoY",By Country,US,,,,
Monthly,Trade balance,Volume,"USD, SA",Total,,,,,
Monthly,Trade balance,Volume,"USD, SA",By Product,Semiconductors,,,,
Monthly,Trade balance,Volume,"USD, SA",By Product,Passenger cars,,,,
Monthly,Trade balance,Volume,"USD, SA",By Product,Energy,,,,
Monthly,Trade balance,Volume,"USD, SA",By Product,Others,,,,
Monthly,Trade balance,Volume,"USD, SA",By Country,China,,,,
Monthly,Trade balance,Volume,"USD, SA",By Country,Japan,,,,
Monthly,Trade balance,Volume,"USD, SA",By Country,Korea,,,,
Monthly,Trade balance,Volume,"USD, SA",By Country,Taiwan,,,,
Monthly,Trade balance,Volume,"USD, SA",By Country,EU,,,,
Monthly,Trade balance,Volume,"USD, SA",By Country,US,,,,
Monthly,Trade balance,Volume,"LCU, SA",Total,,,,,
Monthly,Trade balance,Volume,"LCU, SA",By Product,Semiconductors,,,,
Monthly,Trade balance,Volume,"LCU, SA",By Product,Passenger cars,,,,
Monthly,Trade balance,Volume,"LCU, SA",By Product,Energy,,,,
Monthly,Trade balance,Volume,"LCU, SA",By Product,Others,,,,
Monthly,Trade balance,Volume,"LCU, SA",By Country,China,,,,
Monthly,Trade balance,Volume,"LCU, SA",By Country,Japan,,,,
Monthly,Trade balance,Volume,"LCU, SA",By Country,Korea,,,,
Monthly,Trade balance,Volume,"LCU, SA",By Country,Taiwan,,,,
Monthly,Trade balance,Volume,"LCU, SA",By Country,EU,,,,
Monthly,Trade balance,Volume,"LCU, SA",By Country,US,,,,
Monthly,Trade balance,Volume,"index, SA",Total,,,,,
Monthly,Trade balance,Volume,"index, SA",By Product,Semiconductors,,,,
Monthly,Trade balance,Volume,"index, SA",By Product,Passenger cars,,,,
Monthly,Trade balance,Volume,"index, SA",By Product,Energy,,,,
Monthly,Trade balance,Volume,"index, SA",By Product,Others,,,,
Monthly,Trade balance,Volume,"index, SA",By Country,China,,,,
Monthly,Trade balance,Volume,"index, SA",By Country,Japan,,,,
Monthly,Trade balance,Volume,"index, SA",By Country,Korea,,,,
Monthly,Trade balance,Volume,"index, SA",By Country,Taiwan,,,,
Monthly,Trade balance,Volume,"index, SA",By Country,EU,,,,
Monthly,Trade balance,Volume,"index, SA",By Country,US,,,,
Monthly,Trade balance,Volume,"USD, % MoM",Total,,,,,
Monthly,Trade balance,Volume,"USD, % MoM",By Product,Semiconductors,,,,
Monthly,Trade balance,Volume,"USD, % MoM",By Product,Passenger cars,,,,
Monthly,Trade balance,Volume,"USD, % MoM",By Product,Energy,,,,
Monthly,Trade balance,Volume,"USD, % MoM",By Product,Others,,,,
Monthly,Trade balance,Volume,"USD, % MoM",By Country,China,,,,
Monthly,Trade balance,Volume,"USD, % MoM",By Country,Japan,,,,
Monthly,Trade balance,Volume,"USD, % MoM",By Country,Korea,,,,
Monthly,Trade balance,Volume,"USD, % MoM",By Country,Taiwan,,,,
Monthly,Trade balance,Volume,"USD, % MoM",By Country,EU,,,,
Monthly,Trade balance,Volume,"USD, % MoM",By Country,US,,,,
Monthly,Trade balance,Volume,"LCU, % MoM",Total,,,,,
Monthly,Trade balance,Volume,"LCU, % MoM",By Product,Semiconductors,,,,
Monthly,Trade balance,Volume,"LCU, % MoM",By Product,Passenger cars,,,,
Monthly,Trade balance,Volume,"LCU, % MoM",By Product,Energy,,,,
Monthly,Trade balance,Volume,"LCU, % MoM",By Product,Others,,,,
Monthly,Trade balance,Volume,"LCU, % MoM",By Country,China,,,,
Monthly,Trade balance,Volume,"LCU, % MoM",By Country,Japan,,,,
Monthly,Trade balance,Volume,"LCU, % MoM",By Country,Korea,,,,
Monthly,Trade balance,Volume,"LCU, % MoM",By Country,Taiwan,,,,
Monthly,Trade balance,Volume,"LCU, % MoM",By Country,EU,,,,
Monthly,Trade balance,Volume,"LCU, % MoM",By Country,US,,,,
Monthly,Trade balance,Volume,"index, % MoM",Total,,,,,
Monthly,Trade balance,Volume,"index, % MoM",By Product,Semiconductors,,,,
Monthly,Trade balance,Volume,"index, % MoM",By Product,Passenger cars,,,,
Monthly,Trade balance,Volume,"index, % MoM",By Product,Energy,,,,
Monthly,Trade balance,Volume,"index, % MoM",By Product,Others,,,,
Monthly,Trade balance,Volume,"index, % MoM",By Country,China,,,,
Monthly,Trade balance,Volume,"index, % MoM",By Country,Japan,,,,
Monthly,Trade balance,Volume,"index, % MoM",By Country,Korea,,,,
Monthly,Trade balance,Volume,"index, % MoM",By Country,Taiwan,,,,
Monthly,Trade balance,Volume,"index, % MoM",By Country,EU,,,,
Monthly,Trade balance,Volume,"index, % MoM",By Country,US,,,,
Monthly,Trade balance,Volume,"USD, % YoY, SA",Total,,,,,
Monthly,Trade balance,Volume,"USD, % YoY, SA",By Product,Semiconductors,,,,
Monthly,Trade balance,Volume,"USD, % YoY, SA",By Product,Passenger cars,,,,
Monthly,Trade balance,Volume,"USD, % YoY, SA",By Product,Energy,,,,
Monthly,Trade balance,Volume,"USD, % YoY, SA",By Product,Others,,,,
Monthly,Trade balance,Volume,"USD, % YoY, SA",By Country,China,,,,
Monthly,Trade balance,Volume,"USD, % YoY, SA",By Country,Japan,,,,
Monthly,Trade balance,Volume,"USD, % YoY, SA",By Country,Korea,,,,
Monthly,Trade balance,Volume,"USD, % YoY, SA",By Country,Taiwan,,,,
Monthly,Trade balance,Volume,"USD, % YoY, SA",By Country,EU,,,,
Monthly,Trade balance,Volume,"USD, % YoY, SA",By Country,US,,,,
Monthly,Trade balance,Volume,"LCU, % YoY, SA",Total,,,,,
Monthly,Trade balance,Volume,"LCU, % YoY, SA",By Product,Semiconductors,,,,
Monthly,Trade balance,Volume,"LCU, % YoY, SA",By Product,Passenger cars,,,,
Monthly,Trade balance,Volume,"LCU, % YoY, SA",By Product,Energy,,,,
Monthly,Trade balance,Volume,"LCU, % YoY, SA",By Product,Others,,,,
Monthly,Trade balance,Volume,"LCU, % YoY, SA",By Country,China,,,,
Monthly,Trade balance,Volume,"LCU, % YoY, SA",By Country,Japan,,,,
Monthly,Trade balance,Volume,"LCU, % YoY, SA",By Country,Korea,,,,
Monthly,Trade balance,Volume,"LCU, % YoY, SA",By Country,Taiwan,,,,
Monthly,Trade balance,Volume,"LCU, % YoY, SA",By Country,EU,,,,
Monthly,Trade balance,Volume,"LCU, % YoY, SA",By Country,US,,,,
Monthly,Trade balance,Volume,"index, % YoY, SA",Total,,,,,
Monthly,Trade balance,Volume,"index, % YoY, SA",By Product,Semiconductors,,,,
Monthly,Trade balance,Volume,"index, % YoY, SA",By Product,Passenger cars,,,,
Monthly,Trade balance,Volume,"index, % YoY, SA",By Product,Energy,,,,
Monthly,Trade balance,Volume,"index, % YoY, SA",By Product,Others,,,,
Monthly,Trade balance,Volume,"index, % YoY, SA",By Country,China,,,,
Monthly,Trade balance,Volume,"index, % YoY, SA",By Country,Japan,,,,
Monthly,Trade balance,Volume,"index, % YoY, SA",By Country,Korea,,,,
Monthly,Trade balance,Volume,"index, % YoY, SA",By Country,Taiwan,,,,
Monthly,Trade balance,Volume,"index, % YoY, SA",By Country,EU,,,,
Monthly,Trade balance,Volume,"index, % YoY, SA",By Country,US,,,,
Monthly,Trade balance,Volume,"USD, % MoM, SA",Total,,,,,
Monthly,Trade balance,Volume,"USD, % MoM, SA",By Product,Semiconductors,,,,
Monthly,Trade balance,Volume,"USD, % MoM, SA",By Product,Passenger cars,,,,
Monthly,Trade balance,Volume,"USD, % MoM, SA",By Product,Energy,,,,
Monthly,Trade balance,Volume,"USD, % MoM, SA",By Product,Others,,,,
Monthly,Trade balance,Volume,"USD, % MoM, SA",By Country,China,,,,
Monthly,Trade balance,Volume,"USD, % MoM, SA",By Country,Japan,,,,
Monthly,Trade balance,Volume,"USD, % MoM, SA",By Country,Korea,,,,
Monthly,Trade balance,Volume,"USD, % MoM, SA",By Country,Taiwan,,,,
Monthly,Trade balance,Volume,"USD, % MoM, SA",By Country,EU,,,,
Monthly,Trade balance,Volume,"USD, % MoM, SA",By Country,US,,,,
Monthly,Trade balance,Volume,"LCU, % MoM, SA",Total,,,,,
Monthly,Trade balance,Volume,"LCU, % MoM, SA",By Product,Semiconductors,,,,
Monthly,Trade balance,Volume,"LCU, % MoM, SA",By Product,Passenger cars,,,,
Monthly,Trade balance,Volume,"LCU, % MoM, SA",By Product,Energy,,,,
Monthly,Trade balance,Volume,"LCU, % MoM, SA",By Product,Others,,,,
Monthly,Trade balance,Volume,"LCU, % MoM, SA",By Country,China,,,,
Monthly,Trade balance,Volume,"LCU, % MoM, SA",By Country,Japan,,,,
Monthly,Trade balance,Volume,"LCU, % MoM, SA",By Country,Korea,,,,
Monthly,Trade balance,Volume,"LCU, % MoM, SA",By Country,Taiwan,,,,
Monthly,Trade balance,Volume,"LCU, % MoM, SA",By Country,EU,,,,
Monthly,Trade balance,Volume,"LCU, % MoM, SA",By Country,US,,,,
Monthly,Trade balance,Volume,"index, % MoM, SA",Total,,,,,
Monthly,Trade balance,Volume,"index, % MoM, SA",By Product,Semiconductors,,,,
Monthly,Trade balance,Volume,"index, % MoM, SA",By Product,Passenger cars,,,,
Monthly,Trade balance,Volume,"index, % MoM, SA",By Product,Energy,,,,
Monthly,Trade balance,Volume,"index, % MoM, SA",By Product,Others,,,,
Monthly,Trade balance,Volume,"index, % MoM, SA",By Country,China,,,,
Monthly,Trade balance,Volume,"index, % MoM, SA",By Country,Japan,,,,
Monthly,Trade balance,Volume,"index, % MoM, SA",By Country,Korea,,,,
Monthly,Trade balance,Volume,"index, % MoM, SA",By Country,Taiwan,,,,
Monthly,Trade balance,Volume,"index, % MoM, SA",By Country,EU,,,,
Monthly,Trade balance,Volume,"index, % MoM, SA",By Country,US,,,,
Monthly,Trade balance,Volume,% of total,Total,,,,,
Monthly,Trade balance,Volume,% of total,By Product,Semiconductors,,,,
Monthly,Trade balance,Volume,% of total,By Product,Passenger cars,,,,
Monthly,Trade balance,Volume,% of total,By Product,Energy,,,,
Monthly,Trade balance,Volume,% of total,By Product,Others,,,,
Monthly,Trade balance,Volume,% of total,By Country,China,,,,
Monthly,Trade balance,Volume,% of total,By Country,Japan,,,,
Monthly,Trade balance,Volume,% of total,By Country,Korea,,,,
Monthly,Trade balance,Volume,% of total,By Country,Taiwan,,,,
Monthly,Trade balance,Volume,% of total,By Country,EU,,,,
Monthly,Trade balance,Volume,% of total,By Country,US,,,,
Monthly,Trade balance,Volume,"% of total, SA",Total,,,,,
Monthly,Trade balance,Volume,"% of total, SA",By Product,Semiconductors,,,,
Monthly,Trade balance,Volume,"% of total, SA",By Product,Passenger cars,,,,
Monthly,Trade balance,Volume,"% of total, SA",By Product,Energy,,,,
Monthly,Trade balance,Volume,"% of total, SA",By Product,Others,,,,
Monthly,Trade balance,Volume,"% of total, SA",By Country,China,,,,
Monthly,Trade balance,Volume,"% of total, SA",By Country,Japan,,,,
Monthly,Trade balance,Volume,"% of total, SA",By Country,Korea,,,,
Monthly,Trade balance,Volume,"% of total, SA",By Country,Taiwan,,,,
Monthly,Trade balance,Volume,"% of total, SA",By Country,EU,,,,
Monthly,Trade balance,Volume,"% of total, SA",By Country,US,,,,
Monthly,Trade balance,Volume,% of GDP,Total,,,,,
Monthly,Trade balance,Volume,% of GDP,By Product,Semiconductors,,,,
Monthly,Trade balance,Volume,% of GDP,By Product,Passenger cars,,,,
Monthly,Trade balance,Volume,% of GDP,By Product,Energy,,,,
Monthly,Trade balance,Volume,% of GDP,By Product,Others,,,,
Monthly,Trade balance,Volume,% of GDP,By Country,China,,,,
Monthly,Trade balance,Volume,% of GDP,By Country,Japan,,,,
Monthly,Trade balance,Volume,% of GDP,By Country,Korea,,,,
Monthly,Trade balance,Volume,% of GDP,By Country,Taiwan,,,,
Monthly,Trade balance,Volume,% of GDP,By Country,EU,,,,
Monthly,Trade balance,Volume,% of GDP,By Country,US,,,,
Monthly,Trade balance,Volume,"% of GDP, SA",Total,,,,,
Monthly,Trade balance,Volume,"% of GDP, SA",By Product,Semiconductors,,,,
Monthly,Trade balance,Volume,"% of GDP, SA",By Product,Passenger cars,,,,
Monthly,Trade balance,Volume,"% of GDP, SA",By Product,Energy,,,,
Monthly,Trade balance,Volume,"% of GDP, SA",By Product,Others,,,,
Monthly,Trade balance,Volume,"% of GDP, SA",By Country,China,,,,
Monthly,Trade balance,Volume,"% of GDP, SA",By Country,Japan,,,,
Monthly,Trade balance,Volume,"% of GDP, SA",By Country,Korea,,,,
Monthly,Trade balance,Volume,"% of GDP, SA",By Country,Taiwan,,,,
Monthly,Trade balance,Volume,"% of GDP, SA",By Country,EU,,,,
Monthly,Trade balance,Volume,"% of GDP, SA",By Country,US,,,,
Monthly,Trade balance,Price,USD,Total,,,,,
Monthly,Trade balance,Price,USD,By Product,Semiconductors,,,,
Monthly,Trade balance,Price,USD,By Product,Passenger cars,,,,
Monthly,Trade balance,Price,USD,By Product,Energy,,,,
Monthly,Trade balance,Price,USD,By Product,Others,,,,
Monthly,Trade balance,Price,USD,By Country,China,,,,
Monthly,Trade balance,Price,USD,By Country,Japan,,,,
Monthly,Trade balance,Price,USD,By Country,Korea,,,,
Monthly,Trade balance,Price,USD,By Country,Taiwan,,,,
Monthly,Trade balance,Price,USD,By Country,EU,,,,
Monthly,Trade balance,Price,USD,By Country,US,,,,
Monthly,Trade balance,Price,LCU,Total,,,,,
Monthly,Trade balance,Price,LCU,By Product,Semiconductors,,,,
Monthly,Trade balance,Price,LCU,By Product,Passenger cars,,,,
Monthly,Trade balance,Price,LCU,By Product,Energy,,,,
Monthly,Trade balance,Price,LCU,By Product,Others,,,,
Monthly,Trade balance,Price,LCU,By Country,China,,,,
Monthly,Trade balance,Price,LCU,By Country,Japan,,,,
Monthly,Trade balance,Price,LCU,By Country,Korea,,,,
Monthly,Trade balance,Price,LCU,By Country,Taiwan,,,,
Monthly,Trade balance,Price,LCU,By Country,EU,,,,
Monthly,Trade balance,Price,LCU,By Country,US,,,,
Monthly,Trade balance,Price,index,Total,,,,,
Monthly,Trade balance,Price,index,By Product,Semiconductors,,,,
Monthly,Trade balance,Price,index,By Product,Passenger cars,,,,
Monthly,Trade balance,Price,index,By Product,Energy,,,,
Monthly,Trade balance,Price,index,By Product,Others,,,,
Monthly,Trade balance,Price,index,By Country,China,,,,
Monthly,Trade balance,Price,index,By Country,Japan,,,,
Monthly,Trade balance,Price,index,By Country,Korea,,,,
Monthly,Trade balance,Price,index,By Country,Taiwan,,,,
Monthly,Trade balance,Price,index,By Country,EU,,,,
Monthly,Trade balance,Price,index,By Country,US,,,,
Monthly,Trade balance,Price,"USD, % YoY",Total,,,,,
Monthly,Trade balance,Price,"USD, % YoY",By Product,Semiconductors,,,,
Monthly,Trade balance,Price,"USD, % YoY",By Product,Passenger cars,,,,
Monthly,Trade balance,Price,"USD, % YoY",By Product,Energy,,,,
Monthly,Trade balance,Price,"USD, % YoY",By Product,Others,,,,
Monthly,Trade balance,Price,"USD, % YoY",By Country,China,,,,
Monthly,Trade balance,Price,"USD, % YoY",By Country,Japan,,,,
Monthly,Trade balance,Price,"USD, % YoY",By Country,Korea,,,,
Monthly,Trade balance,Price,"USD, % YoY",By Country,Taiwan,,,,
Monthly,Trade balance,Price,"USD, % YoY",By Country,EU,,,,
Monthly,Trade balance,Price,"USD, % YoY",By Country,US,,,,
Monthly,Trade balance,Price,"LCU, % YoY",Total,,,,,
Monthly,Trade balance,Price,"LCU, % YoY",By Product,Semiconductors,,,,
Monthly,Trade balance,Price,"LCU, % YoY",By Product,Passenger cars,,,,
Monthly,Trade balance,Price,"LCU, % YoY",By Product,Energy,,,,
Monthly,Trade balance,Price,"LCU, % YoY",By Product,Others,,,,
Monthly,Trade balance,Price,"LCU, % YoY",By Country,China,,,,
Monthly,Trade balance,Price,"LCU, % YoY",By Country,Japan,,,,
Monthly,Trade balance,Price,"LCU, % YoY",By Country,Korea,,,,
Monthly,Trade balance,Price,"LCU, % YoY",By Country,Taiwan,,,,
Monthly,Trade balance,Price,"LCU, % YoY",By Country,EU,,,,
Monthly,Trade balance,Price,"LCU, % YoY",By Country,US,,,,
Monthly,Trade balance,Price,"index, % YoY",Total,,,,,
Monthly,Trade balance,Price,"index, % YoY",By Product,Semiconductors,,,,
Monthly,Trade balance,Price,"index, % YoY",By Product,Passenger cars,,,,
Monthly,Trade balance,Price,"index, % YoY",By Product,Energy,,,,
Monthly,Trade balance,Price,"index, % YoY",By Product,Others,,,,
Monthly,Trade balance,Price,"index, % YoY",By Country,China,,,,
Monthly,Trade balance,Price,"index, % YoY",By Country,Japan,,,,
Monthly,Trade balance,Price,"index, % YoY",By Country,Korea,,,,
Monthly,Trade balance,Price,"index, % YoY",By Country,Taiwan,,,,
Monthly,Trade balance,Price,"index, % YoY",By Country,EU,,,,
Monthly,Trade balance,Price,"index, % YoY",By Country,US,,,,
Monthly,Trade balance,Price,"USD, SA",Total,,,,,
Monthly,Trade balance,Price,"USD, SA",By Product,Semiconductors,,,,
Monthly,Trade balance,Price,"USD, SA",By Product,Passenger cars,,,,
Monthly,Trade balance,Price,"USD, SA",By Product,Energy,,,,
Monthly,Trade balance,Price,"USD, SA",By Product,Others,,,,
Monthly,Trade balance,Price,"USD, SA",By Country,China,,,,
Monthly,Trade balance,Price,"USD, SA",By Country,Japan,,,,
Monthly,Trade balance,Price,"USD, SA",By Country,Korea,,,,
