0,1,2,3,4,5,KR,TW,CN,JP
Annual,Exports,Value,"% of total, SA",By Country,EU,,,,
Annual,Exports,Value,"% of total, SA",By Country,US,,,,
Annual,Exports,Value,% of GDP,Total,,,,,
Annual,Exports,Value,% of GDP,By Product,Semiconductors,,,,
Annual,Exports,Value,% of GDP,By Product,Passenger cars,,,,
Annual,Exports,Value,% of GDP,By Product,Energy,,,,
Annual,Exports,Value,% of GDP,By Product,Others,,,,
Annual,Exports,Value,% of GDP,By Country,China,,,,
Annual,Exports,Value,% of GDP,By Country,Japan,,,,
Annual,Exports,Value,% of GDP,By Country,Korea,,,,
Annual,Exports,Value,% of GDP,By Country,Taiwan,,,,
Annual,Exports,Value,% of GDP,By Country,EU,,,,
Annual,Exports,Value,% of GDP,By Country,US,,,,
Annual,Exports,Value,"% of GDP, SA",Total,,,,,
Annual,Exports,Value,"% of GDP, SA",By Product,Semiconductors,,,,
Annual,Exports,Value,"% of GDP, SA",By Product,Passenger cars,,,,
Annual,Exports,Value,"% of GDP, SA",By Product,Energy,,,,
Annual,Exports,Value,"% of GDP, SA",By Product,Others,,,,
Annual,Exports,Value,"% of GDP, SA",By Country,China,,,,
Annual,Exports,Value,"% of GDP, SA",By Country,Japan,,,,
Annual,Exports,Value,"% of GDP, SA",By Country,Korea,,,,
Annual,Exports,Value,"% of GDP, SA",By Country,Taiwan,,,,
Annual,Exports,Value,"% of GDP, SA",By Country,EU,,,,
Annual,Exports,Value,"% of GDP, SA",By Country,US,,,,
Annual,Exports,Volume,USD,Total,,,,,
Annual,Exports,Volume,USD,By Product,Semiconductors,,,,
Annual,Exports,Volume,USD,By Product,Passenger cars,,,,
Annual,Exports,Volume,USD,By Product,Energy,,,,
Annual,Exports,Volume,USD,By Product,Others,,,,
Annual,Exports,Volume,USD,By Country,China,,,,
Annual,Exports,Volume,USD,By Country,Japan,,,,
Annual,Exports,Volume,USD,By Country,Korea,,,,
Annual,Exports,Volume,USD,By Country,Taiwan,,,,
Annual,Exports,Volume,USD,By Country,EU,,,,
Annual,Exports,Volume,USD,By Country,US,,,,
Annual,Exports,Volume,LCU,Total,,,,,
Annual,Exports,Volume,LCU,By Product,Semiconductors,,,,
Annual,Exports,Volume,LCU,By Product,Passenger cars,,,,
Annual,Exports,Volume,LCU,By Product,Energy,,,,
Annual,Exports,Volume,LCU,By Product,Others,,,,
Annual,Exports,Volume,LCU,By Country,China,,,,
Annual,Exports,Volume,LCU,By Country,Japan,,,,
Annual,Exports,Volume,LCU,By Country,Korea,,,,
Annual,Exports,Volume,LCU,By Country,Taiwan,,,,
Annual,Exports,Volume,LCU,By Country,EU,,,,
Annual,Exports,Volume,LCU,By Country,US,,,,
Annual,Exports,Volume,index,Total,,,,,
Annual,Exports,Volume,index,By Product,Semiconductors,,,,
Annual,Exports,Volume,index,By Product,Passenger cars,,,,
Annual,Exports,Volume,index,By Product,Energy,,,,
Annual,Exports,Volume,index,By Product,Others,,,,
Annual,Exports,Volume,index,By Country,China,,,,
Annual,Exports,Volume,index,By Country,Japan,,,,
Annual,Exports,Volume,index,By Country,Korea,,,,
Annual,Exports,Volume,index,By Country,Taiwan,,,,
Annual,Exports,Volume,index,By Country,EU,,,,
Annual,Exports,Volume,index,By Country,US,,,,
Annual,Exports,Volume,"USD, % YoY",Total,,,,,
Annual,Exports,Volume,"USD, % YoY",By Product,Semiconductors,,,,
Annual,Exports,Volume,"USD, % YoY",By Product,Passenger cars,,,,
Annual,Exports,Volume,"USD, % YoY",By Product,Energy,,,,
Annual,Exports,Volume,"USD, % YoY",By Product,Others,,,,
Annual,Exports,Volume,"USD, % YoY",By Country,China,,,,
Annual,Exports,Volume,"USD, % YoY",By Country,Japan,,,,
Annual,Exports,Volume,"USD, % YoY",By Country,Korea,,,,
Annual,Exports,Volume,"USD, % YoY",By Country,Taiwan,,,,
Annual,Exports,Volume,"USD, % YoY",By Country,EU,,,,
Annual,Exports,Volume,"USD, % YoY",By Country,US,,,,
Annual,Exports,Volume,"LCU, % YoY",Total,,,,,
Annual,Exports,Volume,"LCU, % YoY",By Product,Semiconductors,,,,
Annual,Exports,Volume,"LCU, % YoY",By Product,Passenger cars,,,,
Annual,Exports,Volume,"LCU, % YoY",By Product,Energy,,,,
Annual,Exports,Volume,"LCU, % YoY",By Product,Others,,,,
Annual,Exports,Volume,"LCU, % YoY",By Country,China,,,,
Annual,Exports,Volume,"LCU, % YoY",By Country,Japan,,,,
Annual,Exports,Volume,"LCU, % YoY",By Country,Korea,,,,
Annual,Exports,Volume,"LCU, % YoY",By Country,Taiwan,,,,
Annual,Exports,Volume,"LCU, % YoY",By Country,EU,,,,
Annual,Exports,Volume,"LCU, % YoY",By Country,US,,,,
Annual,Exports,Volume,"index, % YoY",Total,,,,,
Annual,Exports,Volume,"index, % YoY",By Product,Semiconductors,,,,
Annual,Exports,Volume,"index, % YoY",By Product,Passenger cars,,,,
Annual,Exports,Volume,"index, % YoY",By Product,Energy,,,,
Annual,Exports,Volume,"index, % YoY",By Product,Others,,,,
Annual,Exports,Volume,"index, % YoY",By Country,China,,,,
Annual,Exports,Volume,"index, % YoY",By Country,Japan,,,,
Annual,Exports,Volume,"index, % YoY",By Country,Korea,,,,
Annual,Exports,Volume,"index, % YoY",By Country,Taiwan,,,,
Annual,Exports,Volume,"index, % YoY",By Country,EU,,,,
Annual,Exports,Volume,"index, % YoY",By Country,US,,,,
Annual,Exports,Volume,"USD, SA",Total,,,,,
Annual,Exports,Volume,"USD, SA",By Product,Semiconductors,,,,
Annual,Exports,Volume,"USD, SA",By Product,Passenger cars,,,,
Annual,Exports,Volume,"USD, SA",By Product,Energy,,,,
Annual,Exports,Volume,"USD, SA",By Product,Others,,,,
Annual,Exports,Volume,"USD, SA",By Country,China,,,,
Annual,Exports,Volume,"USD, SA",By Country,Japan,,,,
Annual,Exports,Volume,"USD, SA",By Country,Korea,,,,
Annual,Exports,Volume,"USD, SA",By Country,Taiwan,,,,
Annual,Exports,Volume,"USD, SA",By Country,EU,,,,
Annual,Exports,Volume,"USD, SA",By Country,US,,,,
Annual,Exports,Volume,"LCU, SA",Total,,,,,
Annual,Exports,Volume,"LCU, SA",By Product,Semiconductors,,,,
Annual,Exports,Volume,"LCU, SA",By Product,Passenger cars,,,,
Annual,Exports,Volume,"LCU, SA",By Product,Energy,,,,
Annual,Exports,Volume,"LCU, SA",By Product,Others,,,,
Annual,Exports,Volume,"LCU, SA",By Country,China,,,,
Annual,Exports,Volume,"LCU, SA",By Country,Japan,,,,
Annual,Exports,Volume,"LCU, SA",By Country,Korea,,,,
Annual,Exports,Volume,"LCU, SA",By Country,Taiwan,,,,
Annual,Exports,Volume,"LCU, SA",By Country,EU,,,,
Annual,Exports,Volume,"LCU, SA",By Country,US,,,,
Annual,Exports,Volume,"index, SA",Total,,,,,
Annual,Exports,Volume,"index, SA",By Product,Semiconductors,,,,
Annual,Exports,Volume,"index, SA",By Product,Passenger cars,,,,
Annual,Exports,Volume,"index, SA",By Product,Energy,,,,
Annual,Exports,Volume,"index, SA",By Product,Others,,,,
Annual,Exports,Volume,"index, SA",By Country,China,,,,
Annual,Exports,Volume,"index, SA",By Country,Japan,,,,
Annual,Exports,Volume,"index, SA",By Country,Korea,,,,
Annual,Exports,Volume,"index, SA",By Country,Taiwan,,,,
Annual,Exports,Volume,"index, SA",By Country,EU,,,,
Annual,Exports,Volume,"index, SA",By Country,US,,,,
Annual,Exports,Volume,"USD, % MoM",Total,,,,,
Annual,Exports,Volume,"USD, % MoM",By Product,Semiconductors,,,,
Annual,Exports,Volume,"USD, % MoM",By Product,Passenger cars,,,,
Annual,Exports,Volume,"USD, % MoM",By Product,Energy,,,,
Annual,Exports,Volume,"USD, % MoM",By Product,Others,,,,
Annual,Exports,Volume,"USD, % MoM",By Country,China,,,,
Annual,Exports,Volume,"USD, % MoM",By Country,Japan,,,,
Annual,Exports,Volume,"USD, % MoM",By Country,Korea,,,,
Annual,Exports,Volume,"USD, % MoM",By Country,Taiwan,,,,
Annual,Exports,Volume,"USD, % MoM",By Country,EU,,,,
Annual,Exports,Volume,"USD, % MoM",By Country,US,,,,
Annual,Exports,Volume,"LCU, % MoM",Total,,,,,
Annual,Exports,Volume,"LCU, % MoM",By Product,Semiconductors,,,,
Annual,Exports,Volume,"LCU, % MoM",By Product,Passenger cars,,,,
Annual,Exports,Volume,"LCU, % MoM",By Product,Energy,,,,
Annual,Exports,Volume,"LCU, % MoM",By Product,Others,,,,
Annual,Exports,Volume,"LCU, % MoM",By Country,China,,,,
Annual,Exports,Volume,"LCU, % MoM",By Country,Japan,,,,
Annual,Exports,Volume,"LCU, % MoM",By Country,Korea,,,,
Annual,Exports,Volume,"LCU, % MoM",By Country,Taiwan,,,,
Annual,Exports,Volume,"LCU, % MoM",By Country,EU,,,,
Annual,Exports,Volume,"LCU, % MoM",By Country,US,,,,
Annual,Exports,Volume,"index, % MoM",Total,,,,,
Annual,Exports,Volume,"index, % MoM",By Product,Semiconductors,,,,
Annual,Exports,Volume,"index, % MoM",By Product,Passenger cars,,,,
Annual,Exports,Volume,"index, % MoM",By Product,Energy,,,,
Annual,Exports,Volume,"index, % MoM",By Product,Others,,,,
Annual,Exports,Volume,"index, % MoM",By Country,China,,,,
Annual,Exports,Volume,"index, % MoM",By Country,Japan,,,,
Annual,Exports,Volume,"index, % MoM",By Country,Korea,,,,
Annual,Exports,Volume,"index, % MoM",By Country,Taiwan,,,,
Annual,Exports,Volume,"index, % MoM",By Country,EU,,,,
Annual,Exports,Volume,"index, % MoM",By Country,US,,,,
Annual,Exports,Volume,"USD, % YoY, SA",Total,,,,,
Annual,Exports,Volume,"USD, % YoY, SA",By Product,Semiconductors,,,,
Annual,Exports,Volume,"USD, % YoY, SA",By Product,Passenger cars,,,,
Annual,Exports,Volume,"USD, % YoY, SA",By Product,Energy,,,,
Annual,Exports,Volume,"USD, % YoY, SA",By Product,Others,,,,
Annual,Exports,Volume,"USD, % YoY, SA",By Country,China,,,,
Annual,Exports,Volume,"USD, % YoY, SA",By Country,Japan,,,,
Annual,Exports,Volume,"USD, % YoY, SA",By Country,Korea,,,,
Annual,Exports,Volume,"USD, % YoY, SA",By Country,Taiwan,,,,
Annual,Exports,Volume,"USD, % YoY, SA",By Country,EU,,,,
Annual,Exports,Volume,"USD, % YoY, SA",By Country,US,,,,
Annual,Exports,Volume,"LCU, % YoY, SA",Total,,,,,
Annual,Exports,Volume,"LCU, % YoY, SA",By Product,Semiconductors,,,,
Annual,Exports,Volume,"LCU, % YoY, SA",By Product,Passenger cars,,,,
Annual,Exports,Volume,"LCU, % YoY, SA",By Product,Energy,,,,
Annual,Exports,Volume,"LCU, % YoY, SA",By Product,Others,,,,
Annual,Exports,Volume,"LCU, % YoY, SA",By Country,China,,,,
Annual,Exports,Volume,"LCU, % YoY, SA",By Country,Japan,,,,
Annual,Exports,Volume,"LCU, % YoY, SA",By Country,Korea,,,,
Annual,Exports,Volume,"LCU, % YoY, SA",By Country,Taiwan,,,,
Annual,Exports,Volume,"LCU, % YoY, SA",By Country,EU,,,,
Annual,Exports,Volume,"LCU, % YoY, SA",By Country,US,,,,
Annual,Exports,Volume,"index, % YoY, SA",Total,,,,,
Annual,Exports,Volume,"index, % YoY, SA",By Product,Semiconductors,,,,
Annual,Exports,Volume,"index, % YoY, SA",By Product,Passenger cars,,,,
Annual,Exports,Volume,"index, % YoY, SA",By Product,Energy,,,,
Annual,Exports,Volume,"index, % YoY, SA",By Product,Others,,,,
Annual,Exports,Volume,"index, % YoY, SA",By Country,China,,,,
Annual,Exports,Volume,"index, % YoY, SA",By Country,Japan,,,,
Annual,Exports,Volume,"index, % YoY, SA",By Country,Korea,,,,
Annual,Exports,Volume,"index, % YoY, SA",By Country,Taiwan,,,,
Annual,Exports,Volume,"index, % YoY, SA",By Country,EU,,,,
Annual,Exports,Volume,"index, % YoY, SA",By Country,US,,,,
Annual,Exports,Volume,"USD, % MoM, SA",Total,,,,,
Annual,Exports,Volume,"USD, % MoM, SA",By Product,Semiconductors,,,,
Annual,Exports,Volume,"USD, % MoM, SA",By Product,Passenger cars,,,,
Annual,Exports,Volume,"USD, % MoM, SA",By Product,Energy,,,,
Annual,Exports,Volume,"USD, % MoM, SA",By Product,Others,,,,
Annual,Exports,Volume,"USD, % MoM, SA",By Country,China,,,,
Annual,Exports,Volume,"USD, % MoM, SA",By Country,Japan,,,,
Annual,Exports,Volume,"USD, % MoM, SA",By Country,Korea,,,,
Annual,Exports,Volume,"USD, % MoM, SA",By Country,Taiwan,,,,
Annual,Exports,Volume,"USD, % MoM, SA",By Country,EU,,,,
Annual,Exports,Volume,"USD, % MoM, SA",By Country,US,,,,
Annual,Exports,Volume,"LCU, % MoM, SA",Total,,,,,
Annual,Exports,Volume,"LCU, % MoM, SA",By Product,Semiconductors,,,,
Annual,Exports,Volume,"LCU, % MoM, SA",By Product,Passenger cars,,,,
Annual,Exports,Volume,"LCU, % MoM, SA",By Product,Energy,,,,
Annual,Exports,Volume,"LCU, % MoM, SA",By Product,Others,,,,
Annual,Exports,Volume,"LCU, % MoM, SA",By Country,China,,,,
Annual,Exports,Volume,"LCU, % MoM, SA",By Country,Japan,,,,
Annual,Exports,Volume,"LCU, % MoM, SA",By Country,Korea,,,,
Annual,Exports,Volume,"LCU, % MoM, SA",By Country,Taiwan,,,,
Annual,Exports,Volume,"LCU, % MoM, SA",By Country,EU,,,,
Annual,Exports,Volume,"LCU, % MoM, SA",By Country,US,,,,
Annual,Exports,Volume,"index, % MoM, SA",Total,,,,,
Annual,Exports,Volume,"index, % MoM, SA",By Product,Semiconductors,,,,
Annual,Exports,Volume,"index, % MoM, SA",By Product,Passenger cars,,,,
Annual,Exports,Volume,"index, % MoM, SA",By Product,Energy,,,,
Annual,Exports,Volume,"index, % MoM, SA",By Product,Others,,,,
Annual,Exports,Volume,"index, % MoM, SA",By Country,China,,,,
Annual,Exports,Volume,"index, % MoM, SA",By Country,Japan,,,,
Annual,Exports,Volume,"index, % MoM, SA",By Country,Korea,,,,
Annual,Exports,Volume,"index, % MoM, SA",By Country,Taiwan,,,,
Annual,Exports,Volume,"index, % MoM, SA",By Country,EU,,,,
Annual,Exports,Volume,"index, % MoM, SA",By Country,US,,,,
Annual,Exports,Volume,% of total,Total,,,,,
Annual,Exports,Volume,% of total,By Product,Semiconductors,,,,
Annual,Exports,Volume,% of total,By Product,Passenger cars,,,,
Annual,Exports,Volume,% of total,By Product,Energy,,,,
Annual,Exports,Volume,% of total,By Product,Others,,,,
Annual,Exports,Volume,% of total,By Country,China,,,,
Annual,Exports,Volume,% of total,By Country,Japan,,,,
Annual,Exports,Volume,% of total,By Country,Korea,,,,
Annual,Exports,Volume,% of total,By Country,Taiwan,,,,
Annual,Exports,Volume,% of total,By Country,EU,,,,
Annual,Exports,Volume,% of total,By Country,US,,,,
Annual,Exports,Volume,"% of total, SA",Total,,,,,
Annual,Exports,Volume,"% of total, SA",By Product,Semiconductors,,,,
Annual,Exports,Volume,"% of total, SA",By Product,Passenger cars,,,,
Annual,Exports,Volume,"% of total, SA",By Product,Energy,,,,
Annual,Exports,Volume,"% of total, SA",By Product,Others,,,,
Annual,Exports,Volume,"% of total, SA",By Country,China,,,,
Annual,Exports,Volume,"% of total, SA",By Country,Japan,,,,
Annual,Exports,Volume,"% of total, SA",By Country,Korea,,,,
Annual,Exports,Volume,"% of total, SA",By Country,Taiwan,,,,
Annual,Exports,Volume,"% of total, SA",By Country,EU,,,,
Annual,Exports,Volume,"% of total, SA",By Country,US,,,,
Annual,Exports,Volume,% of GDP,Total,,,,,
Annual,Exports,Volume,% of GDP,By Product,Semiconductors,,,,
Annual,Exports,Volume,% of GDP,By Product,Passenger cars,,,,
Annual,Exports,Volume,% of GDP,By Product,Energy,,,,
Annual,Exports,Volume,% of GDP,By Product,Others,,,,
Annual,Exports,Volume,% of GDP,By Country,China,,,,
Annual,Exports,Volume,% of GDP,By Country,Japan,,,,
Annual,Exports,Volume,% of GDP,By Country,Korea,,,,
Annual,Exports,Volume,% of GDP,By Country,Taiwan,,,,
Annual,Exports,Volume,% of GDP,By Country,EU,,,,
Annual,Exports,Volume,% of GDP,By Country,US,,,,
Annual,Exports,Volume,"% of GDP, SA",Total,,,,,
Annual,Exports,Volume,"% of GDP, SA",By Product,Semiconductors,,,,
Annual,Exports,Volume,"% of GDP, SA",By Product,Passenger cars,,,,
Annual,Exports,Volume,"% of GDP, SA",By Product,Energy,,,,
Annual,Exports,Volume,"% of GDP, SA",By Product,Others,,,,
Annual,Exports,Volume,"% of GDP, SA",By Country,China,,,,
Annual,Exports,Volume,"% of GDP, SA",By Country,Japan,,,,
Annual,Exports,Volume,"% of GDP, SA",By Country,Korea,,,,
Annual,Exports,Volume,"% of GDP, SA",By Country,Taiwan,,,,
Annual,Exports,Volume,"% of GDP, SA",By Country,EU,,,,
Annual,Exports,Volume,"% of GDP, SA",By Country,US,,,,
Annual,Exports,Price,USD,Total,,,,,
Annual,Exports,Price,USD,By Product,Semiconductors,,,,
Annual,Exports,Price,USD,By Product,Passenger cars,,,,
Annual,Exports,Price,USD,By Product,Energy,,,,
Annual,Exports,Price,USD,By Product,Others,,,,
Annual,Exports,Price,USD,By Country,China,,,,
Annual,Exports,Price,USD,By Country,Japan,,,,
Annual,Exports,Price,USD,By Country,Korea,,,,
Annual,Exports,Price,USD,By Country,Taiwan,,,,
Annual,Exports,Price,USD,By Country,EU,,,,
Annual,Exports,Price,USD,By Country,US,,,,
Annual,Exports,Price,LCU,Total,,,,,
Annual,Exports,Price,LCU,By Product,Semiconductors,,,,
Annual,Exports,Price,LCU,By Product,Passenger cars,,,,
Annual,Exports,Price,LCU,By Product,Energy,,,,
Annual,Exports,Price,LCU,By Product,Others,,,,
Annual,Exports,Price,LCU,By Country,China,,,,
Annual,Exports,Price,LCU,By Country,Japan,,,,
Annual,Exports,Price,LCU,By Country,Korea,,,,
Annual,Exports,Price,LCU,By Country,Taiwan,,,,
Annual,Exports,Price,LCU,By Country,EU,,,,
Annual,Exports,Price,LCU,By Country,US,,,,
Annual,Exports,Price,index,Total,,,,,
Annual,Exports,Price,index,By Product,Semiconductors,,,,
Annual,Exports,Price,index,By Product,Passenger cars,,,,
Annual,Exports,Price,index,By Product,Energy,,,,
Annual,Exports,Price,index,By Product,Others,,,,
Annual,Exports,Price,index,By Country,China,,,,
Annual,Exports,Price,index,By Country,Japan,,,,
Annual,Exports,Price,index,By Country,Korea,,,,
Annual,Exports,Price,index,By Country,Taiwan,,,,
Annual,Exports,Price,index,By Country,EU,,,,
Annual,Exports,Price,index,By Country,US,,,,
Annual,Exports,Price,"USD, % YoY",Total,,,,,
Annual,Exports,Price,"USD, % YoY",By Product,Semiconductors,,,,
Annual,Exports,Price,"USD, % YoY",By Product,Passenger cars,,,,
Annual,Exports,Price,"USD, % YoY",By Product,Energy,,,,
Annual,Exports,Price,"USD, % YoY",By Product,Others,,,,
Annual,Exports,Price,"USD, % YoY",By Country,China,,,,
Annual,Exports,Price,"USD, % YoY",By Country,Japan,,,,
Annual,Exports,Price,"USD, % YoY",By Country,Korea,,,,
Annual,Exports,Price,"USD, % YoY",By Country,Taiwan,,,,
Annual,Exports,Price,"USD, % YoY",By Country,EU,,,,
Annual,Exports,Price,"USD, % YoY",By Country,US,,,,
Annual,Exports,Price,"LCU, % YoY",Total,,,,,
Annual,Exports,Price,"LCU, % YoY",By Product,Semiconductors,,,,
Annual,Exports,Price,"LCU, % YoY",By Product,Passenger cars,,,,
Annual,Exports,Price,"LCU, % YoY",By Product,Energy,,,,
Annual,Exports,Price,"LCU, % YoY",By Product,Others,,,,
Annual,Exports,Price,"LCU, % YoY",By Country,China,,,,
Annual,Exports,Price,"LCU, % YoY",By Country,Japan,,,,
Annual,Exports,Price,"LCU, % YoY",By Country,Korea,,,,
Annual,Exports,Price,"LCU, % YoY",By Country,Taiwan,,,,
Annual,Exports,Price,"LCU, % YoY",By Country,EU,,,,
Annual,Exports,Price,"LCU, % YoY",By Country,US,,,,
Annual,Exports,Price,"index, % YoY",Total,,,,,
Annual,Exports,Price,"index, % YoY",By Product,Semiconductors,,,,
Annual,Exports,Price,"index, % YoY",By Product,Passenger cars,,,,
Annual,Exports,Price,"index, % YoY",By Product,Energy,,,,
Annual,Exports,Price,"index, % YoY",By Product,Others,,,,
Annual,Exports,Price,"index, % YoY",By Country,China,,,,
Annual,Exports,Price,"index, % YoY",By Country,Japan,,,,
Annual,Exports,Price,"index, % YoY",By Country,Korea,,,,
Annual,Exports,Price,"index, % YoY",By Country,Taiwan,,,,
Annual,Exports,Price,"index, % YoY",By Country,EU,,,,
Annual,Exports,Price,"index, % YoY",By Country,US,,,,
Annual,Exports,Price,"USD, SA",Total,,,,,
Annual,Exports,Price,"USD, SA",By Product,Semiconductors,,,,
Annual,Exports,Price,"USD, SA",By Product,Passenger cars,,,,
Annual,Exports,Price,"USD, SA",By Product,Energy,,,,
Annual,Exports,Price,"USD, SA",By Product,Others,,,,
Annual,Exports,Price,"USD, SA",By Country,China,,,,
Annual,Exports,Price,"USD, SA",By Country,Japan,,,,
Annual,Exports,Price,"USD, SA",By Country,Korea,,,,
Annual,Exports,Price,"USD, SA",By Country,Taiwan,,,,
Annual,Exports,Price,"USD, SA",By Country,EU,,,,
Annual,Exports,Price,"USD, SA",By Country,US,,,,
Annual,Exports,Price,"LCU, SA",Total,,,,,
Annual,Exports,Price,"LCU, SA",By Product,Semiconductors,,,,
Annual,Exports,Price,"LCU, SA",By Product,Passenger cars,,,,
Annual,Exports,Price,"LCU, SA",By Product,Energy,,,,
Annual,Exports,Price,"LCU, SA",By Product,Others,,,,
Annual,Exports,Price,"LCU, SA",By Country,China,,,,
Annual,Exports,Price,"LCU, SA",By Country,Japan,,,,
Annual,Exports,Price,"LCU, SA",By Country,Korea,,,,
Annual,Exports,Price,"LCU, SA",By Country,Taiwan,,,,
Annual,Exports,Price,"LCU, SA",By Country,EU,,,,
Annual,Exports,Price,"LCU, SA",By Country,US,,,,
Annual,Exports,Price,"index, SA",Total,,,,,
Annual,Exports,Price,"index, SA",By Product,Semiconductors,,,,
Annual,Exports,Price,"index, SA",By Product,Passenger cars,,,,
Annual,Exports,Price,"index, SA",By Product,Energy,,,,
Annual,Exports,Price,"index, SA",By Product,Others,,,,
Annual,Exports,Price,"index, SA",By Country,China,,,,
Annual,Exports,Price,"index, SA",By Country,Japan,,,,
Annual,Exports,Price,"index, SA",By Country,Korea,,,,
Annual,Exports,Price,"index, SA",By Country,Taiwan,,,,
Annual,Exports,Price,"index, SA",By Country,EU,,,,
Annual,Exports,Price,"index, SA",By Country,US,,,,
Annual,Exports,Price,"USD, % MoM",Total,,,,,
Annual,Exports,Price,"USD, % MoM",By Product,Semiconductors,,,,
Annual,Exports,Price,"USD, % MoM",By Product,Passenger cars,,,,
Annual,Exports,Price,"USD, % MoM",By Product,Energy,,,,
Annual,Exports,Price,"USD, % MoM",By Product,Others,,,,
Annual,Exports,Price,"USD, % MoM",By Country,China,,,,
Annual,Exports,Price,"USD, % MoM",By Country,Japan,,,,
Annual,Exports,Price,"USD, % MoM",By Country,Korea,,,,
Annual,Exports,Price,"USD, % MoM",By Country,Taiwan,,,,
Annual,Exports,Price,"USD, % MoM",By Country,EU,,,,
Annual,Exports,Price,"USD, % MoM",By Country,US,,,,
Annual,Exports,Price,"LCU, % MoM",Total,,,,,
Annual,Exports,Price,"LCU, % MoM",By Product,Semiconductors,,,,
Annual,Exports,Price,"LCU, % MoM",By Product,Passenger cars,,,,
Annual,Exports,Price,"LCU, % MoM",By Product,Energy,,,,
Annual,Exports,Price,"LCU, % MoM",By Product,Others,,,,
Annual,Exports,Price,"LCU, % MoM",By Country,China,,,,
Annual,Exports,Price,"LCU, % MoM",By Country,Japan,,,,
Annual,Exports,Price,"LCU, % MoM",By Country,Korea,,,,
Annual,Exports,Price,"LCU, % MoM",By Country,Taiwan,,,,
Annual,Exports,Price,"LCU, % MoM",By Country,EU,,,,
Annual,Exports,Price,"LCU, % MoM",By Country,US,,,,
Annual,Exports,Price,"index, % MoM",Total,,,,,
Annual,Exports,Price,"index, % MoM",By Product,Semiconductors,,,,
Annual,Exports,Price,"index, % MoM",By Product,Passenger cars,,,,
Annual,Exports,Price,"index, % MoM",By Product,Energy,,,,
Annual,Exports,Price,"index, % MoM",By Product,Others,,,,
Annual,Exports,Price,"index, % MoM",By Country,China,,,,
Annual,Exports,Price,"index, % MoM",By Country,Japan,,,,
Annual,Exports,Price,"index, % MoM",By Country,Korea,,,,
Annual,Exports,Price,"index, % MoM",By Country,Taiwan,,,,
Annual,Exports,Price,"index, % MoM",By Country,EU,,,,
Annual,Exports,Price,"index, % MoM",By Country,US,,,,
Annual,Exports,Price,"USD, % YoY, SA",Total,,,,,
Annual,Exports,Price,"USD, % YoY, SA",By Product,Semiconductors,,,,
Annual,Exports,Price,"USD, % YoY, SA",By Product,Passenger cars,,,,
Annual,Exports,Price,"USD, % YoY, SA",By Product,Energy,,,,
Annual,Exports,Price,"USD, % YoY, SA",By Product,Others,,,,
Annual,Exports,Price,"USD, % YoY, SA",By Country,China,,,,
Annual,Exports,Price,"USD, % YoY, SA",By Country,Japan,,,,
Annual,Exports,Price,"USD, % YoY, SA",By Country,Korea,,,,
Annual,Exports,Price,"USD, % YoY, SA",By Country,Taiwan,,,,
Annual,Exports,Price,"USD, % YoY, SA",By Country,EU,,,,
Annual,Exports,Price,"USD, % YoY, SA",By Country,US,,,,
Annual,Exports,Price,"LCU, % YoY, SA",Total,,,,,
Annual,Exports,Price,"LCU, % YoY, SA",By Product,Semiconductors,,,,
Annual,Exports,Price,"LCU, % YoY, SA",By Product,Passenger cars,,,,
Annual,Exports,Price,"LCU, % YoY, SA",By Product,Energy,,,,
Annual,Exports,Price,"LCU, % YoY, SA",By Product,Others,,,,
Annual,Exports,Price,"LCU, % YoY, SA",By Country,China,,,,
Annual,Exports,Price,"LCU, % YoY, SA",By Country,Japan,,,,
Annual,Exports,Price,"LCU, % YoY, SA",By Country,Korea,,,,
Annual,Exports,Price,"LCU, % YoY, SA",By Country,Taiwan,,,,
Annual,Exports,Price,"LCU, % YoY, SA",By Country,EU,,,,
Annual,Exports,Price,"LCU, % YoY, SA",By Country,US,,,,
Annual,Exports,Price,"index, % YoY, SA",Total,,,,,
Annual,Exports,Price,"index, % YoY, SA",By Product,Semiconductors,,,,
Annual,Exports,Price,"index, % YoY, SA",By Product,Passenger cars,,,,
Annual,Exports,Price,"index, % YoY, SA",By Product,Energy,,,,
Annual,Exports,Price,"index, % YoY, SA",By Product,Others,,,,
Annual,Exports,Price,"index, % YoY, SA",By Country,China,,,,
Annual,Exports,Price,"index, % YoY, SA",By Country,Japan,,,,
Annual,Exports,Price,"index, % YoY, SA",By Country,Korea,,,,
Annual,Exports,Price,"index, % YoY, SA",By Country,Taiwan,,,,
Annual,Exports,Price,"index, % YoY, SA",By Country,EU,,,,
Annual,Exports,Price,"index, % YoY, SA",By Country,US,,,,
Annual,Exports,Price,"USD, % MoM, SA",Total,,,,,
Annual,Exports,Price,"USD, % MoM, SA",By Product,Semiconductors,,,,
Annual,Exports,Price,"USD, % MoM, SA",By Product,Passenger cars,,,,
Annual,Exports,Price,"USD, % MoM, SA",By Product,Energy,,,,
Annual,Exports,Price,"USD, % MoM, SA",By Product,Others,,,,
Annual,Exports,Price,"USD, % MoM, SA",By Country,China,,,,
Annual,Exports,Price,"USD, % MoM, SA",By Country,Japan,,,,
Annual,Exports,Price,"USD, % MoM, SA",By Country,Korea,,,,
Annual,Exports,Price,"USD, % MoM, SA",By Country,Taiwan,,,,
Annual,Exports,Price,"USD, % MoM, SA",By Country,EU,,,,
