raw_data_name,data_type,cleaned_name
"Imports, Wireless communication equipment, Work day adjusted, USD bn, % YoY",p,"Imports, Wireless communication equipment, Work day adjusted, Value, USD, % YoY"
"Imports, Autos, Work day adjusted, USD bn, % YoY",p,"Imports, Autos, Work day adjusted, Value, USD, % YoY"
"Imports, Coal, Work day adjusted, USD bn, % YoY",p,"Imports, Coal, Work day adjusted, Value, USD, % YoY"
"Imports, All, Work day adjusted, USD bn, % YoY",p,"Imports, All, Work day adjusted, Value, USD, % YoY"
"Imports, Product, Other, Work day adjusted, USD bn, % YoY",p,"Imports, Product, Other, Work day adjusted, Value, USD, % YoY"
"Imports, Energy, Work day adjusted, USD bn, % YoY",p,"Imports, Energy, Work day adjusted, Value, USD, % YoY"
"Exports, ASEAN, Work day adjusted, USD bn, % YoY",p,"Exports, ASEAN, Work day adjusted, Value, USD, % YoY"
"Exports, Africa, Work day adjusted, USD bn, % YoY",p,"Exports, Africa, Work day adjusted, Value, USD, % YoY"
"Exports, Asia, Work day adjusted, USD bn, % YoY",p,"Exports, Asia, Work day adjusted, Value, USD, % YoY"
"Exports, Europe, Work day adjusted, USD bn, % YoY",p,"Exports, Europe, Work day adjusted, Value, USD, % YoY"
"Exports, Latin America, Work day adjusted, USD bn, % YoY",p,"Exports, Latin America, Work day adjusted, Value, USD, % YoY"
"Exports, Middle East, Work day adjusted, USD bn, % YoY",p,"Exports, Middle East, Work day adjusted, Value, USD, % YoY"
"Exports, Mobile phones, Work day adjusted, USD bn, % YoY",p,"Exports, Mobile phones, Work day adjusted, Value, USD, % YoY"
"Exports, North America, Work day adjusted, USD bn, % YoY",p,"Exports, North America, Work day adjusted, Value, USD, % YoY"
"Exports, Oceania, Work day adjusted, USD bn, % YoY",p,"Exports, Oceania, Work day adjusted, Value, USD, % YoY"
"Exports, Semiconductor mfg equipment, Work day adjusted, USD bn, % YoY",p,"Exports, Semiconductor mfg equipment, Work day adjusted, Value, USD, % YoY"
"Exports, all, Work day adjusted, USD bn, % YoY",p,"Exports, all, Work day adjusted, Value, USD, % YoY"
"Exports, mineral fuels, Work day adjusted, USD bn, % YoY",p,"Exports, mineral fuels, Work day adjusted, Value, USD, % YoY"
"Imports, ASEAN, Work day adjusted, USD bn, % YoY",p,"Imports, ASEAN, Work day adjusted, Value, USD, % YoY"
"Imports, Africa, Work day adjusted, USD bn, % YoY",p,"Imports, Africa, Work day adjusted, Value, USD, % YoY"
"Imports, Asia, Work day adjusted, USD bn, % YoY",p,"Imports, Asia, Work day adjusted, Value, USD, % YoY"
"Imports, Europe, Work day adjusted, USD bn, % YoY",p,"Imports, Europe, Work day adjusted, Value, USD, % YoY"
"Imports, Hong Kong, Work day adjusted, USD bn, % YoY",p,"Imports, Hong Kong, Work day adjusted, Value, USD, % YoY"
"Imports, Latin America, Work day adjusted, USD bn, % YoY",p,"Imports, Latin America, Work day adjusted, Value, USD, % YoY"
"Imports, Middle East, Work day adjusted, USD bn, % YoY",p,"Imports, Middle East, Work day adjusted, Value, USD, % YoY"
"Imports, Mobile phones, Work day adjusted, USD bn, % YoY",p,"Imports, Mobile phones, Work day adjusted, Value, USD, % YoY"
"Imports, North America, Work day adjusted, USD bn, % YoY",p,"Imports, North America, Work day adjusted, Value, USD, % YoY"
"Imports, Oceania, Work day adjusted, USD bn, % YoY",p,"Imports, Oceania, Work day adjusted, Value, USD, % YoY"
"Imports, all, Work day adjusted, USD bn, % YoY",p,"Imports, all, Work day adjusted, Value, USD, % YoY"
"Imports, mineral fuels, Work day adjusted, USD bn, % YoY",p,"Imports, mineral fuels, Work day adjusted, Value, USD, % YoY"
"Exports, EM, Work day adjusted, USD bn, % YoY",p,"Exports, EM, Work day adjusted, Value, USD, % YoY"
"Imports, All, KRW bn, % YoY",p,"Imports, All, Value, LCU, % YoY"
"Exports, All, KRW bn, % YoY",p,"Exports, All, Value, LCU, % YoY"
"Exports, China, USD bn, % YoY, 3mma",p,"Exports, China, USD, % YoY, 3mma, Value"
"Exports, US, USD bn, % YoY, 3mma",p,"Exports, US, USD, % YoY, 3mma, Value"
"Exports, EU, USD bn, % YoY, 3mma",p,"Exports, EU, USD, % YoY, 3mma, Value"
"Exports, Vietnam, USD bn, % YoY, 3mma",p,"Exports, Vietnam, USD, % YoY, 3mma, Value"
"Exports, Hong Kong, USD bn, % YoY, 3mma",p,"Exports, Hong Kong, USD, % YoY, 3mma, Value"
"Exports, Japan, USD bn, % YoY, 3mma",p,"Exports, Japan, USD, % YoY, 3mma, Value"
"Exports, Taiwan, USD bn, % YoY, 3mma",p,"Exports, Taiwan, USD, % YoY, 3mma, Value"
"Exports, India, USD bn, % YoY, 3mma",p,"Exports, India, USD, % YoY, 3mma, Value"
"Exports, Singapore, USD bn, % YoY, 3mma",p,"Exports, Singapore, USD, % YoY, 3mma, Value"
"Exports, Malaysia, USD bn, % YoY, 3mma",p,"Exports, Malaysia, USD, % YoY, 3mma, Value"
"Exports, Country, Other, USD bn, % YoY, 3mma",p,"Exports, Country, Other, USD, % YoY, 3mma, Value"
"Exports, ASEAN Three and India, USD bn, % YoY, 3mma",p,"Exports, ASEAN Three and India, USD, % YoY, 3mma, Value"
"Exports, North Asia, USD bn, % YoY, 3mma",p,"Exports, North Asia, USD, % YoY, 3mma, Value"
"Exports, DM, USD bn, % YoY, 3mma",p,"Exports, DM, USD, % YoY, 3mma, Value"
"Exports, China and Hong Kong, USD bn, % YoY, 3mma",p,"Exports, China and Hong Kong, USD, % YoY, 3mma, Value"
"Imports, China, USD bn, % YoY, 3mma",p,"Imports, China, USD, % YoY, 3mma, Value"
"Imports, US, USD bn, % YoY, 3mma",p,"Imports, US, USD, % YoY, 3mma, Value"
"Imports, EU, USD bn, % YoY, 3mma",p,"Imports, EU, USD, % YoY, 3mma, Value"
"Imports, Japan, USD bn, % YoY, 3mma",p,"Imports, Japan, USD, % YoY, 3mma, Value"
"Imports, Vietnam, USD bn, % YoY, 3mma",p,"Imports, Vietnam, USD, % YoY, 3mma, Value"
"Imports, Australia, USD bn, % YoY, 3mma",p,"Imports, Australia, USD, % YoY, 3mma, Value"
"Imports, Taiwan, USD bn, % YoY, 3mma",p,"Imports, Taiwan, USD, % YoY, 3mma, Value"
"Imports, Saudi Arabia, USD bn, % YoY, 3mma",p,"Imports, Saudi Arabia, USD, % YoY, 3mma, Value"
"Imports, Russia, USD bn, % YoY, 3mma",p,"Imports, Russia, USD, % YoY, 3mma, Value"
"Imports, Malaysia, USD bn, % YoY, 3mma",p,"Imports, Malaysia, USD, % YoY, 3mma, Value"
"Imports, Country, Other, USD bn, % YoY, 3mma",p,"Imports, Country, Other, USD, % YoY, 3mma, Value"
"Imports, Commodity producers, USD bn, % YoY, 3mma",p,"Imports, Commodity producers, USD, % YoY, 3mma, Value"
"Imports, North Asia, USD bn, % YoY, 3mma",p,"Imports, North Asia, USD, % YoY, 3mma, Value"
"Exports, Semiconductors, USD bn, % YoY, 3mma",p,"Exports, Semiconductors, USD, % YoY, 3mma, Value"
"Exports, Steel products, USD bn, % YoY, 3mma",p,"Exports, Steel products, USD, % YoY, 3mma, Value"
"Exports, Autos, USD bn, % YoY, 3mma",p,"Exports, Autos, USD, % YoY, 3mma, Value"
"Exports, Petroleum products, USD bn, % YoY, 3mma",p,"Exports, Petroleum products, USD, % YoY, 3mma, Value"
"Exports, Wireless communication equipment, USD bn, % YoY, 3mma",p,"Exports, Wireless communication equipment, USD, % YoY, 3mma, Value"
"Exports, Ships, USD bn, % YoY, 3mma",p,"Exports, Ships, USD, % YoY, 3mma, Value"
"Exports, Automobile parts, USD bn, % YoY, 3mma",p,"Exports, Automobile parts, USD, % YoY, 3mma, Value"
"Exports, Computer peripherals, USD bn, % YoY, 3mma",p,"Exports, Computer peripherals, USD, % YoY, 3mma, Value"
"Exports, Precision equipment, USD bn, % YoY, 3mma",p,"Exports, Precision equipment, USD, % YoY, 3mma, Value"
"Exports, Home appliances, USD bn, % YoY, 3mma",p,"Exports, Home appliances, USD, % YoY, 3mma, Value"
"Exports, All, USD bn, % YoY, 3mma",p,"Exports, All, USD, % YoY, 3mma, Value"
"Exports, Product, Other, USD bn, % YoY, 3mma",p,"Exports, Product, Other, USD, % YoY, 3mma, Value"
"Exports, All ex ships, USD bn, % YoY, 3mma",p,"Exports, All ex ships, USD, % YoY, 3mma, Value"
"Exports, Tech, USD bn, % YoY, 3mma",p,"Exports, Tech, USD, % YoY, 3mma, Value"
"Exports, Auto and parts, USD bn, % YoY, 3mma",p,"Exports, Auto and parts, USD, % YoY, 3mma, Value"
"Exports, Other products inc Home appliances, USD bn, % YoY, 3mma",p,"Exports, Other products inc Home appliances, USD, % YoY, 3mma, Value"
"Imports, Semiconductors, USD bn, % YoY, 3mma",p,"Imports, Semiconductors, USD, % YoY, 3mma, Value"
"Imports, Crude oil, USD bn, % YoY, 3mma",p,"Imports, Crude oil, USD, % YoY, 3mma, Value"
"Imports, Machinery, USD bn, % YoY, 3mma",p,"Imports, Machinery, USD, % YoY, 3mma, Value"
"Imports, Gas, USD bn, % YoY, 3mma",p,"Imports, Gas, USD, % YoY, 3mma, Value"
"Imports, Semiconductor mfg equipment, USD bn, % YoY, 3mma",p,"Imports, Semiconductor mfg equipment, USD, % YoY, 3mma, Value"
"Imports, Precision equipment, USD bn, % YoY, 3mma",p,"Imports, Precision equipment, USD, % YoY, 3mma, Value"
"Imports, Petroleum products, USD bn, % YoY, 3mma",p,"Imports, Petroleum products, USD, % YoY, 3mma, Value"
"Imports, Wireless communication equipment, USD bn, % YoY, 3mma",p,"Imports, Wireless communication equipment, USD, % YoY, 3mma, Value"
"Imports, Autos, USD bn, % YoY, 3mma",p,"Imports, Autos, USD, % YoY, 3mma, Value"
"Imports, Coal, USD bn, % YoY, 3mma",p,"Imports, Coal, USD, % YoY, 3mma, Value"
"Imports, All, USD bn, % YoY, 3mma",p,"Imports, All, USD, % YoY, 3mma, Value"
"Imports, Product, Other, USD bn, % YoY, 3mma",p,"Imports, Product, Other, USD, % YoY, 3mma, Value"
"Imports, Energy, USD bn, % YoY, 3mma",p,"Imports, Energy, USD, % YoY, 3mma, Value"
"Exports, ASEAN, USD bn, % YoY, 3mma",p,"Exports, ASEAN, USD, % YoY, 3mma, Value"
"Exports, Africa, USD bn, % YoY, 3mma",p,"Exports, Africa, USD, % YoY, 3mma, Value"
"Exports, Asia, USD bn, % YoY, 3mma",p,"Exports, Asia, USD, % YoY, 3mma, Value"
"Exports, Europe, USD bn, % YoY, 3mma",p,"Exports, Europe, USD, % YoY, 3mma, Value"
"Exports, Latin America, USD bn, % YoY, 3mma",p,"Exports, Latin America, USD, % YoY, 3mma, Value"
"Exports, Middle East, USD bn, % YoY, 3mma",p,"Exports, Middle East, USD, % YoY, 3mma, Value"
"Exports, Mobile phones, USD bn, % YoY, 3mma",p,"Exports, Mobile phones, USD, % YoY, 3mma, Value"
"Exports, North America, USD bn, % YoY, 3mma",p,"Exports, North America, USD, % YoY, 3mma, Value"
"Exports, Oceania, USD bn, % YoY, 3mma",p,"Exports, Oceania, USD, % YoY, 3mma, Value"
"Exports, Semiconductor mfg equipment, USD bn, % YoY, 3mma",p,"Exports, Semiconductor mfg equipment, USD, % YoY, 3mma, Value"
"Exports, all, USD bn, % YoY, 3mma",p,"Exports, all, USD, % YoY, 3mma, Value"
"Exports, mineral fuels, USD bn, % YoY, 3mma",p,"Exports, mineral fuels, USD, % YoY, 3mma, Value"
"Imports, ASEAN, USD bn, % YoY, 3mma",p,"Imports, ASEAN, USD, % YoY, 3mma, Value"
"Imports, Africa, USD bn, % YoY, 3mma",p,"Imports, Africa, USD, % YoY, 3mma, Value"
"Imports, Asia, USD bn, % YoY, 3mma",p,"Imports, Asia, USD, % YoY, 3mma, Value"
"Imports, Europe, USD bn, % YoY, 3mma",p,"Imports, Europe, USD, % YoY, 3mma, Value"
"Imports, Hong Kong, USD bn, % YoY, 3mma",p,"Imports, Hong Kong, USD, % YoY, 3mma, Value"
"Imports, Latin America, USD bn, % YoY, 3mma",p,"Imports, Latin America, USD, % YoY, 3mma, Value"
"Imports, Middle East, USD bn, % YoY, 3mma",p,"Imports, Middle East, USD, % YoY, 3mma, Value"
"Imports, Mobile phones, USD bn, % YoY, 3mma",p,"Imports, Mobile phones, USD, % YoY, 3mma, Value"
"Imports, North America, USD bn, % YoY, 3mma",p,"Imports, North America, USD, % YoY, 3mma, Value"
"Imports, Oceania, USD bn, % YoY, 3mma",p,"Imports, Oceania, USD, % YoY, 3mma, Value"
"Imports, all, USD bn, % YoY, 3mma",p,"Imports, all, USD, % YoY, 3mma, Value"
"Imports, mineral fuels, USD bn, % YoY, 3mma",p,"Imports, mineral fuels, USD, % YoY, 3mma, Value"
"Exports, EM, USD bn, % YoY, 3mma",p,"Exports, EM, USD, % YoY, 3mma, Value"
"Exports, China, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, China, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, US, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, US, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, EU, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, EU, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Vietnam, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Vietnam, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Hong Kong, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Hong Kong, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Japan, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Japan, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Taiwan, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Taiwan, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, India, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, India, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Singapore, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Singapore, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Malaysia, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Malaysia, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Country, Other, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Country, Other, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, ASEAN Three and India, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, ASEAN Three and India, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, North Asia, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, North Asia, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, DM, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, DM, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, China and Hong Kong, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, China and Hong Kong, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, China, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, China, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, US, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, US, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, EU, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, EU, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Japan, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Japan, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Vietnam, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Vietnam, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Australia, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Australia, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Taiwan, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Taiwan, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Saudi Arabia, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Saudi Arabia, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Russia, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Russia, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Malaysia, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Malaysia, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Country, Other, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Country, Other, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Commodity producers, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Commodity producers, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, North Asia, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, North Asia, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Semiconductors, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Semiconductors, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Steel products, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Steel products, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Autos, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Autos, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Petroleum products, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Petroleum products, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Wireless communication equipment, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Wireless communication equipment, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Ships, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Ships, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Automobile parts, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Automobile parts, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Computer peripherals, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Computer peripherals, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Precision equipment, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Precision equipment, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Home appliances, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Home appliances, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, All, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, All, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Product, Other, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Product, Other, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, All ex ships, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, All ex ships, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Tech, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Tech, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Auto and parts, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Auto and parts, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Other products inc Home appliances, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Other products inc Home appliances, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Semiconductors, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Semiconductors, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Crude oil, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Crude oil, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Machinery, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Machinery, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Gas, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Gas, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Semiconductor mfg equipment, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Semiconductor mfg equipment, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Precision equipment, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Precision equipment, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Petroleum products, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Petroleum products, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Wireless communication equipment, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Wireless communication equipment, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Autos, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Autos, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Coal, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Coal, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, All, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, All, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Product, Other, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Product, Other, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Energy, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Energy, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, ASEAN, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, ASEAN, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Africa, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Africa, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Asia, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Asia, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Europe, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Europe, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Latin America, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Latin America, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Middle East, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Middle East, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Mobile phones, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Mobile phones, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, North America, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, North America, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Oceania, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Oceania, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, Semiconductor mfg equipment, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, Semiconductor mfg equipment, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, all, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, all, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, mineral fuels, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, mineral fuels, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, ASEAN, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, ASEAN, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Africa, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Africa, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Asia, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Asia, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Europe, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Europe, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Hong Kong, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Hong Kong, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Latin America, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Latin America, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Middle East, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Middle East, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Mobile phones, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Mobile phones, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, North America, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, North America, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, Oceania, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, Oceania, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, all, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, all, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, mineral fuels, Work day adjusted, USD bn, % YoY, 3mma",p,"Imports, mineral fuels, Work day adjusted, USD, % YoY, 3mma, Value"
"Exports, EM, Work day adjusted, USD bn, % YoY, 3mma",p,"Exports, EM, Work day adjusted, USD, % YoY, 3mma, Value"
"Imports, All, KRW bn, % YoY, 3mma",p,"Imports, All, LCU, % YoY, 3mma, Value"
"Exports, All, KRW bn, % YoY, 3mma",p,"Exports, All, LCU, % YoY, 3mma, Value"
"Exports, China, Contribution to YoY chg, ppts",p,"Exports, China, Contribution to YoY chg, ppts, Value"
"Exports, US, Contribution to YoY chg, ppts",p,"Exports, US, Contribution to YoY chg, ppts, Value"
"Exports, EU, Contribution to YoY chg, ppts",p,"Exports, EU, Contribution to YoY chg, ppts, Value"
"Exports, Vietnam, Contribution to YoY chg, ppts",p,"Exports, Vietnam, Contribution to YoY chg, ppts, Value"
"Exports, Hong Kong, Contribution to YoY chg, ppts",p,"Exports, Hong Kong, Contribution to YoY chg, ppts, Value"
"Exports, Japan, Contribution to YoY chg, ppts",p,"Exports, Japan, Contribution to YoY chg, ppts, Value"
"Exports, Taiwan, Contribution to YoY chg, ppts",p,"Exports, Taiwan, Contribution to YoY chg, ppts, Value"
"Exports, India, Contribution to YoY chg, ppts",p,"Exports, India, Contribution to YoY chg, ppts, Value"
"Exports, Singapore, Contribution to YoY chg, ppts",p,"Exports, Singapore, Contribution to YoY chg, ppts, Value"
"Exports, Malaysia, Contribution to YoY chg, ppts",p,"Exports, Malaysia, Contribution to YoY chg, ppts, Value"
"Exports, Country, Other, Contribution to YoY chg, ppts",p,"Exports, Country, Other, Contribution to YoY chg, ppts, Value"
"Exports, ASEAN Three and India, Contribution to YoY chg, ppts",p,"Exports, ASEAN Three and India, Contribution to YoY chg, ppts, Value"
"Exports, North Asia, Contribution to YoY chg, ppts",p,"Exports, North Asia, Contribution to YoY chg, ppts, Value"
"Exports, DM, Contribution to YoY chg, ppts",p,"Exports, DM, Contribution to YoY chg, ppts, Value"
"Exports, China and Hong Kong, Contribution to YoY chg, ppts",p,"Exports, China and Hong Kong, Contribution to YoY chg, ppts, Value"
"Exports, Semiconductors, Contribution to YoY chg, ppts",p,"Exports, Semiconductors, Contribution to YoY chg, ppts, Value"
"Exports, Steel products, Contribution to YoY chg, ppts",p,"Exports, Steel products, Contribution to YoY chg, ppts, Value"
"Exports, Autos, Contribution to YoY chg, ppts",p,"Exports, Autos, Contribution to YoY chg, ppts, Value"
"Exports, Petroleum products, Contribution to YoY chg, ppts",p,"Exports, Petroleum products, Contribution to YoY chg, ppts, Value"
"Exports, Wireless communication equipment, Contribution to YoY chg, ppts",p,"Exports, Wireless communication equipment, Contribution to YoY chg, ppts, Value"
"Exports, Ships, Contribution to YoY chg, ppts",p,"Exports, Ships, Contribution to YoY chg, ppts, Value"
"Exports, Automobile parts, Contribution to YoY chg, ppts",p,"Exports, Automobile parts, Contribution to YoY chg, ppts, Value"
"Exports, Computer peripherals, Contribution to YoY chg, ppts",p,"Exports, Computer peripherals, Contribution to YoY chg, ppts, Value"
"Exports, Precision equipment, Contribution to YoY chg, ppts",p,"Exports, Precision equipment, Contribution to YoY chg, ppts, Value"
"Exports, Home appliances, Contribution to YoY chg, ppts",p,"Exports, Home appliances, Contribution to YoY chg, ppts, Value"
"Exports, All, Contribution to YoY chg, ppts",p,"Exports, All, Contribution to YoY chg, ppts, Value"
"Exports, Product, Other, Contribution to YoY chg, ppts",p,"Exports, Product, Other, Contribution to YoY chg, ppts, Value"
"Exports, All ex ships, Contribution to YoY chg, ppts",p,"Exports, All ex ships, Contribution to YoY chg, ppts, Value"
