Date,"CPI, All items","CPI, Excluding Food & Energy","CPI, Goods","CPI, Goods, Durable goods","CPI, Services","CPI, Services, Rents","CPI, Services, Public services","CPI, Services, Personal services","CPI, All items, % YoY","CPI, Excluding Food & Energy, % YoY","CPI, Goods, % YoY","CPI, Goods, Durable goods, % YoY","CPI, Services, % YoY","CPI, Services, Rents, % YoY","CPI, Services, Public services, % YoY","CPI, Services, Personal services, % YoY","CPI, All items, % YoY, 3mma","CPI, Excluding Food & Energy, % YoY, 3mma","CPI, Goods, % YoY, 3mma","CPI, Goods, Durable goods, % YoY, 3mma","CPI, Services, % YoY, 3mma","CPI, Services, Rents, % YoY, 3mma","CPI, Services, Public services, % YoY, 3mma","CPI, Services, Personal services, % YoY, 3mma","CPI, All items, SA","CPI, Excluding Food & Energy, SA","CPI, Goods, SA","CPI, Goods, Durable goods, SA","CPI, Services, SA","CPI, Services, Public services, SA","CPI, Services, Personal services, SA","CPI, Services, Rents, SA","CPI, All items, SA, % MoM annualised","CPI, Excluding Food & Energy, SA, % MoM annualised","CPI, Goods, SA, % MoM annualised","CPI, Goods, Durable goods, SA, % MoM annualised","CPI, Services, SA, % MoM annualised","CPI, Services, Public services, SA, % MoM annualised","CPI, Services, Personal services, SA, % MoM annualised","CPI, Services, Rents, SA, % MoM annualised","CPI, All items, SA, % MoM annualised, 3mma","CPI, Excluding Food & Energy, SA, % MoM annualised, 3mma","CPI, Goods, SA, % MoM annualised, 3mma","CPI, Goods, Durable goods, SA, % MoM annualised, 3mma","CPI, Services, SA, % MoM annualised, 3mma","CPI, Services, Public services, SA, % MoM annualised, 3mma","CPI, Services, Personal services, SA, % MoM annualised, 3mma","CPI, Services, Rents, SA, % MoM annualised, 3mma","CPI, All items, 10pc Trimmed mean, % YoY","CPI, All items, 20pc Trimmed mean, % YoY","CPI, Food and non-alcoholic beverages, % YoY","CPI, Alcoholic beverages and tobacco, % YoY","CPI, Clothing and footwear, % YoY","CPI, Housing, water, electricity and other fuels, % YoY","CPI, Furnishings, household equipment and routine household maintenance, % YoY","CPI, Health, % YoY","CPI, Transport, % YoY","CPI, Communication, % YoY","CPI, Recreation and culture, % YoY","CPI, Education, % YoY","CPI, Restaurants and hotels, % YoY","CPI, Miscellaneous goods and services, % YoY","CPI, Food and non-alcoholic beverages, % YoY, 3mma","CPI, Alcoholic beverages and tobacco, % YoY, 3mma","CPI, Clothing and footwear, % YoY, 3mma","CPI, Housing, water, electricity and other fuels, % YoY, 3mma","CPI, Furnishings, household equipment and routine household maintenance, % YoY, 3mma","CPI, Health, % YoY, 3mma","CPI, Transport, % YoY, 3mma","CPI, Communication, % YoY, 3mma","CPI, Recreation and culture, % YoY, 3mma","CPI, Education, % YoY, 3mma","CPI, Restaurants and hotels, % YoY, 3mma","CPI, Miscellaneous goods and services, % YoY, 3mma"
2001-09-01,66.182,68.102,68.076,93.443,66.703,69.154,80.67,60.196,3.2512714905301277,3.278738246891133,1.783711855030412,0.29947189901677884,4.264165689722543,4.780375460234243,5.692761218473641,3.1848880660975576,4.251395296170372,3.490139540644048,2.5300132114207528,0.1661148755332298,4.584410710994921,4.690091288269264,7.045401965740965,3.1224059644360125,,,,,,,,,,,,,,,,,,,,,,,,,4.97979867000488,4.237811389829922,3.2535923416671775,5.00177920113869,3.1935680194753235,5.849371847186968,2.293676620267493,5.729313800664548,0.7744856079302975,-0.8231374833803762,-0.30090588508562277,4.166161834703597,1.8957972091487196,4.189441823199513,6.722057918103785,5.005076113711268,3.0610766446781477,6.24850001134419,1.9302056847124278,9.074041197831818,2.8476945916982306,-1.1907890526535108,-0.29995288333238096,4.335831021261301,1.8298706255869785,4.165319317545321
2001-10-01,66.182,68.102,68.076,93.257,66.831,69.417,80.67,60.256,3.352853908019071,3.175468896766964,1.2809640705199632,0.09982396633894108,4.2572774640416755,4.970512626644497,5.383479862571683,3.1851496677854696,3.7648710845120004,3.3493357176008764,1.8528238395137582,0.2326641864258535,4.368985379136984,4.814029556620965,6.084473685429089,3.18719395261283,,,,,,,,,,,,,,,,,,,,,,,,,4.879988841173485,4.572725019364393,4.980420949583952,5.114320096269553,2.1655346706681344,5.310806503028376,2.097158780775099,5.635148042024829,0.5783729348683986,-1.1312995364139433,-1.0061043343947973,4.1621275786343,1.8889090519161433,4.794239783278975,5.818095670529207,5.005076113711268,2.8172568722422056,5.781170920324115,2.1624508951571797,6.989009244360418,1.301297694288201,-0.8578116987282725,-0.5021194608764934,4.2334651142741,1.8605163251129264,4.325897754120859
2001-11-01,65.804,68.166,67.811,93.071,66.894,69.811,80.595,60.313,3.3743873319090234,3.2724297791109747,1.2875472374494157,0.0,4.047159833260761,5.251175973947664,4.466681356854907,3.182043693223613,3.3261709101527406,3.2422123075896905,1.4507410543332637,0.13309862178523998,4.189534329008327,5.000688020275468,5.1809741459667435,3.184027142368881,,,,,,,,,,,,,,,,,,,,,,,,,4.987579999222758,4.406882655917115,6.110165886856644,5.114320096269553,2.5920000000000165,4.5861403675238055,2.096517284428945,5.635148042024829,0.6803093559646811,-0.9256766861073684,-1.1055510299080695,4.559838149089579,1.9909024985167,4.603818061681886,4.781393059369258,5.076806464559265,2.6503675633811583,5.24877290591305,2.1624508951571797,5.666536628238069,0.6777226329211246,-0.9600379019672293,-0.8041870831294965,4.296042520809158,1.925202919860521,4.529166556053458
2001-12-01,65.93,68.363,67.48,91.676,67.148,70.403,80.595,60.487,3.1639231395130585,3.264251835291998,0.0,-1.3016095171448638,4.031233538871493,5.724497304440557,3.6618305294026765,3.375375991249663,3.2970547931470513,3.2373835037233127,0.8561704359897929,-0.40059518360197427,4.111890278724643,5.315395301677572,4.503997249609755,3.2475231174195827,,,,,,,,,,,,,,,,,,,,,,,,,4.961295099093255,4.534776610102831,7.123735871505055,5.109310298766645,2.7385214496576937,3.8711398443384226,2.3925914245165325,5.629846654212645,-2.2139820436548496,-0.20658218752573898,-0.8077681429813244,4.6601303799000515,2.389742237457959,3.667096911080847,6.0714409026485505,5.112650163768584,2.498685373441948,4.589362238296868,2.195422496573526,5.6333809127541015,-0.31843325094059116,-0.7545194700156835,-0.9731411690947304,4.46069870254131,2.0898512626302677,4.355051585347237
2002-01-01,66.308,68.626,67.679,91.863,67.338,70.666,80.595,60.662,2.6376075784781294,2.745837824889219,-0.29317304575856573,-1.3964621527628673,3.41078366632368,5.8080165301630515,1.3187338143966887,3.2650142993327025,3.0586393499667373,3.0941731464307303,0.33145806389695,-0.8993572233025771,3.829725679485312,5.594563269517091,3.149081900218091,3.274144661268661,,,,,,,,,,,,,,,,,,,,,,,,,4.160117269256727,3.568521653714909,6.5427524682797555,0.0,2.638596931572179,3.567018366549446,1.9861497822517338,-0.5376344086021501,-1.4480118783288587,-0.2060465290525615,-0.9028678711936577,4.245534868500367,2.885819763992359,2.714955615926362,6.592218075547152,3.4078767983454,2.6563727937432966,4.008099526137225,2.1584194970657378,3.5757867625451083,-0.9938948553396769,-0.44610180089522294,-0.9387290146943505,4.4885011324966655,2.4221548333223395,3.6619568628963655
2002-02-01,66.624,68.822,68.143,92.048,67.084,70.929,78.947,60.895,2.6263497589303464,2.6366808840635914,0.19555947654756878,-1.3936946298300001,2.620428018540344,6.095372004666899,-1.2174674674674701,3.1524206389538234,2.809293492307178,2.882256848081603,-0.03253785640366565,-1.3639220999125772,3.3541484079118398,5.8759619464235024,1.254365625443965,3.264270309845397,,,,,,,,,,,,,,,,,,,,,,,,,4.417807248739223,4.003548266647691,8.439908181669109,7.788069968138767,2.44250619646722,2.3964566011345223,1.0805084745762805,-0.7130371357788823,-1.352658320960065,-3.7072520826628153,-1.0901511203752046,3.9242543574290245,3.2797681770284637,2.7123742350378732,7.36879884048464,4.299126755635137,2.606541525899031,3.278204937340797,1.8197498937815162,1.4597250366105374,-1.6715507476479257,-1.3732935997470388,-0.9335957115167289,4.276639868609814,2.851776726159594,3.031475587348362
2002-03-01,67.003,69.411,68.209,91.956,67.846,71.191,79.621,61.882,2.3134009284143664,2.812833274084614,0.48763958867379387,-1.591344455978505,2.7876253673908558,6.071577567197095,-1.115264720128184,3.396882153419445,2.525786088607614,2.731783994345808,0.13000867315426565,-1.4605004128571242,2.939612350751627,5.991655367342349,-0.3379994577329885,3.271439030568658,,,,,,,,,,,,,,,,,,,,,,,,,4.036017056503882,3.6637014283917244,4.791054031887021,7.890512798851068,4.372517427855849,2.1942701733782544,0.9830508474576227,-0.8892289168715206,-1.0614844451702465,-3.805892029310609,-1.978364884543371,5.330522261695281,3.2602824923484874,2.9998963766363795,6.591238227278629,5.226194255663278,3.151206851965083,2.719248380354074,1.3499030347618797,-0.713300153750851,-1.2873848814863913,-2.573063547008662,-1.3237946253707444,4.500103829208224,3.1419568111231033,2.8090754092002057
2002-04-01,67.382,69.739,68.872,92.14,68.036,71.653,79.471,62.114,2.497718284149686,2.9981243261604895,1.0698090779683866,-1.1977653152042245,2.781176826044285,5.929747789834727,-1.3015561544480247,3.4853886908133624,2.4791563238314662,2.8158794947695647,0.5843360477299164,-1.39426813367091,2.729743403991829,6.032232453899574,-1.211429447347893,3.3448971610622116,,,,,,,,,,,,,,,,,,,,,,,,,3.9396111035551598,3.7716870251886543,4.56404351623918,8.405661778749241,2.7347668004011894,2.3714685572797434,1.181698532429487,-2.046856970852362,0.0,-3.805892029310609,0.29850746268658135,5.805305621036561,3.35014115304908,2.888148631477727,5.931668576598438,8.028081515246358,3.183263474908086,2.3207317772641733,1.081752618154464,-1.2163743411675882,-0.8047142553767718,-3.773012047094678,-0.923336180743998,5.020027413386956,3.2967306074753435,2.866806414383994
2002-05-01,67.634,69.87,69.138,92.048,68.226,72.047,79.696,62.173,2.9797341535088284,2.9938530933533825,1.36199035317921,-1.6885793931367465,2.7716687253336536,6.0996981076503864,-1.4797324861236527,3.5836859818066724,2.5969511220242936,2.9349368978661623,0.9731463399404635,-1.4925630547731588,2.780156972922932,6.033674488227402,-1.298851120233287,3.4886522753464946,,,,,,,,,,,,,,,,,,,,,,,,,4.387406550306102,3.9820821092536653,6.838759003661821,8.093696438773579,2.4188662244247983,2.4574842960012333,0.9825960328568861,-1.9572953736654797,1.1500940371006907,-3.798082304219663,0.4974497827592739,6.00013293011199,3.3469188131724836,2.9785775492716438,5.397952183929341,8.129957005457962,3.175383484227279,2.3410743422197435,1.0491151375813326,-1.6311270871297874,0.0295365306434802,-3.8032887876136265,-0.3941358796991719,5.71198693761461,3.319114152856683,2.9555408524619176
2002-06-01,67.571,69.87,69.269,92.048,68.226,72.375,79.171,62.231,2.5885889533294737,2.8922333814390466,1.4558769681435324,-1.4928887129051938,2.5769785903295706,5.663104414856357,-2.128737962493654,3.6803172170204235,2.6886804636626622,2.9614036003176394,1.295892133097043,-1.4597444737487215,2.70994138056917,5.8975167707804905,-1.6366755343551105,3.583130629880154,,,,,,,,,,,,,,,,,,,,,,,,,4.174846877339997,3.8817366831188465,4.761620621755469,7.998476480670358,2.61305908123477,2.3551498870504783,1.181436990027196,-1.7777777777777781,0.8607779381804903,-6.056784688281159,0.101154851218066,6.00013293011199,3.2410269760176913,3.943802106563288,5.388141047218824,8.165944899397726,2.588897368686919,2.394700913443818,1.1152438517711902,-1.9273100407652066,0.6702906584270591,-4.55358634060381,0.2990373655546404,5.935190493753513,3.312695647413085,3.270176095770887
2002-07-01,67.382,69.936,69.071,91.769,68.29,72.703,79.021,62.347,2.1063159170808587,3.0911422632998953,1.263762846545169,-1.3989319981519421,2.6732018282415337,5.735976381273722,-1.7689324250410254,3.873579687447948,2.5582130079730536,2.9924095793641086,1.3605433892893037,-1.5268000347312942,2.67394971463492,5.832926301260155,-1.7924676245527775,3.7125276287583495,,,,,,,,,,,,,,,,,,,,,,,,,3.8283106661193487,3.8064270495524344,1.8823852706787658,8.01373783629078,2.524072169767222,2.1582295820522956,1.0872650882870705,0.4541326067211582,0.2852069095409915,-5.180153039705981,0.6039233904174601,5.901590358245623,3.4345995676273056,3.847737331457779,4.494254965365352,8.035303585244906,2.5186658251422633,2.323621255034669,1.0837660370570514,-1.0936468482406998,0.7653596282740563,-5.011673344068934,0.4008426747982667,5.967285406156535,3.340848452272494,3.5900389957642376
2002-08-01,67.824,70.066,69.138,91.676,68.417,72.902,79.021,62.463,2.3835761189523685,3.0821968192317195,1.4601646537428792,-1.7921991665684756,2.7652607546263086,5.7194234171524805,-1.8604304574075692,3.8643808510284483,2.3594936631209005,3.02185748799022,1.3932681561438602,-1.561339959208537,2.6718137243991382,5.7061680710941864,-1.9193669483140827,3.806092585165608,,,,,,,,,,,,,,,,,,,,,,,,,3.8273832171578728,3.685621249862038,2.6594114040465966,8.199012983712128,2.61305908123477,2.3469605187056652,0.2937538651824445,-0.1793984426688433,0.47806828003456037,-5.491956377658624,1.5070809554005526,6.094845634907453,3.5302523464648683,3.8440445586975125,3.1011390988269434,8.070409100224422,2.5833967774122537,2.2867799959361466,0.8541519811655709,-0.5010145379084877,0.5413510425853462,-5.576298035215255,0.7373863990120263,5.998856307755022,3.4019596300366217,3.8785279989061934
2002-09-01,68.204,70.263,69.403,92.978,68.481,73.164,79.096,62.521,3.0552113867818864,3.173181404364045,1.9492919678007148,-0.4976295709684053,2.6655472767341593,5.798652283309713,-1.9511590430147496,3.8623828825835593,2.5150344742717046,3.11550682896522,1.5577398226962542,-1.2295869118962743,2.7013366198673343,5.751350693911973,-1.8601739751544482,3.8667811403533197,,,,,,,,,,,,,,,,,,,,,,,,,4.337067072412987,3.6287182795983832,6.211168102196862,8.10370025204923,2.7051775515271936,2.4314356398075443,0.2914920750592076,0.0,1.5343607506731471,-5.491956377658624,1.1077105550201694,6.189558339702894,3.620569502293236,3.7373115964318693,3.584321592307408,8.105483690684046,2.6141029341763953,2.3122085801885017,0.5575036761762414,0.09157805468410496,0.7658786467495652,-5.38802193167441,1.0729049669460606,6.06199811095199,3.5284738054618034,3.809697828862388
2002-10-01,68.013,70.46,70.065,93.164,68.607,73.427,79.246,62.579,2.7666132785349573,3.46245337875537,2.9217345319936694,-0.09972441747000405,2.657449387260402,5.77668294509992,-1.765216313375484,3.855217737652672,2.735133594756404,3.2392772007837114,2.110397051179088,-0.7965177183356283,2.6960858062069573,5.764919548520704,-1.8589352712659342,3.860660490421561,,,,,,,,,,,,,,,,,,,,,,,,,3.9919049565357634,3.9442152003591486,2.045692971208779,8.299942759015465,3.8527542864210673,3.1722968882431424,0.8807225864543078,0.2712477396021873,2.490968379179259,-5.0995636292133995,2.1352541358526045,6.090839669311721,3.617110844856053,3.0510722971479165,3.6387574924840798,8.200885331592275,3.05699697306101,2.6502310155854505,0.48865617556532054,0.03061643231111466,1.501132469962321,-5.36115879484355,1.5833485487577754,6.12508121464069,3.5893108978713855,3.5441428174257665
2002-11-01,68.077,70.59,70.265,92.978,68.734,73.559,79.396,62.695,3.4541973132332426,3.5560249977995007,3.6188818923183375,-0.0999237141537157,2.7506203844888777,5.368781424130864,-1.4876853402816526,3.949397310695857,3.0920073261833623,3.3972199269729715,2.8299694640375734,-0.2324259008640417,2.691205682827814,5.648038884180166,-1.7346868988906288,3.888999310310697,,,,,,,,,,,,,,,,,,,,,,,,,4.731585389416648,4.389450994463972,4.32124746958491,8.204541118107244,4.956331877729259,3.6365560831040034,0.6844886715016818,0.3616636528029016,3.373123776375886,-5.400673197385708,2.33958792443143,5.783224184692726,3.5114084416004276,3.445155783183962,4.192702847663517,8.202728043057313,3.8380879052258394,3.0800962037182296,0.6189011110050663,0.21097046413502962,2.4661509687427627,-5.330731068085911,1.8608508717680678,6.0212073979024465,3.5830295962499057,3.4111798922545833
2002-12-01,68.391,70.787,70.265,93.164,69.051,73.756,79.92,62.87,3.7327468527225793,3.5457776867603874,4.127148784825119,1.6231074654216915,2.8340382438792,4.762581140008226,-0.8375209380234505,3.9396895200621618,3.3178524814969266,3.521418687771753,3.5559217363790423,0.47448644459932393,2.747369338542827,5.3026818364130035,-1.3634741972268625,3.9147681894702315,,,,,,,,,,,,,,,,,,,,,,,,,5.005064882277146,4.304296365641039,5.031633644711531,8.10370025204923,3.6192455829308745,3.820530251529597,0.8764315515358723,0.5432846455290186,5.708888364146514,-5.986034336630985,2.8470055144701467,5.681855731421215,3.4977304188262615,3.3463526120994125,3.7995246951684067,8.202728043057313,4.142777249027067,3.5431277409589144,0.8138809364972879,0.39206534597803583,3.857660173233885,-5.495423721076698,2.4406158582513937,5.851973195141888,3.5420832350942475,3.280860230810431
2003-01-01,68.835,71.049,70.53,93.257,69.306,73.887,80.369,63.218,3.811003197200913,3.5307317926150494,4.212532691085857,1.5174771126569064,2.922569722890489,4.558061868508201,-0.28041441776784914,4.213510929412156,3.665982454385578,3.5441781590583123,3.986187789409771,1.013553621308294,2.835742783752856,4.89647481088243,-0.8685402320243174,4.034199253390059,,,,,,,,,,,,,,,,,,,,,,,,,5.191048798244574,4.35237400666834,4.928701868904706,7.69311923701812,3.8102952864217388,4.00259595212582,1.5582560972194903,1.5302626570232292,5.973903908884837,-6.095052181094673,2.8343959213649406,6.0602055315071235,3.3847533919618256,2.5488544474393526,4.760527661067049,8.000453535724864,4.128624249027291,3.8198940955864735,1.0397254400856821,0.8117369851183831,5.018638683135745,-5.827253238370456,2.673663120088839,5.841761815873689,3.4646307507961716,3.1134542809075767
2003-02-01,69.213,71.245,71.192,93.443,69.369,74.019,79.92,63.393,3.8859870317002887,3.5206765278544605,4.474414099760793,1.5155136450547557,3.406177329914728,4.356469145201536,1.232472418204611,4.1021430330897335,3.80991236054126,3.532395335743299,4.271365191890589,1.5520327410444512,3.0542617655614728,4.559037384572655,0.0381790208044371,4.085114494188018,,,,,,,,,,,,,,,,,,,,,,,,,5.302922398613616,4.3064861980739115,3.0750330750330734,1.1471302168976516,4.293830298761159,5.242308801432749,2.2343324250681196,1.34765427094945,7.1432516777596655,-5.347842984842599,1.8039281800556362,6.043032719364727,3.2744547889299813,3.302196415046721,4.345122862883103,5.647983235321667,3.9077903893712573,4.355145001696055,1.556340024607828,1.140400524500566,6.275347983597004,-5.809643167522753,2.4951098719635745,5.9283646607643545,3.3856461999060223,3.0658011581951627
2003-03-01,70.034,71.965,71.457,92.978,70.384,74.282,81.494,64.554,4.523678044266677,3.6795320626413774,4.761834948467203,1.1114011048762418,3.7408248091265417,4.341840963043064,2.3523944687959375,4.31789534921303,4.073556091055959,3.5769801277036293,4.482927246437952,1.381463954195968,3.3565239539772533,4.4187906589176,1.1014841564108997,4.2111831039049745,,,,,,,,,,,,,,,,,,,,,,,,,6.500087793976061,4.715065877980234,6.122098350641414,2.2923028736982154,4.381915999266384,5.4087156379472034,2.5274141210697154,1.25659618085876,8.965365464498909,-5.561601243684411,2.0182941064114335,6.141940771328169,3.158929165808111,3.1036737705192996,4.708611098193065,3.7108507758713287,4.162013861483094,4.884540130501924,2.1066675477857757,1.3781710362771464,7.360840350381136,-5.668165469873894,2.2188727359440032,6.08172634073334,3.272712448899972,2.9849082110017915
2003-04-01,69.908,72.162,70.861,92.328,70.703,74.544,81.943,64.787,3.748775637410584,3.474383056826169,2.8879660820072095,0.20403733449099182,3.919983538126881,4.034722900646148,3.1105686350995976,4.303377660430829,4.05281357112585,3.5581972157740025,4.041405043411735,0.9436506948073298,3.688995225722717,4.244344336296916,2.2318118407000487,4.241138680911199,,,,,,,,,,,,,,,,,,,,,,,,,5.456223091942664,4.533584008608552,4.45406390613432,2.6427061310782207,4.182874925632696,4.819349507999693,2.23648875461564,2.54673495518567,5.6557565589186565,-5.989895064127482,0.4970760233918181,5.758217619832129,3.525752360501455,2.62016021361815,4.5503984439362695,2.0273797405580294,4.286207074553413,5.156791315793215,2.332745100251159,1.7169951356646267,7.254791233725743,-5.633113097551497,1.4397661032862958,5.981063703508343,3.3197121050798493,3.0086767997280575
2003-05-01,69.782,72.227,70.861,92.234,70.829,74.807,81.943,64.904,3.1759174379749844,3.3734077572634913,2.4921172148456794,0.20206848600730076,3.8152610441766877,3.8308326509084445,2.819463963059632,4.39258198896626,3.8161237065507483,3.5091076255770126,3.3806394151066974,0.5058356417915114,3.8253564638100372,4.069132171532552,2.760809022318389,4.337951666203375,,,,,,,,,,,,,,,,,,,,,,,,,4.627413028218423,4.243928410174134,1.9848967062767287,2.466525722339674,4.254770500257843,4.6116577444148765,2.4332875983535507,2.8130671506352067,4.075872493545751,-6.509986426216807,0.09920634920634885,5.748279591804728,3.620273531777962,2.4264412195446727,4.187019654350821,2.4671782423720368,4.273187141718974,4.946574296787258,2.3990634913463027,2.205466095559879,6.232331505654439,-6.020494244676233,0.8715254930032001,5.882812660988343,3.4349850193625096,2.716758401227375
2003-06-01,69.592,72.293,70.662,92.234,70.893,75.005,82.018,64.961,2.990928060854503,3.467868899384574,2.011000591895362,0.20206848600730076,3.9090669246328424,3.6338514680483547,3.596013691882116,4.386881136411103,3.3052070454133573,3.438553237824745,2.46369462958275,0.20272476883519777,3.8814371689788043,3.833135673200983,3.1753487633471154,4.360946928602732,,,,,,,,,,,,,,,,,,,,,,,,,4.27698204350204,4.367255206446449,1.1809154942947764,2.5568682771997864,4.152851584381767,4.415514696013956,2.238680592501341,2.714932126696823,3.602338242572589,-4.371793038809191,0.49999999999998934,5.840766228269567,3.709774009518707,2.128958790619384,2.539958702235275,2.555366710205894,4.196832336757436,4.615507316142842,2.302818981823511,2.6915780775058997,4.444655765012331,-5.623891509717827,0.36542745753271877,5.782421146635475,3.6185999672660416,2.3918534079274028
2003-07-01,69.53,72.227,70.331,90.561,71.02,75.136,81.943,65.193,3.1877949600783495,3.275852207732788,1.8242098710023136,-1.3163486580435646,3.9976570508126974,3.3464918916688235,3.69775123068552,4.564774568142815,3.1182134863026127,3.372376288126951,2.1091092259144517,-0.3040705620096544,3.9073283398740766,3.6037253368752076,3.3710762952090896,4.448079231173394,,,,,,,,,,,,,,,,,,,,,,,,,4.357371069738652,4.466173716793534,2.6741161737790176,2.475024043651497,4.451232485334766,4.5947556615017815,1.9531579095172447,2.7124773960217174,3.1377441511053927,-4.371793038809191,0.29805008080934225,5.840766228269567,3.510701826067808,1.7592546706972634,1.9466427914501743,2.4994726810636525,4.286284856658125,4.540642700643538,2.2083753667907127,2.7468255577845824,3.605318295741243,-5.084524167945063,0.2990854766718935,5.809937349447954,3.6135831224548256,2.1048848936204405
2003-08-01,69.845,72.293,70.462,90.374,71.082,75.268,81.717,65.31,2.979771172446344,3.178431764336498,1.9150105585929555,-1.4202190322439967,3.895230717511722,3.2454527996488514,3.4117513066146854,4.55789827577926,3.0528313977930654,3.3073842904846202,1.916740340496877,-0.8448330680934202,3.933984897652421,3.4085987197886767,3.568505409727441,4.50318466011106,,,,,,,,,,,,,,,,,,,,,,,,,4.600388797294676,4.570808653058954,1.7861142217245218,2.466525722339674,4.339071323674126,4.49408125632027,1.8512549574673853,2.8946529857880376,3.1437326953576594,-4.714545280673232,-0.6944589051079753,5.833985904463579,3.881987577639734,2.128958790619384,1.8803819632661052,2.4994726810636525,4.31438513113022,4.501450537945336,2.014364486495324,2.774020836168859,3.294605029678546,-4.486043786097205,0.034530391900452116,5.838506120334237,3.7008211377420834,2.0057240839786776
2003-09-01,70.477,72.489,70.53,90.374,71.146,75.464,81.642,65.368,3.332649111489072,3.1680970069595693,1.6238491131507216,-2.80066252231711,3.8915903681313146,3.1436225466076273,3.21887326792758,4.553669966891105,3.1667384146712556,3.2074603263429515,1.787689847581997,-1.845743404201557,3.9281593788185787,3.245189079308434,3.442791935075929,4.558780936937729,,,,,,,,,,,,,,,,,,,,,,,,,4.811744290996811,4.540138661142457,4.098480154535844,2.5568682771997864,4.33245183226294,4.205129724844037,2.4285614476350137,2.6209985240979172,2.265428232566191,-4.714545280673232,-0.5980623199790536,5.73959034221605,3.681749221890307,2.2156329791615192,2.852903516679794,2.4994726810636525,4.3742518804239445,4.431322214222029,2.077658104873215,2.7427096353025573,2.8489683596764137,-4.600294533385218,-0.33149038142589554,5.804780824983065,3.69147954186595,2.0346154801593896
2003-10-01,70.539,72.489,70.462,90.282,71.146,75.53,81.343,65.484,3.7139958537338424,2.879648027249515,0.5666167130521815,-3.093469580524677,3.700788549273404,2.8640690754082154,2.6461903439921386,4.6421323447162655,3.3421387125564195,3.075392266181861,1.3684921282652862,-2.4381170450285947,3.829203211638814,3.084381473888231,3.092271639511468,4.584566862462212,,,,,,,,,,,,,,,,,,,,,,,,,4.929327247656792,4.419238589112963,9.66360157633217,2.466525722339674,2.413171958971594,3.1671752141767318,2.0361486109561566,2.253013119292846,1.2171938533030557,-4.714545280673232,-0.5964214711729587,5.831911997120831,3.8689918119882316,1.850048685491723,5.1827319841975115,2.4966399072930447,3.6948983716362194,3.955462065113679,2.105321672019519,2.5895548763929335,2.208784927075634,-4.714545280673232,-0.6296475654199959,5.801829414600153,3.810909537172757,2.0648801517575426
2003-11-01,70.413,72.424,70.462,90.374,71.273,75.662,81.343,65.601,3.431408552080728,2.598101714123824,0.28036718138475525,-2.80066252231711,3.693950592137818,2.858929566742363,2.4522645977127278,4.635138368290925,3.492684505767881,2.8819489161109693,0.8236110025292195,-2.898264875052966,3.7621098365141794,2.955540396252735,2.7724427365441486,4.610313559966099,,,,,,,,,,,,,,,,,,,,,,,,,4.587835219649809,4.15116739172991,8.922361620780418,2.4687004055722106,0.27786858450473684,2.969112476108493,1.5537097787394316,2.1608932876538534,1.5835229439848497,-4.718937979672278,-0.49652432969216065,5.735949347299307,4.054201726587259,2.681827933919756,7.561481117216143,2.4973648017038905,2.3411641252464235,3.44713913837642,2.006139945776868,2.3449683103482055,1.6887150099513644,-4.7160095136729145,-0.5636693736147244,5.7691505622120625,3.868314253488599,2.249169866191
2003-12-01,70.73,72.817,71.258,90.561,71.464,75.793,81.494,65.833,3.420040648623357,2.8677582041900074,1.4132213762185986,-2.793997681507876,3.494518544264369,2.7618092087423385,1.9694694694694759,4.712899634165746,3.5218150181459755,2.781835981854449,0.7534017568851784,-2.8960432614498877,3.629752561891864,2.828269283630972,2.3559748037247807,4.663390115724314,,,,,,,,,,,,,,,,,,,,,,,,,4.663302282997883,4.384696579994305,7.052758789984526,2.5568682771997864,1.5620390583515276,3.141551714102775,1.3504135901848624,1.9766397124887591,2.0498534880359465,-4.718937979672278,-0.6920487135791298,6.362854686156472,4.225571159738095,3.3287673493637815,8.546240662365705,2.4973648017038905,1.4176932006092862,3.092613134796,1.6467573266268174,2.1301820398118196,1.6168567617746161,-4.717473746672597,-0.5949981714814164,5.976905343525537,4.049588232771195,2.6202146562584208
2004-01-01,71.172,73.014,71.589,90.839,71.654,75.925,81.867,66.066,3.395075179777729,2.765696913397786,1.5014887282007727,-2.5928348542200608,3.3878740657374617,2.75826600078497,1.8639027485722215,4.505046031193638,3.4155081268272713,2.743852277237206,1.0650257619347088,-2.7291650193483488,3.52544773404655,2.7930015920898903,2.095212271918142,4.617694677883438,,,,,,,,,,,,,,,,,,,,,,,,,4.6796594446684106,4.426886984850788,6.739367906537552,2.4687004055722106,1.285316765065292,3.4015876010390356,0.19162105901653348,1.953359328134363,2.0346941437328736,-4.510202123576823,-0.5899643951312372,6.161011932579363,4.022311744654461,3.2231038391405065,7.5714961057674985,2.498089696114736,1.0417414693071854,3.1707505970834347,1.0319148093136097,2.0302974427589917,1.8893568585845555,-4.649359360973793,-0.5928458128008426,6.086605322011714,4.1006948769932725,3.077899707474682
