Date,"CPI, All items","CPI, Excluding Food & Energy","CPI, Goods","CPI, Goods, Durable goods","CPI, Services","CPI, Services, Rents","CPI, Services, Public services","CPI, Services, Personal services","CPI, All items, % YoY","CPI, Excluding Food & Energy, % YoY","CPI, Goods, % YoY","CPI, Goods, Durable goods, % YoY","CPI, Services, % YoY","CPI, Services, Rents, % YoY","CPI, Services, Public services, % YoY","CPI, Services, Personal services, % YoY","CPI, All items, % YoY, 3mma","CPI, Excluding Food & Energy, % YoY, 3mma","CPI, Goods, % YoY, 3mma","CPI, Goods, Durable goods, % YoY, 3mma","CPI, Services, % YoY, 3mma","CPI, Services, Rents, % YoY, 3mma","CPI, Services, Public services, % YoY, 3mma","CPI, Services, Personal services, % YoY, 3mma","CPI, All items, SA","CPI, Excluding Food & Energy, SA","CPI, Goods, SA","CPI, Goods, Durable goods, SA","CPI, Services, SA","CPI, Services, Public services, SA","CPI, Services, Personal services, SA","CPI, Services, Rents, SA","CPI, All items, SA, % MoM annualised","CPI, Excluding Food & Energy, SA, % MoM annualised","CPI, Goods, SA, % MoM annualised","CPI, Goods, Durable goods, SA, % MoM annualised","CPI, Services, SA, % MoM annualised","CPI, Services, Public services, SA, % MoM annualised","CPI, Services, Personal services, SA, % MoM annualised","CPI, Services, Rents, SA, % MoM annualised","CPI, All items, SA, % MoM annualised, 3mma","CPI, Excluding Food & Energy, SA, % MoM annualised, 3mma","CPI, Goods, SA, % MoM annualised, 3mma","CPI, Goods, Durable goods, SA, % MoM annualised, 3mma","CPI, Services, SA, % MoM annualised, 3mma","CPI, Services, Public services, SA, % MoM annualised, 3mma","CPI, Services, Personal services, SA, % MoM annualised, 3mma","CPI, Services, Rents, SA, % MoM annualised, 3mma","CPI, All items, 10pc Trimmed mean, % YoY","CPI, All items, 20pc Trimmed mean, % YoY","CPI, Food and non-alcoholic beverages, % YoY","CPI, Alcoholic beverages and tobacco, % YoY","CPI, Clothing and footwear, % YoY","CPI, Housing, water, electricity and other fuels, % YoY","CPI, Furnishings, household equipment and routine household maintenance, % YoY","CPI, Health, % YoY","CPI, Transport, % YoY","CPI, Communication, % YoY","CPI, Recreation and culture, % YoY","CPI, Education, % YoY","CPI, Restaurants and hotels, % YoY","CPI, Miscellaneous goods and services, % YoY","CPI, Food and non-alcoholic beverages, % YoY, 3mma","CPI, Alcoholic beverages and tobacco, % YoY, 3mma","CPI, Clothing and footwear, % YoY, 3mma","CPI, Housing, water, electricity and other fuels, % YoY, 3mma","CPI, Furnishings, household equipment and routine household maintenance, % YoY, 3mma","CPI, Health, % YoY, 3mma","CPI, Transport, % YoY, 3mma","CPI, Communication, % YoY, 3mma","CPI, Recreation and culture, % YoY, 3mma","CPI, Education, % YoY, 3mma","CPI, Restaurants and hotels, % YoY, 3mma","CPI, Miscellaneous goods and services, % YoY, 3mma"
2008-12-01,82.375,83.217,84.25,97.745,82.8,80.229,94.81,78.694,4.139012149024657,4.459981924081147,4.8720374427404955,9.707506509832097,4.030555834757266,2.424358483339728,1.7569467549612083,5.415868508124477,4.49588033611068,4.244682048235049,6.749638643956338,8.039790500179748,4.036418164745797,2.527709981244778,1.8826679708591791,5.457349719610813,,,,,,,,,,,,,,,,,,,,,,,,,5.353314576273514,4.350243554228564,8.583428669936843,0.5977894927000849,3.559962228517488,2.604238989105867,6.9421078028613525,2.3082779623477157,-3.1008486533156465,-1.5517898787830386,4.606500721816342,5.347147502931682,6.416804743451032,10.530472007869097,6.762459388373935,0.5977894927000849,2.974317665250485,3.431995337007983,6.165646402065554,2.310115591972798,2.5083725106380412,-1.5517898787830386,3.599197579608559,5.3511461389542285,6.361968144459262,9.62920368960906
2009-01-01,82.45,83.217,83.648,97.205,82.875,80.305,95.154,78.694,3.7472317294141355,3.9653686143697575,3.3495187615058652,7.470590836723878,3.7350890588426555,2.324129407117659,2.219405293915444,4.82889075383981,4.139688744305896,4.234632061691575,4.847659205211226,8.018316427182478,3.9656362728927554,2.425361840491395,2.034099130306196,5.256622018838588,,,,,,,,,,,,,,,,,,,,,,,,,5.178265435922794,4.086829106507869,10.579116792199272,1.0953999770080936,3.653041953325231,2.6127905210390434,7.027751744246591,2.4783275006290184,-6.032046219709885,-0.31425929085147075,4.0571236047863835,4.787214853473465,5.703530562878822,7.956176701606132,8.842555940162343,0.7636596541360877,3.3742497751679217,2.921597084200915,6.71023156759616,2.365313650563287,-2.386487723393687,-1.1392796828058493,4.112064859265778,5.162502604456883,6.183641847712674,9.09094509870952
2009-02-01,83.045,83.596,85.079,99.096,82.949,80.305,95.154,78.833,4.104248411076705,4.046300329827623,5.018947576314892,9.234008311379105,3.441868585466845,2.1250349721494644,1.843051631132786,4.432551300223886,3.9968307631718325,4.157216956092842,4.4135012601870836,8.804035219311693,3.73583782635559,2.291174287535617,1.9398012266698128,4.892436854062725,,,,,,,,,,,,,,,,,,,,,,,,,4.848547906421777,3.6963249579815014,10.007900974453499,1.1939367065740392,4.029056736248027,2.3222115820775047,7.416093391703149,2.1840926957651163,-3.2375821615775013,-0.31425929085147075,3.0045241032967462,4.7732696897374804,5.48717809997834,10.113625692553274,9.723482145529871,0.9623753920940725,3.7473536393635825,2.5130803640741384,7.128650979603698,2.32356605291395,-4.123492344867679,-0.72676948682866,3.889382809966491,4.969210682047542,5.869171135436065,9.533424800676167
2009-03-01,83.64,83.973,85.832,99.818,83.397,80.305,95.412,79.39,3.881264360678127,3.3488406439226237,4.684660511519545,8.840911569076448,2.663941994017205,1.9293012629307826,1.8379763048351094,3.1695494535483704,3.9109148337229893,3.7868365293733355,4.351042283113434,8.515170239059811,3.2802998794422358,2.1261552140659687,1.9668110766277798,4.14366383587069,,,,,,,,,,,,,,,,,,,,,,,,,4.586115168542364,3.3004690283555354,12.034148234381071,1.2941157149660931,4.119789558883036,2.220715801102191,7.1022506035355315,2.1820044391326565,-3.1300069257088614,-0.31425929085147075,3.104208070508929,2.1257699139541897,4.7613962490822725,9.235258550435077,10.873722000344614,1.1944841328494087,3.9339627494854312,2.3852393014062465,7.182031913161758,2.2814748785089303,-4.133211768998751,-0.31425929085147075,3.38861859286402,3.8954181523883786,5.317368303979812,9.101686981531495
2009-04-01,83.862,83.897,85.756,98.016,83.545,80.381,95.584,79.6,3.5819273239297234,3.0637691485571716,3.357840183198757,7.298383124062657,2.5633156143732405,1.731360662169501,1.6483399621413541,3.1622602384655307,3.8558133652281854,3.486303374102473,4.353816090344398,8.457767668172737,2.8897087312857637,1.9285656324165827,1.7764559660364165,3.58812033074593,,,,,,,,,,,,,,,,,,,,,,,,,4.301152384993844,3.0984202263113465,12.135759058247974,1.2941157149660931,3.646851120604855,1.3756956288983213,7.391688082444237,2.276478288088324,-3.4384774209375135,-0.20942690731287072,3.625776565577854,2.0363786974079368,4.739254633627832,6.856379915178801,11.39260275569418,1.2607227121687419,3.9318991385786384,1.972874337359339,7.303344025894307,2.2141918076620324,-3.268688836074627,-0.27931516300527076,3.244836246461176,2.978472767033202,4.995942994229481,8.735088052722384
2009-05-01,83.862,84.2,85.906,97.566,83.545,80.533,95.497,79.67,2.7342888643880903,3.0536686861269313,1.4214540388656882,5.762601626016273,2.2820484568014665,1.7280363797132603,1.5558202352340622,2.880977285347197,3.399160182998647,3.1554261595355757,3.15465157786133,7.300632106385126,2.503102021730638,1.7962327682711814,1.6807121674035086,3.0709289924537004,,,,,,,,,,,,,,,,,,,,,,,,,3.8380412032028532,2.9562982365042094,10.966415352981507,1.394294723358147,5.278604111361607,0.3658340645894764,5.25367605079865,2.081607173259159,-7.078025556512369,-0.10527262911643742,3.313943430499089,1.949582150287954,4.246584383869045,6.759882391375349,11.71210754853685,1.3275087177634444,4.348414930283166,1.3207484981966628,6.582538245592807,2.180029966826713,-4.548836634386249,-0.2096529424269263,3.3479760221952906,2.0372435872166936,4.582411755526383,7.617173618996408
2009-06-01,83.788,84.351,86.735,98.287,83.62,80.533,95.671,79.739,1.992672030772602,3.048035574667707,0.3482425897216368,6.335536778786355,2.1862130488445652,1.434617225483037,1.740859689048646,2.6004271854654037,2.7696294063634723,3.05515780311727,1.7091789372620274,6.465507176288429,2.3438590400064245,1.6313380891219327,1.6483399621413541,2.881221569759378,,,,,,,,,,,,,,,,,,,,,,,,,3.502960575266968,2.6773233001059253,8.075444057864868,1.394294723358147,5.828102301653937,-0.27116231702678517,5.015445663912388,2.1758129504568346,-8.602088887614789,-0.10527262911643742,3.0045241032967462,1.949582150287954,3.666430799067011,6.906836504773439,10.392539489698116,1.3609017205607958,4.9178525112067994,0.4901224588203375,5.886936599051759,2.177966137268106,-6.372863955021558,-0.13999072184858186,3.314748033124563,1.9785143326612815,4.217423272187962,6.841032937109197
2009-07-01,84.086,84.427,87.111,98.916,83.919,80.609,96.274,79.878,1.6181855535548184,2.6655317079102625,-0.2587677616588624,5.678358137199391,2.180742255990653,1.3376076434722384,2.288567785805351,2.3198022211690095,2.1150488162385037,2.9224119895683,0.5036429556428209,5.925498847334006,2.216334587212229,1.5000870828895119,1.8617492366960198,2.600402230660538,,,,,,,,,,,,,,,,,,,,,,,,,3.384505473718809,2.643034315152605,6.912511420996648,1.2941157149660931,5.725536103868456,0.17987592232298066,3.489729514915174,2.3631333061187476,-8.497781134925885,-0.10527262911643742,2.2583239504584407,2.034646465807599,3.3757695919858,5.592604990086758,8.651456943947673,1.3609017205607958,5.610747505628001,0.09151588996189064,4.586283743208738,2.206851143278247,-8.059298526351016,-0.10527262911643742,2.858930494751425,1.9779369221278358,3.7629282583072854,6.419774628745182
2009-08-01,84.384,84.502,87.337,98.646,84.068,80.76,96.445,80.019,2.1622799583524976,2.7567337508360046,1.3990154646356778,6.517654680919982,2.1767930284283477,1.3338017742198671,2.3767063668980626,2.2267361643415695,1.924379180893306,2.8234336778046583,0.49616343089948406,6.177183198968575,2.1812494444211894,1.3686755477250474,2.1353779472506864,2.3823218569919953,,,,,,,,,,,,,,,,,,,,,,,,,3.2394956907466024,2.536405484236548,5.888241182358822,0.7917721002367095,5.25770181547538,0.5396277669689198,3.397829164700328,2.36088453869856,-4.661651212068197,-0.10527262911643742,1.9405978620351316,2.118561263549945,3.0890888551283524,7.010780790591298,6.958732220406779,1.1600608461869832,5.6037800736659245,0.14944712408837177,3.967668114509298,2.299943598424714,-7.2538404115362916,-0.10527262911643742,2.401148638596773,2.034263293215166,3.377096415393721,6.503407428483832
2009-09-01,84.459,84.653,87.563,99.187,84.068,80.836,96.445,80.019,2.160318362706093,2.5636987048232918,1.8387569491288946,5.360045038824723,2.0837380998639965,1.3325310568738757,2.3767063668980626,2.1367030442274615,1.980261291537803,2.6619880545231864,0.9930015507019033,5.852019285648031,2.147091128094333,1.3346468248553272,2.3473268398671587,2.2277471432460145,,,,,,,,,,,,,,,,,,,,,,,,,2.9727802057388644,2.317419928430928,4.5737439694500726,0.8897232878948502,5.715044482804421,0.9042833830259722,2.4674875142165043,2.2647275196649774,-2.25725332723713,-0.10527262911643742,1.8467932855566582,2.115612114808152,2.9914197578868373,5.827613686023492,5.791498857601847,0.9918703676992177,5.566094134049418,0.5412623574392909,3.118348731277336,2.3295817881607617,-5.138895224743739,-0.10527262911643742,2.0152383660167437,2.0896066147218986,3.15209273500033,6.143666488900515
2009-10-01,84.235,84.653,87.111,99.187,84.143,80.913,96.532,80.019,1.981888181311886,2.4693450183385313,1.1366275019737193,4.261402457611974,1.9902789057102188,1.1399857501781074,2.28122781550979,1.954513601325103,2.101495500790159,2.596592491332609,1.4581333052460972,5.37970072578556,2.0836033446675217,1.26877286042395,2.3448801831019717,2.1059842699647127,,,,,,,,,,,,,,,,,,,,,,,,,3.003432875377693,2.257820839960066,4.791712585408847,0.8897232878948502,5.708334991576125,0.8134869510803444,2.2857637343618675,2.0718013601138674,-3.353992706112119,0.0,1.6388360308738248,2.115612114808152,2.7107305670708737,5.306138097611468,5.084565912405914,0.8570728920088033,5.560360429951975,0.7524660336917455,2.7170268044262342,2.232471139492468,-3.4242990818058163,-0.07018175274429161,1.8087423928218715,2.1165951643887495,2.9304130600286875,6.048177524742086
2009-11-01,84.384,84.879,88.015,99.997,84.217,81.064,96.532,80.088,2.4388467374810263,2.3686908279563434,3.7264445570575067,5.013494638900262,1.8035660320338431,1.136576297830394,1.5410184396267956,1.9514989497803947,2.193684427166335,2.467244850372722,2.23394300272004,4.87831404511232,1.9591943458693535,1.2030310349607924,2.066317540678216,2.014238531777654,,,,,,,,,,,,,,,,,,,,,,,,,2.8148147764558433,2.249437848732997,2.9774564015312643,0.9893069953473166,6.295103516266853,0.8112771190484924,1.8134556199958407,2.0698606173466416,2.637824500507069,-0.10448285490394227,0.7093398171150733,2.115612114808152,2.7045492632746138,6.198204640353455,4.114304318796727,0.9229178570456723,5.906160996882467,0.8430158177182697,2.188902289524738,2.1354631657084955,-0.9911405109473944,-0.0699184946734599,1.3983230445151855,2.115612114808152,2.8022331960774416,5.777318807996139
2009-12-01,84.682,85.031,88.089,100.178,84.292,81.217,96.532,80.297,2.800606980273135,2.1798430609130337,4.556676557863493,2.489129878766172,1.8019323671497611,1.231474903089902,1.8162641071616914,2.037004091798611,2.407113966355349,2.339292969069303,3.139916205631573,3.921342325092803,1.865259101631275,1.1693456503661344,1.8795034540994255,1.9810055476347042,,,,,,,,,,,,,,,,,,,,,,,,,3.0787932290937374,2.3343151223703495,2.9298848252172105,1.0872581830054573,5.424064400995188,1.632627952755894,1.1731707317073292,1.5965903325102504,6.765258777124594,-0.2098664240742787,-0.49974907995984363,2.1149873766353133,2.7910388223334692,4.7228698202602,3.566351270719107,0.9887628220825414,5.809167636279388,1.0857973409615769,1.7574633620216797,1.912750769990253,2.0163635238398467,-0.10478309299274031,0.6161422560096849,2.115403868750539,2.7354395508929854,5.409070852741709
2010-01-01,85.351,85.242,88.715,101.804,84.591,81.339,97.084,80.447,3.518496058217102,2.4333970222430557,6.057526778882938,4.731238105035751,2.070588235294113,1.287591059087223,2.028290980936176,2.2276158283986103,2.919316591990421,2.3273103037041443,4.780215964601312,4.077954207567395,1.8920288781592396,1.2185474200025064,1.795191175908221,2.0720396233258733,85.2169110012002,85.2072625831885,88.8631433756007,101.309231550268,84.6394334045436,96.9180415559492,80.674964851624,81.3957121212715,,,,,,,,,,,,,,,,,3.235735877651738,2.538495110569386,3.214911536939691,0.7894993339614631,5.087326583201035,2.4080927707870625,0.3514831616457714,1.965292115395334,9.542081808229486,-0.3945128486890104,-0.32795788770052514,2.5418866192334244,3.125361582865138,5.586010512186856,3.040750921229389,0.955354837438079,5.602164833487692,1.6173326141971496,1.1127031711163144,1.8772476884174087,6.315055028620382,-0.2362873758890771,-0.03945571684843182,2.2574953702256297,2.8736498894910736,5.502361657600171
2010-02-01,85.523,85.414,88.537,101.4,84.762,81.503,97.181,80.772,2.98392437834909,2.1747452031197545,4.064457739277638,2.3250181642044065,2.1856803578102157,1.4918124649772713,2.1302309939676745,2.4596298504433456,3.1010091389464427,2.262661762091948,4.8928870253413566,3.1817953826687764,2.019400320084697,1.336959475718132,1.991595360688514,2.2414165902135235,85.2448412886478,85.3128568922269,88.3282295456177,101.143448695234,84.6952250492019,97.0037773272658,80.7830434507358,81.5642846324998,0.39401603464710444,1.497295132937393,-6.9890142262459936,-1.946107521589291,0.7938761780903025,1.066725774695776,1.6195137860697262,2.5137340364759453,,,,,,,,,3.0566923641947583,2.494223437111079,4.040332915545908,0.6913564218247847,4.698491810087457,2.4283620870122036,0.3857163650477835,1.9723931852644538,6.362923075269511,-0.3945128486890104,0.37406745823262977,2.3866485044814034,3.1579757157693678,2.7496893350551943,3.395043092567603,0.856037979597235,5.069960931427893,2.15636093685172,0.6367900861336286,1.8447585443900127,7.556754553541196,-0.33296404048409983,-0.15121316980924634,2.347840833450047,3.0247920403226587,4.352856555834084
2010-03-01,85.696,85.414,88.715,101.097,84.848,81.585,96.987,80.935,2.458153993304646,1.7160277708311078,3.358887128343757,1.2813320242841986,1.739870738755589,1.5939231679222843,1.6507357565086034,1.9460889280765947,2.9868581432902794,2.1080566653979727,4.493623882168111,2.7791960978414516,1.9987131106199731,1.457775563995593,1.9364192438041512,2.211111535639518,85.478632315625,85.3732606126771,88.3005160716408,101.009789137157,84.7739212651662,96.7883580821902,80.8136273210942,81.6098277923597,3.341199506991388,0.8529476012350434,-0.37585764172812786,-1.5743069813756505,1.120719178276386,-2.6325674686885847,0.45525842627076596,0.672107195323135,,,,,,,,,2.7665918485763425,2.2417185443069054,3.0923550112222475,0.3907326642779596,4.5112976782752945,2.2535245861374564,0.09331297413897044,1.8769772312079436,6.454814166657785,-0.9880835502553476,-0.02933227178444353,2.147027930563228,1.8985245024336628,1.6918559876780925,3.4491998212359487,0.6238628066880691,4.765705357187929,2.363326481312241,0.27683750027750903,1.9382208439559105,7.453273016718927,-0.5923697492111227,0.005592432915887032,2.358521018092685,2.727287267022723,3.3425186116400476
2010-04-01,86.041,85.5,88.983,101.097,85.018,81.749,96.987,81.098,2.5983162815101046,1.910676186276028,3.7630020056905744,3.1433643486777463,1.7631216709557807,1.7018947263656825,1.4678188818212146,1.8819095477387027,2.6801315510546133,1.9338163867422968,3.7287822911039896,2.249904845722117,1.8962242558405291,1.595876786421746,1.7495952107658308,2.0958761087528823,85.9162632202965,85.5066843303413,88.8438852802826,101.143812611098,84.8901838881712,96.8792512206049,80.8840284217466,81.7098906047354,6.319709692853093,1.8915978552375812,7.63948473096141,1.6038745971657553,1.6582024907902948,1.1327487271396208,1.0504079641360464,1.4812975241597526,3.3516417448305282,1.4139468631366725,0.09153762099576272,-0.6388466352663954,1.1909326157189943,-0.144364322284396,1.0417267254921796,1.5557129186529444,2.8647612069592268,2.144546467664617,3.0062169384304838,0.49125310073119266,4.887721533800571,2.2535245861374564,-0.07493262107056697,1.885259584886767,6.451783635016417,-0.9880835502553476,-0.22769050802139423,2.1795262095637646,1.9573269738177412,3.31357032608961,3.3796349550662135,0.5244473956113124,4.699170340721108,2.3118037530957056,0.13469890603872958,1.911543333786388,6.423173625647903,-0.7902266497332352,0.03901489280893067,2.2377342148694654,2.337942397340257,2.5850385496076322
2010-05-01,86.128,85.672,89.162,100.996,85.188,81.913,96.987,81.342,2.7020581431399293,1.7482185273159034,3.7901892766512235,3.5155689481991548,1.9666048237476863,1.7135832515863036,1.5602584374378115,2.0986569599598326,2.5861761393182268,1.791640828141013,3.637359470228519,2.6467551070537,1.8231990778196858,1.6698003819580902,1.5596043585892099,1.9755518119250446,86.0725395020117,85.5603178104582,88.9549576130915,100.886613613918,85.0582072095017,96.9518419945413,81.0941856614551,81.8402355055595,2.2046938155011464,0.7552938540299703,1.5105949044506906,-3.0091664131258855,2.40119030735233,0.9028642409170784,3.162848893344128,1.9311435813401445,3.955201005115209,1.166613103500865,2.9247406645613245,-0.9931995991119269,1.7267039921396703,-0.19898483354396182,1.5561717612503134,1.361516100274344,2.8095674612046935,2.056402195213508,3.1802896163612537,0.291545189504383,2.417638114546383,2.7386801630401303,0.16031436079169126,1.8912818688222144,7.334895611418846,-0.9880835502553476,0.2741933795903817,2.2821319442095422,2.1868510358101556,3.65002815246398,3.092953855337995,0.3911769848378451,3.9388857755407494,2.415243111771681,0.059564904620032166,1.8845062283056417,6.747164471031016,-0.9880835502553476,0.005723533261514646,2.2028953614455116,2.0142341706871867,2.885151488743894
2010-06-01,86.041,85.757,89.251,100.895,85.188,82.078,96.987,81.342,2.6889292022723943,1.6668444950267425,2.9007897619184986,2.6534536612166315,1.8751494857689455,1.918468205580326,1.3755474490702468,2.010308631911606,2.6631012089741426,1.7752464028728914,3.484660348086765,3.104128986031178,1.8682919934908047,1.7779820611774373,1.4678749227764243,1.9969583798700483,86.1900297118297,85.6740122099991,89.2260537111322,100.943209843184,85.12509215346,96.9666696015276,81.2553306378945,81.9914994336015,1.6503702994283387,1.6062917725045534,3.719004653554081,0.6752671531161436,0.9477035868898032,0.1836798815365137,2.4107950686074853,2.2406258581415983,3.3915912692608594,1.4177278272573683,4.289694762988727,-0.24334155428132886,1.6690321283441427,0.7397642831977377,2.2080173086958865,1.8843556545471651,2.5060314333825358,2.0145760531548063,4.741330622387907,0.3919663103336468,2.40410044581012,2.6464074803149495,-0.5380972879896695,1.7973384283841654,5.037272470647269,-0.9880835502553476,0.37406745823262977,2.2821319442095422,2.2107897664071396,3.3710192246777737,3.6426123923932145,0.39158820018974083,3.236486698052358,2.5462040764975122,-0.15090518275618114,1.8579599606977155,6.2746505723608434,-0.9880835502553476,0.1401901099338724,2.2479300326609497,2.118322592011679,3.4448725677437877
2010-07-01,86.214,85.93,89.429,100.794,85.444,82.242,97.084,81.668,2.530742335228209,1.7802361803688438,2.6609727818530438,1.8985806138541728,1.8172285179756775,2.0258283814462485,0.8413486507260481,2.2409173990335374,2.640576560213511,1.7317664009038298,3.117317273474255,2.6892010744233197,1.8863276091641037,1.8859599462042926,1.2590515124113688,2.116627663634993,86.3251886542213,85.8841814861114,89.3989479697077,100.947725413222,85.3089209977603,97.0482855739018,81.4532941807379,82.1889483315823,1.898095830290547,2.9837972933369317,2.350194492144575,0.053693729797865686,2.622418776281643,1.014718062843234,2.963072480672224,2.92837959765313,1.9177199817400108,1.7817943066238184,2.526598016716449,-0.7600685100706254,1.9904375568412587,0.7004207284322753,2.8455721475412794,2.3667163457116245,2.3470508786084867,1.8111391202428475,4.462159208719774,0.29021222782470435,2.4158236448739157,2.008061561011343,-0.4848077569241105,1.6173342786246048,4.186358476937357,-0.9880835502553476,1.686223928020869,2.19686130482295,2.2333821228486483,3.86744373186374,4.127926482489645,0.32457457588757804,2.4125207350768063,2.464383068122141,-0.28753022804069567,1.7686515252769948,5.519508853001156,-0.9880835502553476,0.7781615886146268,2.253708397747345,2.2103409750219813,3.6294970363351644
2010-08-01,86.647,86.102,89.518,100.996,85.53,82.324,97.181,81.831,2.681788016685638,1.8934463089631093,2.4972233990175896,2.3822557427569224,1.739068373221686,1.9366022783556147,0.7631292446472093,2.264462190229821,2.6338198513954136,1.7801756614528985,2.6863286475963775,2.3114300059425754,1.8104821256554369,1.9602996217940631,0.9933417814811681,2.1718960737249895,86.6287837042423,86.029176176731,89.5799209755429,101.110476784816,85.3962952538826,97.1671689641076,81.6015664624848,82.3346776077517,4.302848277580273,2.0448277705918283,2.456426014053781,1.9519288992783101,1.2359992192839453,1.4799351584732001,2.206405127877975,2.1485935321351013,2.617104802433053,2.211638945477771,2.841875053250812,0.8936299273974398,1.6020405274851306,0.8927777009509826,2.5267575590525615,2.4391996626432766,2.234688555535753,1.8250268673678238,6.304565422899411,0.3919663103336468,2.775322609156805,1.9485419405092186,0.0036032573446309613,1.6235778476249463,2.7322961482780572,-0.9880835502553476,1.6828357037455666,2.2141924445044703,2.1551289802498985,4.133593845402372,5.1693517513356975,0.358048282830666,2.531748899946947,2.201003660611837,-0.33976726252304906,1.6794168515445722,3.985309031954227,-0.9880835502553476,1.2477090299996885,2.2310618978456542,2.1997669565018954,3.790685600647962
2010-09-01,87.337,86.187,89.341,100.794,85.615,82.488,97.181,81.831,3.407570537183724,1.812103528522302,2.030538012630889,1.6201719983465646,1.8401769995717743,2.0436439210252955,0.7631292446472093,2.264462190229821,2.873366963032524,1.8285953392847516,2.396244731167174,1.9670027849858867,1.79882463025638,2.0020248602757196,0.7892023800068223,2.2566139264977276,87.0485823086132,86.2250499748226,89.4857554911769,100.864895297771,85.6870174176622,97.2660105092439,81.8603745884445,82.5132801065024,5.972658214304505,2.766670943945959,-1.2541600574959233,-2.8759900258021,4.162633983837982,1.2275309263791723,3.8730257155383807,2.6343530683202054,4.057867440725109,2.5984320026249064,1.184153482900811,-0.290122465575308,2.673683993134523,1.2407280492318689,3.0141677746961935,2.570442066036146,2.3243265422833366,1.9000030907011103,11.992139044141226,0.394822006472495,2.340040696359935,2.569371823244726,0.6514815172280475,1.7265040506441176,1.6524639508633587,-0.9880835502553476,2.19405732316591,2.130268026858917,2.269009086104057,4.085697629226592,7.586287891920136,0.3590001815436154,2.5103956501302185,2.175325108255096,0.056759005882856574,1.6558053922978895,2.8570395253595904,-0.9880835502553476,1.8543723183107819,2.1804405920621126,2.2191733964008677,4.0289117354975685
2010-10-01,87.337,86.187,89.429,100.895,85.615,82.652,97.181,81.831,3.682554757523593,1.812103528522302,2.6609727818530438,1.7219998588524632,1.7494028023721464,2.149222003880724,0.6723159159656822,2.264462190229821,3.2573044371309847,1.8392177886692378,2.396244731167174,1.9081425333186501,1.7762160583885362,2.0431560677538783,0.7328581350867003,2.2644621902298225,87.4428235372679,86.3330492418919,89.738339238884,100.812256601187,85.7564611939829,97.3436165217829,81.9621412891566,82.6896345711604,5.572216800246954,1.5134308912172934,3.440217905209919,-0.6244535714765354,0.9768689036198763,0.9616614701177362,1.5020515349616126,2.5951075638809273,5.282574430710578,2.108309868585027,1.5474946205892588,-0.5161715660001084,2.1251673689139348,1.2230425183233695,2.5271607927926563,2.459351388112078,2.7164292458207924,2.1065298285988305,12.883504402939039,0.394822006472495,2.1484865217609617,2.7639842266686143,1.23155388501468,1.4210456416840156,3.270372814252709,-0.9880835502553476,1.7891138574809284,2.232619869754471,2.382688729065041,3.7972840135435337,10.393402956659893,0.3938701077595456,2.421283275759234,2.427299330140853,0.6288795531957868,1.5903758466510265,2.551710971131374,-0.9880835502553476,1.888668961464135,2.1923601137059525,2.2689422651396653,4.005525162724166
2010-11-01,86.906,86.187,89.429,100.592,85.786,82.899,97.181,81.994,2.988718240424726,1.541017212738116,1.6065443390331113,0.5950178505355064,1.8630442784711043,2.2636435409059574,0.6723159159656822,2.3798821296573847,3.359614511710681,1.7217414232609067,2.099351711172348,1.3123965692448447,1.8175413601383423,2.1521698219373255,0.7025870255261912,2.3029355033723435,87.3155169224847,86.3645328307416,89.5319612670235,100.827102045658,86.0052118982631,97.4262872818794,82.3379476674719,82.9123471421701,-1.7331392150502833,0.4384899615667459,-2.7250888214611524,0.1768531864304812,3.536869022367628,1.0238946652330716,5.643042590749947,3.280336369169401,3.270578599833725,1.5728639322433329,-0.1796769912490522,-1.107863470282718,2.8921239699418293,1.07102902057666,3.6727066137499804,2.8365990004568444,2.514482659152948,1.9981241123888136,10.974376504436755,0.2958245097880674,0.05564899089829378,2.181195834243699,0.9718676236812884,1.4296929422041416,2.337781399612915,-0.8845248721902066,1.383494636071636,2.333846967123665,2.3044771623300875,3.1478831748169345,11.950006650505673,0.36182284091101913,1.5147254030063968,2.5048506280523464,0.9516343419746726,1.5257475448440916,2.42020605490966,-0.9535639909003005,1.7888886055728248,2.2322449545790177,2.3187249924997286,3.676954939195687
2010-12-01,87.251,86.445,90.411,100.491,85.87,83.145,97.084,82.075,3.033702557804485,1.6629229339887752,2.6359704389878447,0.31244384994708607,1.872063778294497,2.3738872403560762,0.5718311026395417,2.214279487403026,3.234991851917601,1.6720145584163977,2.301162519958,0.8764871864450186,1.82817028637925,2.262250928380919,0.638820978190302,2.2862079357634117,87.5956133421427,86.5732519689786,90.6584249306959,100.836980490296,86.1293583501678,97.3570668605091,82.4571649448083,83.1634694050789,3.918086531447651,2.9389272464164673,16.187887663510693,0.11763229430303834,1.7459893913416735,-0.8492644502191227,1.7513857442600367,3.695681699533404,2.585721372214774,1.6302826997335023,5.634338915753154,-0.10998936358100526,2.086575772443059,0.378763895043895,2.965493289990532,3.1903752108612444,2.752382066783855,2.137503011769944,9.251780806551114,0.09851262092019919,1.7767783228102019,2.3133632742987853,1.4633205563993057,1.8056711614227838,4.08834156022595,-1.376478021482086,1.3838394452033054,2.2487441421394916,2.135650083873708,2.8785158587672166,11.036553904642304,0.2630530457269205,1.326971278489819,2.4195144450703663,1.2222473550317587,1.5521365817703137,3.2321652580305233,-1.0830288146425466,1.51881597958529,2.271736993005876,2.274271991756279,3.274561015709228
