Date,"Korea, PPI, Index","Korea, PPI, Energy, Index","Korea, PPI, Excluding IT, Index","Korea, PPI, Excluding energy, Index","Korea, PPI, Excluding foods & energy, Index","Korea, PPI, Excluding foods, Index","Korea, PPI, Excluding fresh foods & energy, Index","Korea, PPI, Excluding fresh foods, Index","Korea, PPI, Foods, Index","Korea, PPI, Fresh foods, Index","Korea, PPI, Information technology, Index","Korea, PPI, % YoY","Korea, PPI, Energy, % YoY","Korea, PPI, Excluding IT, % YoY","Korea, PPI, Excluding energy, % YoY","Korea, PPI, Excluding foods & energy, % YoY","Korea, PPI, Excluding foods, % YoY","Korea, PPI, Excluding fresh foods & energy, % YoY","Korea, PPI, Excluding fresh foods, % YoY","Korea, PPI, Foods, % YoY","Korea, PPI, Fresh foods, % YoY","Korea, PPI, Information technology, % YoY","Korea, PPI, Index, SA","Korea, PPI, Energy, Index, SA","Korea, PPI, Excluding IT, Index, SA","Korea, PPI, Excluding energy, Index, SA","Korea, PPI, Excluding foods & energy, Index, SA","Korea, PPI, Excluding foods, Index, SA","Korea, PPI, Excluding fresh foods & energy, Index, SA","Korea, PPI, Excluding fresh foods, Index, SA","Korea, PPI, Foods, Index, SA","Korea, PPI, Fresh foods, Index, SA","Korea, PPI, Information technology, Index, SA","Korea, PPI, Index, 3mma","Korea, PPI, Energy, Index, 3mma","Korea, PPI, Excluding IT, Index, 3mma","Korea, PPI, Excluding energy, Index, 3mma","Korea, PPI, Excluding foods & energy, Index, 3mma","Korea, PPI, Excluding foods, Index, 3mma","Korea, PPI, Excluding fresh foods & energy, Index, 3mma","Korea, PPI, Excluding fresh foods, Index, 3mma","Korea, PPI, Foods, Index, 3mma","Korea, PPI, Fresh foods, Index, 3mma","Korea, PPI, Information technology, Index, 3mma","Korea, PPI, % YoY, 3mma","Korea, PPI, Energy, % YoY, 3mma","Korea, PPI, Excluding IT, % YoY, 3mma","Korea, PPI, Excluding energy, % YoY, 3mma","Korea, PPI, Excluding foods & energy, % YoY, 3mma","Korea, PPI, Excluding foods, % YoY, 3mma","Korea, PPI, Excluding fresh foods & energy, % YoY, 3mma","Korea, PPI, Excluding fresh foods, % YoY, 3mma","Korea, PPI, Foods, % YoY, 3mma","Korea, PPI, Fresh foods, % YoY, 3mma","Korea, PPI, Information technology, % YoY, 3mma","Korea, PPI, Index, SA, 3mma","Korea, PPI, Energy, Index, SA, 3mma","Korea, PPI, Excluding IT, Index, SA, 3mma","Korea, PPI, Excluding energy, Index, SA, 3mma","Korea, PPI, Excluding foods & energy, Index, SA, 3mma","Korea, PPI, Excluding foods, Index, SA, 3mma","Korea, PPI, Excluding fresh foods & energy, Index, SA, 3mma","Korea, PPI, Excluding fresh foods, Index, SA, 3mma","Korea, PPI, Foods, Index, SA, 3mma","Korea, PPI, Fresh foods, Index, SA, 3mma","Korea, PPI, Information technology, Index, SA, 3mma"
2006-10-01,87.03,78.46,82.83,88.23,89.79,88.35,88.83,87.51,72.01,61.96,122.11,0.3922020994347797,4.182711459301536,1.8819188191881997,0.0,0.10033444816053283,0.5005118871573178,0.20304568527917954,0.5977698586044466,-1.5315192123615318,-11.130235226620766,-6.93544699336941,86.8492677048965,78.2923638716179,82.8201996986447,88.1383541180897,89.5555414784924,88.0702326553981,88.6848924957046,87.3223398151148,73.7390266701713,66.5583102866653,121.23415726513,87.47333333333334,80.01,83.33999999999999,88.52,89.87666666666667,88.60666666666667,88.94666666666667,87.83,74.10000000000001,68.76333333333334,122.06666666666668,1.2320098879786319,7.356980156284692,2.8142976609777457,0.599270694050702,0.6356699722432099,1.3016980289600892,0.6075045224920675,1.3006768861967795,-0.24788756528515052,-2.6458143745187432,-6.559572294049279,87.07018988724924,78.88402362876253,82.97532828857744,88.20659948743527,89.56593342097649,88.15063930230656,88.62025897859367,87.41992785108782,74.18067956084847,68.7379689260437,121.498760084418
2006-11-01,86.61,76.67,82.5,87.96,89.52,87.82,88.47,87.08,72.31,63.36,121.05,0.19666820916242056,2.390491452991461,1.7890191239975373,0.0,-0.1004352192835678,0.0,-0.1016260162601701,0.1956046484869356,1.246149537944552,-2.055959189982992,-7.651815685077823,86.8722136917872,77.2674586463803,82.9732003407922,88.34164260463,89.6290226746373,87.9295159689983,88.7390865088022,87.2645166872447,74.1447306769475,68.2538300653024,120.183868918315,87.16000000000001,78.62666666666667,83.01333333333332,88.34333333333332,89.78666666666668,88.34333333333332,88.82666666666667,87.57000000000001,73.23,65.94666666666667,121.89,0.728328039483824,4.8041374380008035,2.2794343304169375,0.33348491738669495,0.2987525907647763,0.6965427185307386,0.3355339456434403,0.7986831584612627,0.1050903363262153,-4.26156639767082,-6.915274205722677,87.03707381917083,78.2215853389888,83.00821588377417,88.30868703366467,89.63748277650643,88.1147313952248,88.7330819870971,87.41297823401571,74.14245228688587,68.15906196162634,121.05578764813833
2006-12-01,86.53,76.53,82.67,87.88,89.25,87.65,88.29,86.91,73.73,69.09,119.47,0.39447731755424265,2.6008848371095183,2.1878862793572207,0.2052451539338529,0.0,0.30899519340812365,0.10204081632654294,0.4043438077633965,1.3331500824628861,2.385892116182564,-8.205916250480216,87.1068911778035,77.789807011862,83.421841094428,88.4932667117176,89.7505531371989,88.2164450087643,88.848043272826,87.4512894536843,74.6443546820872,71.8728948618898,118.948935655721,86.72333333333334,77.22000000000001,82.66666666666667,88.02333333333333,89.52,87.94,88.53000000000002,87.16666666666667,72.68333333333334,64.80333333333333,120.87666666666667,0.32778254205048096,3.0580292498008386,1.9529414075143199,0.0684150513112843,-3.35903743449902e-05,0.2698356935218138,0.0678201617818508,0.39923943828492625,0.3492601360153021,-3.600100766807065,-7.597726309642483,86.94279085816241,77.78320984328673,83.07174704462163,88.32442114481243,89.6450390967762,88.07206454438689,88.75734075911093,87.3460486520146,74.17603734306867,68.8950117379525,120.12232061305532
2007-01-01,86.54,76.17,82.83,87.96,89.16,87.47,88.2,86.82,74.99,74.47,117.75,0.0578101514626006,-0.2749410840534039,1.5820456217807033,0.09103322712789019,0.10104412260021345,0.0,0.0907852927825692,0.20775623268696197,0.0,-3.185127405096211,-7.849428705587725,87.154277751363,77.5323713352589,83.4836381909173,88.5373685294156,89.8212283130046,88.2267502050064,88.8837075486992,87.5219331097886,74.3169225178442,71.6209104765053,118.162866782778,86.56,76.45666666666668,82.66666666666667,87.93333333333332,89.30999999999999,87.64666666666666,88.32000000000001,86.93666666666667,73.67666666666666,68.97333333333333,119.42333333333333,0.21631855939308794,1.5721450686825253,1.8529836750451543,0.09875946035391436,0.00020296777221521603,0.10299839780270788,0.030400030949647345,0.26923489631243136,0.8597665401358127,-0.9517314929655463,-7.902386880381921,87.04446087365123,77.52987899783373,83.2928932087125,88.45742594858774,89.73360137494694,88.124237060923,88.82361244344247,87.4125797502392,74.36866929229296,70.58254513456582,119.098557118938
2007-02-01,86.59,76.24,83.15,87.96,89.07,87.38,88.12,86.73,76.34,80.42,116.04,0.0693401132555227,-0.742090873584178,1.7747858017135965,0.19364392299805466,0.0,-0.20557332115122007,0.09086778736937529,0.0,2.3050120611096236,3.2349165596919027,-8.333991626510784,87.1995955108606,78.0784466328996,83.7437283462885,88.4596224318946,89.6978084696374,88.1904676647984,88.7653681375785,87.4890776625304,75.2360586749733,73.8494759049537,116.740349133751,86.55333333333334,76.31333333333333,82.88333333333334,87.93333333333332,89.16000000000001,87.5,88.20333333333333,86.82,75.02,74.66000000000001,117.75333333333333,0.17387586075745531,0.5279509598239788,1.8482392342838407,0.16330743468659925,0.03368137420007115,0.03447395741896786,0.0945646321594958,0.20403334681678617,1.2127207145241699,0.8118937569260853,-8.129778860859576,87.1535881466757,77.8002083266735,83.54973587721128,88.49675255767595,89.7565299732803,88.21122095952303,88.8323729863679,87.48743340866777,74.7324452916349,72.4477604144496,117.95071719075001
2007-03-01,86.96,77.17,83.63,88.32,89.43,87.91,88.56,87.17,75.67,76.86,115.12,0.62485535755612,0.18174737115410622,2.362301101591169,0.7069555302166464,0.6074924063449227,0.6065461203936806,0.7967220578192657,0.7047134935304955,1.0955243820975458,-2.126575830892652,-8.395002785072014,87.3394020042758,78.5874166384224,83.9371347666901,88.5386717017981,89.8071622665246,88.4092896027035,88.9463211999628,87.6161501890896,74.4120396800708,72.0149407168694,115.890277477873,86.69666666666667,76.52666666666667,83.20333333333333,88.08,89.21999999999998,87.58666666666666,88.29333333333334,86.90666666666668,75.66666666666667,77.25,116.30333333333334,0.2506685407580811,-0.2784281954944919,1.9063775083618235,0.33054422678086376,0.23617884298171207,0.13365759974748684,0.32612504599040343,0.30415657540581914,1.133512147735723,-0.69226222543232,-8.192807705723508,87.2310917554998,78.06607820219364,83.72150043463198,88.51188755436944,89.77539968305553,88.2755024908361,88.8651322954135,87.5423869871362,74.65500695762944,72.49510903277614,116.93116446480066
2007-04-01,87.57,78.39,84.36,88.84,90.05,88.61,89.1,87.77,75.67,76.64,115.25,1.1434511434511352,0.17891373801917076,2.7527405602923327,1.299885974914483,1.2025174196448551,1.0952652595550338,1.203998182644228,1.0942179221377524,1.8027714247275783,1.7660337272606519,-7.018959257765234,87.4849578245382,78.3632593877504,84.098176692683,88.6415698484399,89.9608967413277,88.6396798568011,88.9953777334178,87.8080422829384,74.4024402118446,71.5923143777189,115.830324686162,87.04,77.26666666666667,83.71333333333334,88.37333333333333,89.51666666666667,87.96666666666665,88.59333333333335,87.22333333333334,75.89333333333333,77.97333333333334,115.47000000000001,0.612548871420926,-0.12714325480363367,2.2966091545323666,0.733495142709728,0.6033366086632593,0.4987460195991648,0.697196009277623,0.5996438052227493,1.7344359559782492,0.9581248186866342,-7.9159845564493425,87.3413184465582,78.34304088635747,83.9263466018872,88.54662132737752,89.8219558258299,88.413145708101,88.90235569031971,87.63775671151946,74.68351285562957,72.48557699984734,116.15365043259533
2007-05-01,88.06,79.89,84.93,89.2,90.5,89.12,89.53,88.38,75.15,71.81,114.98,1.3581952117863727,1.5507817465361562,3.032876379958749,1.409731696225558,1.1964665101196426,1.2727272727272698,1.1981462642703722,1.2835205134081873,2.2309889810909977,5.000731101038158,-7.139395897270218,87.724243134439,79.3309777065599,84.4289070017451,88.8057063345455,90.0652514778896,88.7585285386689,89.1123046025213,88.0059698937497,74.8085145362996,71.9307750766481,115.37304868487,87.53000000000002,78.48333333333333,84.30666666666667,88.78666666666668,89.99333333333334,88.54666666666667,89.06333333333333,87.77333333333333,75.49666666666667,75.10333333333334,115.11666666666667,1.0421672375978759,0.6371476185698111,2.7159726806140845,1.1388577337855625,1.00215877870314,0.9915128842253281,1.0662888349112887,1.0274839763588117,1.7097615959720407,1.5467296658020526,-7.517785980035822,87.516200987751,78.76055124424424,84.1547394870394,88.66198262826117,89.94443682858063,88.60249933272449,89.01800117863395,87.81005412192589,74.54099814273833,71.8460100570788,115.69788361630167
2007-06-01,88.24,80.33,85.08,89.29,90.68,89.38,89.8,88.63,75.37,70.77,115.38,1.7527675276752808,2.1100800813524723,3.3151183970856257,1.7086228499829215,1.4998880680546334,1.568181818181813,1.50333446366,1.5700206280082396,4.016008832459295,17.538614848031877,-6.612707405908536,87.8931651804831,79.5876455232872,84.7109144825625,88.8769348073138,90.2522976880612,88.9021041784002,89.1885590685968,88.1287658863479,76.5786131859109,77.7145707437085,115.176485739229,87.95666666666666,79.53666666666668,84.79,89.11000000000001,90.41000000000001,89.03666666666668,89.47666666666667,88.25999999999999,75.39666666666666,73.07333333333334,115.20333333333333,1.4181379609709295,1.279925188635933,3.0335784457789026,1.472746840374321,1.2996239992730436,1.3120581168213723,1.3018263035248667,1.315919687851393,2.6832564127592904,8.101793225443563,-6.923687520314663,87.70078871315343,79.09396087253249,84.41266605899686,88.7747369967664,90.09281530242617,88.76677085795673,89.09874713484531,87.98092602101201,75.2631893113517,73.74588673269183,115.45995303675367
2007-07-01,88.35,81.11,85.24,89.37,90.68,89.47,89.71,88.63,75.37,72.23,115.12,1.5633980917346912,0.9709946470807918,2.9095738259084847,1.6954938552571797,1.3977412501397835,1.3709494674824407,1.4016050638634425,1.2798537310021674,3.801129321030161,15.291300877893054,-5.515430072225868,87.8282637678034,79.2076322474537,84.6352418384062,88.9421609069298,90.2219110560726,88.8483825156176,89.217762349658,88.0133042634232,75.8340064126397,75.6141120145821,115.204505815026,88.21666666666668,80.44333333333334,85.08333333333333,89.28666666666668,90.62,89.32333333333332,89.67999999999999,88.54666666666667,75.29666666666667,71.60333333333334,115.16000000000001,1.5581202770654483,1.5439521583231401,3.085856200984287,1.6046161338218863,1.3646986094380198,1.4039528527971745,1.3676952639312716,1.377798290806198,3.349375711526818,12.610215608987696,-6.422511125134874,87.81522402757518,79.3754184924336,84.59168777423794,88.87493401626303,90.17982007400781,88.83633841089556,89.1728753402587,88.04934668117362,75.74037804495006,75.08648594497957,115.251346746375
2007-08-01,88.3,81.33,85.16,89.29,90.59,89.38,89.62,88.63,75.22,72.38,115.51,0.8566533409480215,0.6310319227913919,2.012458073790113,0.9040569555882172,0.8909678137877242,0.8689764134973466,0.8893391872115242,0.8763942636011768,0.40042712226373567,0.7937613145801325,-4.992597466688597,87.70413916539,79.7150764907473,84.5372596692601,88.8259302937408,90.2012281220952,88.7754533408953,89.1736362835858,88.0338297656915,74.5468596616839,70.7700778981295,115.387019923339,88.29666666666667,80.92333333333333,85.16,89.31666666666668,90.64999999999999,89.40999999999998,89.71,88.63,75.32000000000001,71.79333333333334,115.33666666666666,1.3909396534526646,1.237368883741552,2.7457167655947416,1.4360578869427727,1.2628657106607137,1.2693692330538668,1.2647595715783222,1.242089540870528,2.7391884252510637,11.207892346835022,-5.706911648274333,87.80852270455883,79.50345142049606,84.62780533007627,88.88167533599479,90.22514562207634,88.8419800116377,89.19331923394687,88.0586333051542,75.65315975341149,74.69958688547337,115.25600382586465
2007-09-01,88.72,83.47,85.64,89.46,90.59,89.65,89.62,88.81,77.69,84.06,115.25,1.0018214936247771,3.368421052631576,2.305578783896789,0.6978838361098472,0.5996668517490367,0.8890389376547514,0.493384166853561,0.783023150249651,3.0781478041661092,15.912851627137359,-5.926046853318101,88.2890239634309,81.8887490528565,85.185952418182,89.0724855515107,90.275011897503,89.1557131569971,89.21965017817,88.3627299667759,76.8159746315557,81.438694236401,114.548341988845,88.45666666666666,81.97000000000001,85.34666666666665,89.37333333333333,90.62,89.5,89.64999999999999,88.69,76.09333333333333,76.22333333333334,115.29333333333334,1.1406243087691632,1.65681587416792,2.409203561198463,1.0991448823184147,0.9627919718921815,1.0429882728781796,0.9281094726428426,0.9797570482843317,2.4265680824866687,10.665971273203516,-5.478024797410856,87.9404756322081,80.27048593035249,84.78615130861611,88.94685891739375,90.23271702522361,88.92651633783667,89.20368293713791,88.13662133196352,75.7322802352931,75.94096138303753,115.04662257573666
2007-10-01,88.9,84.55,85.96,89.54,90.86,90.0,89.8,89.16,75.67,77.13,114.6,2.148684361714359,7.761916900331389,3.778824097549194,1.4847557520117904,1.1916694509410686,1.8675721561969505,1.0919734323989738,1.8854988001371087,5.08262741285932,24.483537766300834,-6.150192449430847,88.7747245431599,84.4725710892285,85.9991807041036,89.5281018861215,90.7089845974695,89.797829988176,89.7380355925214,89.0429749257113,77.4958328478146,83.572857717419,113.984247887652,88.64,83.11666666666666,85.58666666666666,89.43,90.67999999999999,89.67666666666668,89.68,88.86666666666667,76.19333333333333,77.85666666666667,115.12,1.3357197320957193,3.9204566252514526,2.698953651745366,1.028898847903285,0.8941013721592764,1.2085291691163496,0.824898928821353,1.1816387379959787,2.853734113096388,13.73005023600611,-5.689612256479182,88.25596255732694,82.02546554427742,85.2407975971819,89.14217257712433,90.39507487235589,89.24299882868947,89.37710735142572,88.47984488605955,76.28622238035139,78.5938766173165,114.63986993327866
2007-11-01,89.27,87.42,86.37,89.54,90.95,90.52,89.98,89.58,75.44,73.49,114.46,3.0712388869645446,14.021129516107989,4.690909090909101,1.796271032287411,1.5974084003574696,3.0744705078569856,1.7067932632530924,2.8709232889297276,4.328585257917283,15.988005050505038,-5.4440313919867815,89.6220726101854,88.1341534269953,86.9194978769269,90.028389480813,91.1471940211896,90.7173401197372,90.3488151486932,89.8470433349261,77.3690594238934,79.369357137961,113.89041725119,88.96333333333332,85.14666666666666,85.99000000000001,89.51333333333332,90.80000000000001,90.05666666666667,89.80000000000001,89.18333333333334,76.26666666666667,78.22666666666666,114.77,2.073914914101227,8.383822489690317,3.591770657451695,1.3263035401363494,1.129581567682525,1.9436938672362292,1.097383620835209,1.846481746438829,4.163120158314237,18.79479814798108,-5.840090231578576,88.89527370559206,84.83182452302675,86.03487699973749,89.5429923061484,90.71039683872071,89.89029442163677,89.76883363979488,89.08424940913777,77.22695563442123,81.46030303059366,114.14100237589567
2007-12-01,89.63,89.71,86.77,89.72,91.04,90.78,90.16,90.02,75.97,71.61,114.46,3.5825725182017765,17.222004442702186,4.959477440425775,2.093764223941741,2.0056022408963647,3.571021106674266,2.1180201608336002,3.578414451731682,3.0381120303811127,3.6474164133738496,-4.193521386122045,90.2465286195892,91.1494460802826,87.5583763449288,90.3745617895783,91.572022771515,91.3774743964581,90.7481937443803,90.589868583765,76.8978294928001,74.634652368003,114.110155989266,89.26666666666667,87.22666666666667,86.36666666666667,89.60000000000001,90.95,90.43333333333332,89.98,89.58666666666666,75.69333333333333,74.07666666666667,114.50666666666666,2.9341652556268936,13.001683619713853,4.476403542961357,1.7915970027469807,1.598226697398301,2.8376879235760675,1.6389289521618888,2.778278846932839,4.149774900385905,14.706319743393243,-5.262581742513224,89.54777525764483,87.91872353216881,86.82568497531976,89.9770177188376,91.1427337967247,90.63088150145711,90.27834816186497,89.82662894813414,77.25424058816937,79.19228907446099,113.99494037603601
2008-01-01,90.13,89.92,87.42,90.25,91.57,91.31,90.68,90.53,76.42,71.61,113.94,4.148370695632075,18.05172640147039,5.541470481709521,2.6034561164165693,2.7030058322117467,4.39007659769064,2.8117913832199637,4.273208938032713,1.9069209227897232,-3.840472673559825,-3.235668789808921,90.7229966032425,91.4279452205334,88.0551082965711,90.8109525506563,92.2063992633629,92.050950840072,91.3434526444348,91.2120037975857,75.7539286114664,68.7219183673489,114.351185049637,89.67666666666666,89.01666666666667,86.85333333333334,89.83666666666666,91.18666666666667,90.87,90.27333333333333,90.04333333333334,75.94333333333333,72.23666666666666,114.28666666666668,3.6007273669327993,16.431620120093523,5.063952337681466,2.16449712421524,2.1020054911551935,3.678522737407297,2.212201602435552,3.574182226231374,3.091206070362707,5.264982930106355,-4.291073855972582,90.19719927767237,90.2371815759371,87.51099417280894,90.40463460701586,91.64187201868917,91.38192178542243,90.81348717916944,90.54963857209226,76.67360584271997,74.24197595777098,114.11725276336433
2008-02-01,90.97,90.0,88.39,91.13,92.47,92.08,91.56,91.32,77.76,75.38,113.67,5.058320822265849,18.048268625393504,6.301864101022248,3.603910868576632,3.81722240934097,5.378805218585492,3.9037675896504753,5.292286406087854,1.8600995546240506,-6.267097736881377,-2.042399172699072,91.5837063947466,92.1440079620492,88.9905630925889,91.6141665930043,93.0707276656083,92.8968942821901,92.1820536640074,92.0780984732213,76.6259340172772,69.7570081347164,114.274054727989,90.24333333333334,89.87666666666667,87.52666666666666,90.36666666666667,91.69333333333334,91.39,90.8,90.62333333333333,76.71666666666665,72.86666666666666,114.02333333333333,4.263088012033234,17.773999823188692,5.600937341052514,2.7670437363116474,2.8419434941496937,4.4466343076501325,2.944526377901346,4.381303265284083,2.2683775025982955,-2.1533846656891162,-3.157196449543346,90.85107720585944,91.57379975428842,88.20134924469626,90.93322697774629,92.28304990016208,92.1084398395734,91.42456668427417,91.29332361819066,76.4258973738479,71.03785962335611,114.24513192229733
2008-03-01,92.15,91.43,89.67,92.27,93.62,93.39,92.8,92.52,78.21,71.68,114.33,5.968261269549235,18.47868342620189,7.222288652397468,4.472373188405809,4.685228670468522,6.233648049141172,4.787714543812105,6.137432602959736,3.356680322452754,-6.739526411657549,-0.6862404447533055,92.4542083691768,92.7939257402291,89.9137797080624,92.420426389231,93.9444027005843,93.8254735540445,93.1238497938212,92.8974920453175,76.8895714942841,67.370722184222,114.991549499416,91.08333333333333,90.45,88.49333333333334,91.21666666666665,92.55333333333333,92.25999999999999,91.68,91.45666666666666,77.46333333333334,72.89,113.98,5.05831759581572,18.19289281768859,6.355207745043079,3.5599133911330036,3.7351523040070798,5.334176621805767,3.834424505560848,5.234309315693435,2.374566933288843,-5.615698940699583,-1.9881028024204328,91.58697045572198,92.12195964093723,88.98648369907414,91.6151818442972,93.07384320985183,92.92443955876887,92.21645203408781,92.06253143870816,76.4231447076759,68.61654956209577,114.53892975901401
2008-04-01,94.11,94.73,91.92,94.13,95.59,95.48,94.66,94.59,78.94,70.41,114.33,7.468311065433375,20.844495471361157,8.961593172119485,5.954524988743803,6.152137701277072,7.753075273671151,6.240179573512905,7.770308761535838,4.321395533236405,-8.128914405010445,-0.7982646420824357,93.953549701852,94.5832340268799,91.5929058318104,93.8553044848634,95.4402988796143,95.4569596788899,94.4828060355376,94.5710126011981,77.6830919793002,65.7884999965542,114.753162767696,92.41000000000001,92.05333333333334,89.99333333333334,92.50999999999999,93.89333333333333,93.64999999999999,93.00666666666666,92.80999999999999,78.30333333333333,72.49,114.11,6.164964385749486,19.123815840985515,7.495248641846401,4.676936348575414,4.884862927028855,6.455176180465938,4.977220568991829,6.400009256861143,3.1793918034377366,-7.045179517849789,-1.1756347531782712,92.6638214885918,93.17372257638607,90.16574954415391,92.62996582236623,94.1518097486023,94.05977583837483,93.2629031644554,93.1822010399123,77.0661991636205,67.63874343849753,114.67292233170032
2008-05-01,96.0,99.95,93.86,95.52,97.28,97.57,96.25,96.67,78.28,65.03,115.51,9.0165796048149,25.109525597696837,10.51454138702459,7.0852017937219625,7.491712707182319,9.481597845601431,7.505863956215797,9.37995021498077,4.165003326679972,-9.441581952374323,0.4609497303879051,95.6098046970425,99.2674246007368,93.2927959565836,95.0519692205635,96.7860214831606,97.1240991396897,95.7692599560947,96.222757561095,77.9400846044396,64.2385528729389,115.777645509092,94.08666666666666,95.37,91.81666666666668,93.97333333333331,95.49666666666667,95.48,94.57000000000001,94.59333333333332,78.47666666666666,69.04,114.72333333333331,7.484383979932503,21.477568165086627,8.899474403847181,5.837366656957191,6.109693026309304,7.822773722804584,6.177919357846936,7.762563859825448,3.9476930607897103,-8.103340923014104,-0.3411851188159454,94.00585425602377,95.54819478928194,91.59982716548546,93.77590003155262,95.39024102111973,95.46884412420803,94.45863859515116,94.56375406920354,77.5042493593413,65.79925835123836,115.17411925873466
2008-06-01,97.54,105.33,95.71,96.67,98.53,99.3,97.49,98.31,77.9,59.3,114.85,10.53943789664553,31.121623303871537,12.494123178185234,8.265203270243028,8.656815174239085,11.09867979413739,8.563474387527847,10.921809770957914,3.3567732519570237,-16.207432527907308,-0.459351707401634,97.1726407914855,104.419269863552,95.3184558014807,96.2305419724008,98.0673579188477,98.7955228985184,96.8600173182689,97.7875205604344,79.1484920602176,64.3187231154373,114.5939620504,95.88333333333334,100.00333333333333,93.83,95.44,97.13333333333333,97.45,96.13333333333333,96.52333333333333,78.37333333333333,64.91333333333334,114.89666666666666,9.008109522297936,25.691881457643177,10.65675257910977,7.10164335090293,7.433555194232825,9.444450971136655,7.43650597241885,9.357356249158174,3.947724037291134,-11.25930962843069,-0.26555553969872153,95.57866506346,99.42330949705622,93.40138586329157,95.0459385592759,96.76455942720753,97.12552723903268,95.70402776996707,96.19376357424251,78.25722288131914,64.78192532831014,115.04159010906267
2008-07-01,99.44,107.48,98.12,98.52,100.5,101.31,99.35,100.21,78.94,63.01,113.01,12.552348613469167,32.51140426581187,15.110276865321449,10.23833501174889,10.829289810322006,13.233486084721147,10.745736261286364,13.065553424348408,4.736632612445257,-12.764779177627029,-1.8328700486448968,98.8716945621732,105.185391645295,97.4574889016247,98.0411278754553,100.00663706292,100.638946866544,98.8111614855689,99.5502042067347,79.4206074236819,65.080241117522,112.945603698772,97.66000000000001,104.25333333333333,95.89666666666666,96.90333333333335,98.77,99.39333333333332,97.69666666666666,98.39666666666666,78.37333333333333,62.446666666666665,114.45666666666666,10.702788704976532,29.580851055793413,12.706313810177093,8.52958002523796,8.992605897247802,11.27125457481999,8.93835820167667,11.122437803429031,4.086136397027418,-12.804597885969551,-0.6104240085528753,97.21804668356708,102.95736203652793,95.35624688656299,96.44121302280654,98.2866721549761,98.85285630158404,97.1468129199775,97.85349410942138,78.83639469611303,64.5458390352994,114.43907041942134
2008-08-01,99.16,104.04,97.88,98.61,100.41,100.79,99.35,99.78,80.96,68.26,112.21,12.29898074745186,27.923275544079694,14.936589948332557,10.437898980848903,10.840048570482374,12.76571940031328,10.856951573309527,12.580390387002161,7.630949215634142,-5.692180160265259,-2.8568955068825286,98.5527340035107,102.154957244625,97.2372453107377,98.1438861674484,100.012312943253,100.145807057417,98.8887930983143,99.1595105362551,80.1714931981882,67.0710623251292,112.01313036055,98.71333333333332,105.61666666666667,97.23666666666666,97.93333333333334,99.81333333333333,100.46666666666665,98.73,99.43333333333332,79.26666666666667,63.52333333333333,113.35666666666667,11.796922419188853,30.5187677045877,14.180329997279747,9.647145754280272,10.108717851681154,12.36596175972394,10.05538740737458,12.189251194102829,5.241451693345474,-11.554797288599865,-1.7163724209763531,98.19902311905646,103.91987291782401,96.6710633379477,97.4718520051015,99.36210264167357,99.8600922741598,98.18665730071736,98.83241176780807,79.58019756069591,65.49000885269616,113.18423203657399
2008-09-01,98.75,102.03,97.32,98.43,100.32,100.44,99.26,99.52,79.85,62.45,113.01,11.305229936880078,22.235533724691514,13.638486688463324,10.026827632461455,10.740699856496283,12.035694366982707,10.756527560812312,12.059452764328338,2.780280602394125,-25.707827742088984,-1.9436008676789518,98.3370506455578,100.487750245441,96.9022213881671,98.0606512748395,100.012571734703,99.9723279117635,98.8767509255639,99.0988060977376,78.9274178348525,61.2306206862055,112.372913105248,99.11666666666667,104.5166666666667,97.77333333333333,98.52,100.41000000000001,100.84666666666668,99.32,99.83666666666666,79.91666666666667,64.57333333333332,112.74333333333334,12.05218643260037,27.556737844861022,14.561784500705777,10.23435387501975,10.803346079100221,12.678299950672377,10.786405131802733,12.568465525226301,5.0492874768245075,-14.721595693327089,-2.2111221410687922,98.58715973708057,102.60936637845366,97.19898520017652,98.08188843924773,100.01050724695868,100.25236061190817,98.85890183648236,99.26950694690913,79.50650615224087,64.46064137628555,112.44388238818999
2008-10-01,98.49,99.81,96.59,98.43,100.32,100.18,99.26,99.26,79.32,61.54,116.44,10.787401574803134,18.04849201655825,12.366216845044221,9.928523564887204,10.411622276029053,11.311111111111117,10.534521158129184,11.327949753252597,4.8235760539183214,-20.212628030597692,1.6055846422338593,98.4417511483775,99.8266069707378,96.6927031828769,98.5185941583284,100.267615463683,100.07183779838,99.3077528812961,99.2348451190337,81.2219103897286,66.8977257417692,116.078226146842,98.8,101.96,97.26333333333334,98.49000000000001,100.34999999999998,100.47000000000001,99.29,99.52,80.04333333333334,64.08333333333333,113.88666666666667,11.463870753045024,22.735767095109818,13.647097827280035,10.13108339273252,10.664123567669236,12.037508292802366,10.716000097417009,11.989264301527697,5.078268623982196,-17.204211977650644,-1.0649705774425404,98.44384526581534,100.82310482026793,96.94405662726058,98.24104386687209,100.09750004721299,100.0633242558535,99.02443230172476,99.1643872510088,80.10694047425643,65.06646958436797,113.48808987088
