Date,"Korea, PPI, Index","Korea, PPI, Energy, Index","Korea, PPI, Excluding IT, Index","Korea, PPI, Excluding energy, Index","Korea, PPI, Excluding foods & energy, Index","Korea, PPI, Excluding foods, Index","Korea, PPI, Excluding fresh foods & energy, Index","Korea, PPI, Excluding fresh foods, Index","Korea, PPI, Foods, Index","Korea, PPI, Fresh foods, Index","Korea, PPI, Information technology, Index","Korea, PPI, % YoY","Korea, PPI, Energy, % YoY","Korea, PPI, Excluding IT, % YoY","Korea, PPI, Excluding energy, % YoY","Korea, PPI, Excluding foods & energy, % YoY","Korea, PPI, Excluding foods, % YoY","Korea, PPI, Excluding fresh foods & energy, % YoY","Korea, PPI, Excluding fresh foods, % YoY","Korea, PPI, Foods, % YoY","Korea, PPI, Fresh foods, % YoY","Korea, PPI, Information technology, % YoY","Korea, PPI, Index, SA","Korea, PPI, Energy, Index, SA","Korea, PPI, Excluding IT, Index, SA","Korea, PPI, Excluding energy, Index, SA","Korea, PPI, Excluding foods & energy, Index, SA","Korea, PPI, Excluding foods, Index, SA","Korea, PPI, Excluding fresh foods & energy, Index, SA","Korea, PPI, Excluding fresh foods, Index, SA","Korea, PPI, Foods, Index, SA","Korea, PPI, Fresh foods, Index, SA","Korea, PPI, Information technology, Index, SA","Korea, PPI, Index, 3mma","Korea, PPI, Energy, Index, 3mma","Korea, PPI, Excluding IT, Index, 3mma","Korea, PPI, Excluding energy, Index, 3mma","Korea, PPI, Excluding foods & energy, Index, 3mma","Korea, PPI, Excluding foods, Index, 3mma","Korea, PPI, Excluding fresh foods & energy, Index, 3mma","Korea, PPI, Excluding fresh foods, Index, 3mma","Korea, PPI, Foods, Index, 3mma","Korea, PPI, Fresh foods, Index, 3mma","Korea, PPI, Information technology, Index, 3mma","Korea, PPI, % YoY, 3mma","Korea, PPI, Energy, % YoY, 3mma","Korea, PPI, Excluding IT, % YoY, 3mma","Korea, PPI, Excluding energy, % YoY, 3mma","Korea, PPI, Excluding foods & energy, % YoY, 3mma","Korea, PPI, Excluding foods, % YoY, 3mma","Korea, PPI, Excluding fresh foods & energy, % YoY, 3mma","Korea, PPI, Excluding fresh foods, % YoY, 3mma","Korea, PPI, Foods, % YoY, 3mma","Korea, PPI, Fresh foods, % YoY, 3mma","Korea, PPI, Information technology, % YoY, 3mma","Korea, PPI, Index, SA, 3mma","Korea, PPI, Energy, Index, SA, 3mma","Korea, PPI, Excluding IT, Index, SA, 3mma","Korea, PPI, Excluding energy, Index, SA, 3mma","Korea, PPI, Excluding foods & energy, Index, SA, 3mma","Korea, PPI, Excluding foods, Index, SA, 3mma","Korea, PPI, Excluding fresh foods & energy, Index, SA, 3mma","Korea, PPI, Excluding fresh foods, Index, SA, 3mma","Korea, PPI, Foods, Index, SA, 3mma","Korea, PPI, Fresh foods, Index, SA, 3mma","Korea, PPI, Information technology, Index, SA, 3mma"
2012-11-01,105.05,119.32,105.12,103.78,104.29,105.62,103.85,105.12,97.06,99.35,104.74,-0.8868761203887132,1.5835177932913336,-0.7646559048428259,-1.1242378048780366,-1.2966117736134652,-1.0121836925960581,-1.2644989541738094,-1.016949152542368,0.8520365752286096,8.543646891729484,-1.8185226846644253,105.651698801446,119.826485008216,105.749343692687,104.39747838033,104.736622236701,106.081739090658,104.290207825365,105.562108973937,99.2040446279927,109.09407415365,105.061028104425,105.81333333333333,120.87,105.88666666666666,104.47666666666667,104.81,106.22000000000001,104.27999999999999,105.64666666666666,99.78666666666668,114.73,105.38666666666667,-0.4116694893432249,3.523603173494763,-0.2675039519795191,-0.804657176748517,-1.197513237582933,-0.7386175516467289,-1.1535621310251876,-0.7332011848816303,4.107673695278979,21.231107355689833,-1.7284382245656502,106.014715201086,120.80088414332734,106.11510572750599,104.71745024982533,104.96493102888735,106.35775610962234,104.46079410679067,105.79668116638233,100.82616220105922,120.01433817470767,105.424867521422
2012-12-01,104.79,118.47,104.89,103.56,103.96,105.24,103.51,104.75,98.28,106.07,104.04,-1.2253746818738809,-0.20217336365933036,-1.0844964164466342,-1.3338414634146312,-1.4597156398104327,-1.340583106777915,-1.5128449096098895,-1.3839201656938416,0.32666394446714264,9.63307493540051,-2.602508893465627,105.31564564888,119.025938552302,105.460172514769,104.11245240591,104.442974917421,105.71792052527,103.981183052919,105.199023071763,99.5042888255452,110.766917198412,104.271181557768,105.20666666666666,119.60666666666668,105.27666666666669,103.92333333333333,104.35000000000001,105.69333333333334,103.85666666666667,105.15666666666668,98.20333333333333,107.00333333333333,104.76333333333332,-0.8765027988481814,1.3918789795166502,-0.7544103320792356,-1.1041788959437526,-1.3489035869618398,-1.082818764560874,-1.3427243372977478,-1.0943890155962939,1.9609485506885793,14.146773684367638,-2.0328049534033332,105.64926301674467,119.847155303222,105.75134116126867,104.405155472391,104.70791909076833,106.039696902512,104.22910967028133,105.50045432389935,100.07661687584697,114.72852034822934,104.977233465253
2013-01-01,104.96,119.49,105.14,103.65,103.96,105.34,103.5,104.83,99.41,112.08,103.58,-1.5753938484621255,-0.3585723815877295,-1.4158462259728166,-1.7069701280227556,-1.9337798320913202,-1.771726967549414,-1.849217638691325,-1.7065166432255086,1.4284256708499088,7.63468740996831,-3.014981273408235,105.187334165421,119.94849001431,105.339971440255,103.872572319936,104.232299039276,105.622547744094,103.770327749575,105.093354076186,99.0319872645449,108.432588773967,103.81970407956,104.93333333333334,119.09333333333332,105.05000000000001,103.66333333333334,104.07,105.39999999999999,103.62,104.89999999999999,98.25,105.83333333333333,104.12,-1.2292148835749066,0.34092401601475314,-1.088332849087425,-1.3883497987718076,-1.563369081838406,-1.374831255641129,-1.5421871674916747,-1.3691286538205727,0.8690420635152204,8.603803079032767,-2.4786709505127624,105.38489287191567,119.60030452494266,105.51649588257033,104.127501035392,104.47063206446599,105.80740245334067,104.01390620928635,105.28482870729533,99.24677357269427,109.431193375343,104.383971247251
2013-02-01,105.68,123.19,105.9,104.11,104.41,106.06,103.92,105.51,100.09,115.56,104.02,-1.5739964608363577,1.7510531097712168,-1.4608728017120987,-1.921808761187005,-2.063596285526692,-1.696172027064602,-1.9807583474816037,-1.6315495058735752,0.25040064102563875,2.97629656032794,-2.484297365707322,105.681404324429,123.440935822671,105.906806190923,104.058627498934,104.443330252339,106.174104634361,103.999688613593,105.647189630181,98.8476998202611,106.892894674771,104.14609973283,105.14333333333333,120.38333333333333,105.31,103.77333333333335,104.11,105.54666666666667,103.64333333333333,105.02999999999999,99.26,111.23666666666666,103.88,-1.4582549970574548,0.39676912150804755,-1.3204051480438492,-1.6542067842081305,-1.8190305858094817,-1.6028273671306437,-1.7809402985942728,-1.5739954382643084,0.6684967521142301,6.748019635232254,-2.700595844193728,105.39479471291001,120.80512146309434,105.56898338198233,104.01455074159334,104.37286806967866,105.83819096790835,103.91706647202899,105.31318892604334,99.12799197011707,108.69746688238332,104.078995123386
2013-03-01,105.26,122.38,105.39,103.73,104.11,105.72,103.65,105.18,98.68,108.11,104.26,-2.44670991658944,-0.325785958625191,-2.4708495280399756,-2.674047663726775,-2.600804565441106,-2.3732569951057436,-2.4929444967074277,-2.3126219002507664,-3.302302792748646,-10.45307711422182,-2.250140633789599,104.992066872467,121.531086563914,105.105145059066,103.50106661779,103.961615020875,105.513166886899,103.513858469678,105.006069728069,97.5272410465256,102.390073567633,104.279240601918,105.3,121.68666666666667,105.47666666666667,103.83,104.16000000000001,105.70666666666666,103.69,105.17333333333333,99.39333333333333,111.91666666666667,103.95333333333333,-1.8653667419626412,0.355564923186094,-1.7825228519082963,-2.1009421843121783,-2.199393561019706,-1.9470519965732531,-2.1076401609601185,-1.8835626831166168,-0.5411588269576995,0.05263561869147715,-2.583139757635052,105.28693512077234,121.64017080029834,105.450640896748,103.81075547888668,104.21241477083,105.769939755118,103.76129161094866,105.24887114481199,98.4689760437772,105.90518567212366,104.081681471436
2013-04-01,104.93,120.98,105.02,103.49,103.83,105.36,103.44,104.89,98.76,106.03,104.27,-2.797591477535888,-1.8178867067034532,-2.8492136910268306,-2.9174484052532867,-2.9535470604729386,-2.82235749861649,-2.7362482369534535,-2.6452571004269454,-2.3628274839347485,-10.891671569039406,-2.378054489280035,104.619401200087,120.708966375934,104.682807652601,103.1582570367,103.599864624337,105.141804856413,103.186787289848,104.666686567313,97.592235160977,102.079380110959,104.319476195232,105.29,122.18333333333334,105.43666666666667,103.77666666666666,104.11666666666667,105.71333333333332,103.67,105.19333333333334,99.17666666666668,109.90000000000002,104.18333333333334,-2.2727659516538954,-0.1308731851858139,-2.2603120069263007,-2.5044349433890223,-2.5393159704802457,-2.297262173595612,-2.403317027047495,-2.196476168850429,-1.804909878552585,-6.1228173743110945,-2.3708308295923186,105.09762413232767,121.89366292083967,105.23158630086334,103.57265038447467,104.00160329918367,105.609692125891,103.566778124373,105.10664864185433,97.98905867592123,103.787449451121,104.24827217666001
2013-05-01,104.57,120.05,104.65,103.18,103.63,105.07,103.26,104.65,97.3,96.84,104.0,-2.5896599906846784,-0.5961745466589341,-2.5786631912120606,-2.8070836473247818,-2.7222378672674408,-2.5143811467804866,-2.5481313703284103,-2.3605150214592308,-3.6251980982567322,-16.825560422571506,-2.7855673957749127,104.290827768677,120.022422781606,104.340477161403,102.864497442967,103.286289027804,104.756958682074,102.920992664579,104.333329983523,97.0259348210615,97.1983779583906,103.849856944887,104.92,121.13666666666667,105.02,103.46666666666665,103.85666666666667,105.38333333333333,103.45,104.90666666666668,98.24666666666667,103.66000000000001,104.17666666666666,-2.6113204616033356,-0.9132824039958641,-2.632908803426288,-2.7995265721016147,-2.7588631643938286,-2.56999854683424,-2.59244136799643,-2.4394646740456474,-3.0967761249800425,-12.72343636861091,-2.471254172948182,104.63409861374367,120.754158573818,104.70947662435667,103.17460703248565,103.61592289100533,105.13731014179534,103.20721280803501,104.66869542630167,97.38180367618804,100.55594387899419,104.149524580679
2013-06-01,104.55,120.41,104.64,103.13,103.61,105.09,103.27,104.7,96.76,92.91,103.89,-1.4144271570014189,2.042372881355936,-1.245753114382775,-1.7435213414634165,-1.6982922201138617,-1.3424708974840383,-1.5726267632481972,-1.2264150943396168,-2.3316846674068747,-13.216887726508508,-2.8702318623784584,104.410643655083,121.060905336033,104.501997968769,102.950771342361,103.365916332622,104.869004506904,102.984483017165,104.463809904091,97.7653709445576,98.6122104120213,103.650354720966,104.68333333333334,120.48,104.77,103.26666666666665,103.69,105.17333333333333,103.32333333333334,104.74666666666667,97.60666666666667,98.59333333333332,104.05333333333334,-2.2672262084073282,-0.12389612400215515,-2.2245433322072214,-2.4893511313471617,-2.458025715951414,-2.226403180960338,-2.2856687901766866,-2.0773957387419313,-2.7732367498661183,-13.644706572706474,-2.677951249144469,104.44029087461566,120.59743149785766,104.50842759425767,102.99117527400932,103.41735666158768,104.92258934846366,103.030754323864,104.48794215164232,97.46118030886537,99.29665616045696,103.939895953695
2013-07-01,104.53,121.43,104.62,103.02,103.46,105.05,103.12,104.64,97.05,95.08,103.91,-0.9945065353286542,4.017474730169623,-0.843521941048242,-1.4728385615914386,-1.4291158536585358,-0.9055749457598461,-1.2827876699214924,-0.8057635794862072,-2.1081299172886814,-12.994143484626653,-2.2851231897686675,104.394366108691,121.256146537955,104.489199788817,102.884826042762,103.32381898391,104.901926151874,102.960278162676,104.47215694012,97.3848828940003,96.5281694239074,103.720714356103,104.55000000000001,120.63,104.63666666666667,103.11,103.56666666666666,105.07,103.21666666666668,104.66333333333334,97.03666666666668,94.94333333333333,103.93333333333334,-1.6661978943382507,1.8212243549555371,-1.5559794155476918,-2.0078145167932124,-1.949881980346613,-1.587475663341457,-1.8011819344993665,-1.464231231761685,-2.6883375609840967,-14.345530544568888,-2.6469741493073458,104.36527917748367,120.77982488519801,104.443891639663,102.90003160936332,103.325341448112,104.84262978028399,102.95525128147335,104.42309894257801,97.3920628865398,97.44625259810643,103.74030867398533
2013-08-01,104.82,121.15,104.95,103.36,103.65,105.19,103.32,104.8,99.47,104.68,103.8,-1.3273086698672776,0.29803791704612337,-1.2514113662024817,-1.4962355856285248,-1.4171580749476886,-1.2485918137438934,-1.2897678417884917,-1.122747429002735,-2.1253566860179096,-12.173840087255638,-2.0385050962627327,104.689024499846,121.347811070962,104.810137397767,103.203256182952,103.574067218331,105.118225184507,103.223315477905,104.723008594729,98.2028424779629,100.767137348306,103.669575716677,104.63333333333334,120.99666666666667,104.73666666666666,103.17,103.57333333333334,105.11,103.23666666666666,104.71333333333332,97.75999999999999,97.55666666666667,103.86666666666667,-1.2454141207324503,2.119295176190556,-1.1135621405444989,-1.57086516289446,-1.5148553829066955,-1.1655458856625927,-1.3817274249860603,-1.0516420342761863,-2.188390423571155,-12.7949570994636,-2.3979533828032866,104.49801142120668,121.22162098165,104.60044505178433,103.01295118935833,103.42126751162101,104.96305194776166,103.05602555258201,104.55299181298,97.78436543884027,98.63583906141156,103.68021493124866
2013-09-01,104.71,121.05,104.86,103.24,103.57,105.11,103.26,104.74,98.72,100.51,103.48,-1.782196792045776,-0.9896940945525956,-1.7428785607196406,-1.8817715263257928,-1.680273400417709,-1.6008238157648291,-1.4506585226188196,-1.393334588589723,-4.183247597787054,-22.235976789168276,-2.294400906429983,104.528826457216,120.644322991193,104.694314373548,103.079997878101,103.477661043406,104.997459976285,103.180090832556,104.63200952603,97.2614110630568,96.9645622396866,103.230328329953,104.68666666666667,121.21,104.81,103.20666666666666,103.55999999999999,105.11666666666667,103.23333333333335,104.72666666666667,98.41333333333334,100.08999999999999,103.73,-1.3680039990805692,1.1086061842210453,-1.2792706226567876,-1.6169485578485852,-1.5088491096746444,-1.251663525089523,-1.341071344776268,-1.1072818656928884,-2.8055780670312154,-15.801320120350189,-2.2060097308204614,104.53740568858433,121.08276020003666,104.66455052004399,103.05602670127166,103.458515748549,105.00587043755532,103.12122815771234,104.60905835362634,97.61637881167333,98.08662300396666,103.54020613424433
2013-10-01,104.34,119.92,104.55,102.94,103.49,104.93,103.14,104.54,95.8,88.92,102.72,-1.3613159387407814,-0.9171279847971614,-1.2001512001512005,-1.4267930671263085,-1.2500000000000067,-1.2144605535680641,-1.0267728624892003,-1.0037878787878651,-3.495517276115645,-23.072930184272,-2.6442991185669618,104.525398762384,119.291266701517,104.742438718394,103.194566311798,103.617557397376,105.001354743682,103.307975422119,104.636473194207,97.7651253625851,95.8421393034092,102.823723126389,104.62333333333333,120.70666666666666,104.78666666666668,103.18,103.57,105.07666666666667,103.24000000000001,104.69333333333333,97.99666666666667,98.03666666666668,103.33333333333333,-1.4902738002179448,-0.5362613874345493,-1.3981470423577738,-1.601600059693542,-1.4491438251218014,-1.3546253943589288,-1.2557330756321705,-1.1732899654601077,-3.2680405199735367,-19.160915686898637,-2.3257350404198927,104.58108323981533,120.42780025455733,104.74896349656967,103.159273457617,103.55642855303768,105.03901330149132,103.23712724419333,104.663830438322,97.7431263012016,97.85794629713394,103.241209057673
2013-11-01,104.13,120.27,104.39,102.7,103.21,104.71,102.91,104.34,95.96,88.86,102.24,-0.8757734412184637,0.79617834394905,-0.6944444444444531,-1.0406629408363788,-1.0355738805254644,-0.861579246354871,-0.9051516610495858,-0.7420091324200961,-1.1333195961261144,-10.558631102164062,-2.386862707657056,104.63944406573,120.23946672693,104.920356920024,103.234716874381,103.605412390464,105.092220409215,103.285531845152,104.698205776067,98.0923749228048,97.07356964458,102.485870614918,104.39333333333333,120.41333333333334,104.60000000000001,102.96,103.42333333333333,104.91666666666667,103.10333333333334,104.54,96.82666666666667,92.76333333333334,102.81333333333333,-1.339762057335007,-0.3702145784669071,-1.212491401771764,-1.4497425114294933,-1.3219490936477267,-1.2256212052292548,-1.1275276820525353,-1.0463771999325615,-2.937361490009605,-18.622512691868113,-2.4418542442180002,104.56455642844332,120.05835213988,104.785703337322,103.16976035476,103.56687694374868,105.03034504306066,103.25786603327566,104.65556283210134,97.70630378281555,96.62675706255861,102.84664069041999
2013-12-01,104.37,122.53,104.68,102.74,103.26,104.95,102.92,104.55,96.01,90.94,102.0,-0.4008016032064132,3.4270279395627545,-0.20020974354084675,-0.7918115102356182,-0.6733358984224558,-0.2755606233371233,-0.5699932373683714,-0.190930787589505,-2.3097273097273052,-14.264165173941734,-1.9607843137254943,104.788804982103,122.814547164872,105.133210897448,103.192788774612,103.658735624185,105.320968310785,103.317828739342,104.912626785028,97.195222951645,94.371226315558,102.203119599399,104.28000000000002,120.90666666666668,104.54,102.79333333333334,103.32,104.86333333333333,102.99000000000001,104.47666666666667,95.92333333333333,89.57333333333334,102.32,-0.8792969943885528,1.102026099571543,-0.6982684627121661,-1.086422506066102,-0.986303259649309,-0.7838668077533528,-0.8339725869690525,-0.6455759329324887,-2.3128547273230216,-15.965242153459265,-2.330648713316504,104.651215936739,120.781760197773,104.932002178622,103.20735732026367,103.62723513734166,105.13818115456066,103.303778668871,104.74910191843401,97.68424107901164,95.76231175451574,102.50423778023533
2014-01-01,104.65,122.73,105.05,103.04,103.37,105.08,103.02,104.67,98.59,103.25,101.57,-0.2953506097560843,2.7115239769018418,-0.08560015217805583,-0.5885190545103725,-0.567525971527505,-0.24681982153028637,-0.4637681159420315,-0.1526280644853495,-0.824866713610295,-7.878301213418981,-1.9405290596640312,104.859438780305,123.27626651267,105.242880189811,103.229137275157,103.591597896867,105.322837029194,103.239974897726,104.909395720151,98.3554850137514,100.229599735878,101.709125417427,104.38333333333333,121.84333333333335,104.70666666666666,102.82666666666667,103.27999999999999,104.91333333333334,102.95,104.52,96.85333333333334,94.34999999999998,101.93666666666667,-0.5239752180603204,2.311576753471211,-0.32675144672111794,-0.8069978351941232,-0.7588119168251417,-0.46131989707409354,-0.6463043381199962,-0.3618559948316502,-1.4226378731545715,-10.900365829841592,-2.0960586936821937,104.76256260937934,122.11009346815733,105.09881600242767,103.21888097471667,103.61858197050533,105.245341916398,103.28111182740668,104.84007609374866,97.8810276294004,97.22479856533867,102.13270521058134
2014-02-01,104.78,124.13,105.19,103.04,103.38,105.2,103.0,104.76,98.55,104.85,101.6,-0.8516275548826724,0.7630489487782999,-0.6704438149197411,-1.027759100950909,-0.9864955464035985,-0.8108617763530113,-0.8852963818321791,-0.7108330963889631,-1.538615246278352,-9.267912772585674,-2.3264756777542805,104.773083021728,124.370394888677,105.18835716965,102.993888553481,103.377014866064,105.271102251772,103.067097757921,104.881071791517,97.5005979611521,97.2820972389066,101.694482480372,104.60000000000001,123.13000000000001,104.97333333333334,102.94,103.33666666666666,105.07666666666667,102.98,104.66000000000001,97.71666666666668,99.67999999999999,101.72333333333331,-0.5159265892817233,2.3005336217476273,-0.3187512368795473,-0.8026965552322999,-0.742452472117853,-0.4444140737401403,-0.639685911714194,-0.3514639828212725,-1.5577364232053175,-10.470126386648795,-2.075929683714602,104.80710892804534,123.487069522073,105.18814941896967,103.13860486775,103.542449462372,105.30496919725033,103.20830046499634,104.901031432232,97.68376864218283,97.29430776344753,101.86890916573266
2014-03-01,104.74,124.0,105.17,103.01,103.3,105.12,103.02,104.78,99.16,100.63,101.38,-0.4940148204446215,1.3237457100833572,-0.20874845810797682,-0.6941097078954961,-0.7780232446450874,-0.567536889897835,-0.6078147612156415,-0.38030043734550434,0.4864207539521548,-6.918878919618909,-2.76232495683868,104.516689674664,123.517827918892,104.940077686363,102.812663730867,103.170243821681,104.957153071001,102.909183920637,104.644416350637,98.0144417919047,95.7053080018351,101.340036552141,104.72333333333334,123.62,105.13666666666666,103.03000000000002,103.35000000000001,105.13333333333334,103.01333333333332,104.73666666666668,98.76666666666667,102.91000000000001,101.51666666666665,-0.5469976616944594,1.599439545254495,-0.32159747506859065,-0.7701292877855925,-0.7773482541920637,-0.5417394959270442,-0.6522930863299506,-0.41458719940660566,-0.6256870686454974,-8.021697635207854,-2.3431098980856637,104.71640382556568,123.72149644007966,105.12377168194132,103.01189651983499,103.37961886153734,105.18369745065566,103.07208552542801,104.81162795410167,97.95684158893607,97.73900165887324,101.58121481664666
2014-04-01,104.58,122.97,105.05,102.94,103.2,104.93,102.99,104.66,99.45,98.69,100.94,-0.33355570380254607,1.6448999834683287,0.02856598743097294,-0.5314523142332606,-0.6067610517191513,-0.40812452543659283,-0.4350348027842288,-0.21927733816379247,0.698663426488455,-6.922569084221452,-3.1936319171381955,104.351239064588,122.979761710632,104.791809950281,102.682886163494,103.023163550854,104.773590283809,102.799596801553,104.498754123647,98.5133960062191,96.2862999236595,101.029963297615,104.7,123.7,105.13666666666666,102.99666666666667,103.29333333333334,105.08333333333333,103.00333333333333,104.73333333333333,99.05333333333333,101.38999999999999,101.30666666666666,-0.55973269304328,1.2438982141099906,-0.28354209519891443,-0.7511070410265552,-0.7904266142559457,-0.5955077305624797,-0.6427153152773498,-0.43680362396608663,-0.11784368861258072,-7.703120258808679,-2.7608108505770517,104.54700392032665,123.622661506067,104.97341493543134,102.82981281594734,103.19014074619967,105.00061520219401,102.92529282670368,104.67474742193366,98.0094785864253,96.42456838813372,101.354827443376
2014-05-01,104.56,122.44,104.97,102.96,103.33,105.01,103.09,104.71,98.01,93.2,101.34,-0.009562972171739403,1.9908371511869971,0.3057811753463868,-0.2132196162047073,-0.2894914600019227,-0.0571047872846564,-0.16463296533023586,0.057333970377437815,0.7297019527235493,-3.7587773647253186,-2.5576923076923053,104.368611275813,122.545628193179,104.753089167282,102.733313520624,103.08510119164,104.797518963894,102.838252819059,104.47764974383,97.9006912300705,94.4539511756672,101.254847406545,104.62666666666667,123.13666666666667,105.06333333333333,102.96999999999998,103.27666666666669,105.02000000000002,103.03333333333335,104.71666666666665,98.87333333333333,97.50666666666666,101.21999999999998,-0.27904449880630233,1.6531609482462228,0.04186623488979491,-0.479593879444488,-0.5580919187887204,-0.3442554008730281,-0.4024941764433687,-0.180747935043953,0.638262044388053,-5.866741789521893,-2.8378830605563934,104.41218000502165,123.014405940901,104.82832560130866,102.74295447166168,103.09283618805834,104.84275410623468,102.84901118041633,104.540273406038,98.1428430093981,95.4818530337206,101.208282418767
2014-06-01,104.61,122.05,105.03,103.04,103.35,105.0,103.21,104.79,98.93,91.27,101.28,0.05738880918220168,1.3620131218337272,0.3727064220183429,-0.08726849607291198,-0.25094102885822034,-0.08564087924636254,-0.05810012588360891,0.08595988538682153,2.242662257131056,-1.7651490689915006,-2.5122725960150194,104.472504840211,122.683708656893,104.909170504662,102.890200597204,103.153006997507,104.800004468739,102.965456121301,104.583104246636,99.8351189842594,96.6328718276511,101.123073622948,104.58333333333333,122.48666666666668,105.01666666666667,102.98,103.29333333333334,104.98000000000002,103.09666666666665,104.71999999999998,98.79666666666668,94.38666666666666,101.18666666666667,-0.0952432889306946,1.665916752163013,0.2356845282652348,-0.2773134755036266,-0.3823978468597648,-0.18362339732253727,-0.2192559646660245,-0.02532782746651104,1.2236758787810202,-4.1488318393127575,-2.754532273615174,104.39745172687066,122.73636618690132,104.81802320740833,102.768800093774,103.08709058000034,104.79037123881399,102.86776858063767,104.51983603803767,98.74973540684967,95.79104097565927,101.13596144236935
2014-07-01,104.69,121.47,105.13,103.18,103.49,105.07,103.28,104.8,99.12,95.2,101.25,0.15306610542427102,0.032940788931878906,0.48747849359587203,0.1553096486119232,0.028996713705775612,0.019038553069972153,0.15515903801395226,0.1529051987767538,2.132921174652247,0.12620950778292617,-2.5599076123568487,104.562489412552,121.3237349861,105.004869123857,103.046336988129,103.354343198912,104.927607408379,103.119567007589,104.633077965695,99.4318823993461,96.2810424940902,101.128854255079,104.62,121.98666666666668,105.04333333333334,103.06,103.39,105.02666666666669,103.19333333333333,104.76666666666667,98.68666666666667,93.22333333333334,101.29,0.06696398081157777,1.128597020650863,0.38865536365353454,-0.048392821221898696,-0.1704785917181225,-0.0412357044870156,-0.022524684399964173,0.09873301818033771,1.7017617948356174,-1.7992389753112976,-2.543290838688058,104.46786850952533,122.18435727872401,104.88904293193367,102.88995036865232,103.19748379601968,104.84171028033734,102.974425315983,104.56461065205366,99.055897537892,95.78928849913616,101.16892509485733
2014-08-01,104.58,120.12,105.0,103.18,103.46,104.92,103.23,104.65,99.5,98.59,101.32,-0.22896393817972704,-0.8501857201815954,0.04764173415912065,-0.17414860681114197,-0.183309213699967,-0.25667839148207916,-0.08710801393727596,-0.14312977099235624,0.03015984719010323,-5.817730225448992,-2.389210019267829,104.449148328257,120.478785668466,104.85563138053,103.004387275297,103.371480958379,104.876122879021,103.118192839992,104.584760440147,98.0673880999261,94.0963638219289,101.204276946878,104.62666666666667,121.21333333333332,105.05333333333334,103.13333333333334,103.43333333333332,104.99666666666667,103.24000000000001,104.74666666666667,99.18333333333334,95.02,101.28333333333335,-0.006169674524418116,0.18158939686133216,0.3026088832577791,-0.035369151424043586,-0.13508450961747057,-0.10776023921948985,0.003316966064355794,0.031911771057073025,1.4685810929911354,-2.4855565955525223,-2.487130075879899,104.49471419367332,121.49540977048633,104.92322366968301,102.98030828687666,103.29294371826602,104.86791158537967,103.067738656294,104.60031421749265,99.1114631611772,95.67009271455674,101.15206827496833
2014-09-01,104.2,119.5,104.62,102.83,103.16,104.59,102.95,104.32,98.59,95.14,101.1,-0.48705949766019163,-1.2804626187525758,-0.22887659736791077,-0.3971328942270369,-0.3958675292072944,-0.49471981733422155,-0.3002130544257242,-0.40099293488639054,-0.13168557536465952,-5.342751964978609,-2.2999613451874845,104.027036757558,119.021955896833,104.452253893053,102.675067138413,103.093736942297,104.498639426523,102.878716281056,104.218209943563,96.9477032572589,90.372045863893,100.851276778538,104.49000000000001,120.36333333333334,104.91666666666667,103.06333333333333,103.37,104.86,103.15333333333335,104.58999999999999,99.07000000000001,96.31,101.22333333333331,-0.18765244347188256,-0.6992358500007688,0.10208121012902789,-0.13865728414208522,-0.18339334306716193,-0.24411988524877618,-0.07738734344968264,-0.13040583570066433,0.6771318154925635,-3.6780908942148915,-2.4163596589373877,104.34622483278899,120.27482551713301,104.77091813248,102.90859713394633,103.273187033196,104.76745657130766,103.03882537621234,104.478682783135,98.14899125217703,93.58315072663737,101.06146932683167
2014-10-01,103.47,117.4,103.77,102.21,102.65,103.95,102.5,103.75,96.61,83.83,101.25,-0.8338125359402038,-2.101400933955966,-0.7460545193687218,-0.70915096172528,-0.8116726253744266,-0.9339559706471046,-0.6205158037618785,-0.7556916013009451,0.8455114822546905,-5.7242465137202,-1.4310747663551338,103.621776398953,116.577525811988,103.923829439021,102.434531572152,102.760681993173,103.993349969132,102.63558645339,103.806982546573,98.4141640741148,91.0221905173344,101.360190343832,104.08333333333333,119.00666666666667,104.46333333333332,102.74000000000001,103.08999999999999,104.48666666666668,102.89333333333333,104.24,98.23333333333335,92.52,101.22333333333331,-0.5166119905933741,-1.4106830909633838,-0.30909646085917003,-0.42681082092115297,-0.463616456093896,-0.5617847264878018,-0.33594562404162626,-0.43327143572656396,0.24799525136004474,-5.6282429013826,-2.040082043603482,104.032653828256,118.69275579242901,104.410571570868,102.70466199528732,103.07529996461635,104.45603742489199,102.87749852481267,104.20331764342767,97.80975181043327,91.83020006771876,101.138581356416
