name,display_name,data_type,chart_type
"Imports, US, Work day adjusted, USD","Imports, US, Work day adjusted, USD",r,line
"Imports, EU, Work day adjusted, USD","Imports, EU, Work day adjusted, USD",r,line
"Imports, Japan, Work day adjusted, USD","Imports, Japan, Work day adjusted, USD",r,line
"Imports, Vietnam, Work day adjusted, USD","Imports, Vietnam, Work day adjusted, USD",r,line
"Imports, Australia, Work day adjusted, USD","Imports, Australia, Work day adjusted, USD",r,line
"Imports, Taiwan, Work day adjusted, USD","Imports, Taiwan, Work day adjusted, USD",r,line
"Imports, Saudi Arabia, Work day adjusted, USD","Imports, Saudi Arabia, Work day adjusted, USD",r,line
"Imports, Russia, Work day adjusted, USD","Imports, Russia, Work day adjusted, USD",r,line
"Imports, Malaysia, Work day adjusted, USD","Imports, Malaysia, Work day adjusted, USD",r,line
"Imports, Country, Other, Work day adjusted, USD","Imports, Country, Other, Work day adjusted, USD",r,line
"Imports, Commodity producers, Work day adjusted, USD","Imports, Commodity producers, Work day adjusted, USD",r,line
"Imports, North Asia, Work day adjusted, USD","Imports, North Asia, Work day adjusted, USD",r,line
"Exports, Semiconductors, Work day adjusted, USD","Exports, Semiconductors, Work day adjusted, USD",r,line
"Exports, Steel products, Work day adjusted, USD","Exports, Steel products, Work day adjusted, USD",r,line
"Exports, Autos, Work day adjusted, USD","Exports, Autos, Work day adjusted, USD",r,line
"Exports, Petroleum products, Work day adjusted, USD","Exports, Petroleum products, Work day adjusted, USD",r,line
"Exports, Wireless communication equipment, Work day adjusted, USD","Exports, Wireless communication equipment, Work day adjusted, USD",r,line
"Exports, Ships, Work day adjusted, USD","Exports, Ships, Work day adjusted, USD",r,line
"Exports, Automobile parts, Work day adjusted, USD","Exports, Automobile parts, Work day adjusted, USD",r,line
"Exports, Computer peripherals, Work day adjusted, USD","Exports, Computer peripherals, Work day adjusted, USD",r,line
"Exports, Precision equipment, Work day adjusted, USD","Exports, Precision equipment, Work day adjusted, USD",r,line
"Exports, Home appliances, Work day adjusted, USD","Exports, Home appliances, Work day adjusted, USD",r,line
