raw_data_name,data_type,cleaned_name
"Imports, World, Silver and Platinum(Group), Value Index",None,"Imports, World, Silver and Platinum(Group), Value, index"
"Imports, World, Soy Beans, Quantum Index",None,"Imports, World, Soy Beans, Volume, index"
"Imports, World, Soy Beans, Unit Index",None,"Imports, World, Soy Beans, Price, index"
"Imports, World, Soy Beans, Value Index",None,"Imports, World, Soy Beans, Value, index"
"Imports, World, Sporting goods, Quantum Index",None,"Imports, World, Sporting goods, Volume, index"
"Imports, World, Sporting goods, Unit Index",None,"Imports, World, Sporting goods, Price, index"
"Imports, World, Sporting goods, Value Index",None,"Imports, World, Sporting goods, Value, index"
"Imports, World, Sugar, Quantum Index",None,"Imports, World, Sugar, Volume, index"
"Imports, World, Sugar, Unit Index",None,"Imports, World, Sugar, Price, index"
"Imports, World, Sugar, Value Index",None,"Imports, World, Sugar, Value, index"
"Imports, World, Sweaters, Quantum Index",None,"Imports, World, Sweaters, Volume, index"
"Imports, World, Sweaters, Unit Index",None,"Imports, World, Sweaters, Price, index"
"Imports, World, Sweaters, Value Index",None,"Imports, World, Sweaters, Value, index"
"Imports, World, Tabacco, Quantum Index",None,"Imports, World, Tabacco, Volume, index"
"Imports, World, Tabacco, Unit Index",None,"Imports, World, Tabacco, Price, index"
"Imports, World, Tabacco, Value Index",None,"Imports, World, Tabacco, Value, index"
"Imports, World, Tabacco,Manufactured, Quantum Index",None,"Imports, World, Tabacco,Manufactured, Volume, index"
"Imports, World, Tabacco,Manufactured, Unit Index",None,"Imports, World, Tabacco,Manufactured, Price, index"
"Imports, World, Tabacco,Manufactured, Value Index",None,"Imports, World, Tabacco,Manufactured, Value, index"
"Imports, World, Telephony,telegraphy, Quantum Index",None,"Imports, World, Telephony,telegraphy, Volume, index"
"Imports, World, Telephony,telegraphy, Unit Index",None,"Imports, World, Telephony,telegraphy, Price, index"
"Imports, World, Telephony,telegraphy, Value Index",None,"Imports, World, Telephony,telegraphy, Value, index"
"Imports, World, Textile Materials, Quantum Index",None,"Imports, World, Textile Materials, Volume, index"
"Imports, World, Textile Materials, Unit Index",None,"Imports, World, Textile Materials, Price, index"
"Imports, World, Textile Materials, Value Index",None,"Imports, World, Textile Materials, Value, index"
"Imports, World, Textile Yarn,Fabrics, Quantum Index",None,"Imports, World, Textile Yarn,Fabrics, Volume, index"
"Imports, World, Textile Yarn,Fabrics, Unit Index",None,"Imports, World, Textile Yarn,Fabrics, Price, index"
"Imports, World, Textile Yarn,Fabrics, Value Index",None,"Imports, World, Textile Yarn,Fabrics, Value, index"
"Imports, World, Total, Quantum Index",None,"Imports, World, Total, Volume, index"
"Imports, World, Total, Unit Index",None,"Imports, World, Total, Price, index"
"Imports, World, Total, Value Index",None,"Imports, World, Total, Value, index"
"Imports, World, Toys,Indoor Games, Quantum Index",None,"Imports, World, Toys,Indoor Games, Volume, index"
"Imports, World, Toys,Indoor Games, Unit Index",None,"Imports, World, Toys,Indoor Games, Price, index"
"Imports, World, Toys,Indoor Games, Value Index",None,"Imports, World, Toys,Indoor Games, Value, index"
"Imports, World, Transport Equipments, Quantum Index",None,"Imports, World, Transport Equipments, Volume, index"
"Imports, World, Transport Equipments, Unit Index",None,"Imports, World, Transport Equipments, Price, index"
"Imports, World, Transport Equipments, Value Index",None,"Imports, World, Transport Equipments, Value, index"
"Imports, World, Travel goods, Quantum Index",None,"Imports, World, Travel goods, Volume, index"
"Imports, World, Travel goods, Unit Index",None,"Imports, World, Travel goods, Price, index"
"Imports, World, Travel goods, Value Index",None,"Imports, World, Travel goods, Value, index"
"Imports, World, Vegetables, Quantum Index",None,"Imports, World, Vegetables, Volume, index"
"Imports, World, Vegetables, Unit Index",None,"Imports, World, Vegetables, Price, index"
"Imports, World, Vegetables, Value Index",None,"Imports, World, Vegetables, Value, index"
"Imports, World, Video Rec or Repro App, Quantum Index",None,"Imports, World, Video Rec or Repro App, Volume, index"
"Imports, World, Video Rec or Repro App, Unit Index",None,"Imports, World, Video Rec or Repro App, Price, index"
"Imports, World, Video Rec or Repro App, Value Index",None,"Imports, World, Video Rec or Repro App, Value, index"
"Imports, World, Watch, Quantum Index",None,"Imports, World, Watch, Volume, index"
"Imports, World, Watch, Unit Index",None,"Imports, World, Watch, Price, index"
"Imports, World, Watch, Value Index",None,"Imports, World, Watch, Value, index"
"Imports, World, Wheat, Quantum Index",None,"Imports, World, Wheat, Volume, index"
"Imports, World, Wheat, Unit Index",None,"Imports, World, Wheat, Price, index"
"Imports, World, Wheat, Value Index",None,"Imports, World, Wheat, Value, index"
"Imports, World, Woman's & Girl's Dress, Quantum Index",None,"Imports, World, Woman's & Girl's Dress, Volume, index"
"Imports, World, Woman's & Girl's Dress, Unit Index",None,"Imports, World, Woman's & Girl's Dress, Price, index"
"Imports, World, Woman's & Girl's Dress, Value Index",None,"Imports, World, Woman's & Girl's Dress, Value, index"
"Imports, World, Wood and Cork Manufactres, excluding furniture, Quantum Index",None,"Imports, World, Wood and Cork Manufactres, excluding furniture, Volume, index"
"Imports, World, Wood and Cork Manufactres, excluding furniture, Unit Index",None,"Imports, World, Wood and Cork Manufactres, excluding furniture, Price, index"
"Imports, World, Wood and Cork Manufactres, excluding furniture, Value Index",None,"Imports, World, Wood and Cork Manufactres, excluding furniture, Value, index"
"Imports, World, Wood, Quantum Index",None,"Imports, World, Wood, Volume, index"
"Imports, World, Wood, Unit Index",None,"Imports, World, Wood, Price, index"
"Imports, World, Wood, Value Index",None,"Imports, World, Wood, Value, index"
"Exports, All, SA, USD bn",b,"Exports, All, Value, USD, SA"
"Imports, All, SA, USD bn",b,"Imports, All, Value, USD, SA"
"Exports, China and HK, SA, USD bn",b,"Exports, China and HK, Value, USD, SA"
"Exports, Asia tech chain, SA, USD bn",b,"Exports, Asia tech chain, Value, USD, SA"
"Exports, Taiwan, SA, USD bn",b,"Exports, Taiwan, Value, USD, SA"
"Exports, Korea, SA, USD bn",b,"Exports, Korea, Value, USD, SA"
"Exports, Vietnam, SA, USD bn",b,"Exports, Vietnam, Value, USD, SA"
"Exports, EU, SA, USD bn",b,"Exports, EU, Value, USD, SA"
"Exports, US, SA, USD bn",b,"Exports, US, Value, USD, SA"
"Exports, ASEAN, SA, USD bn",b,"Exports, ASEAN, Value, USD, SA"
"Exports, Autos, SA, USD bn",b,"Exports, Autos, Value, USD, SA"
"Exports, Semi equipment, SA, USD bn",b,"Exports, Semi equipment, Value, USD, SA"
"Exports, Semiconductors, SA, USD bn",b,"Exports, Semiconductors, Value, USD, SA"
"Imports, mineral fuels, SA, USD bn",b,"Imports, mineral fuels, Value, USD, SA"
"Exports, Semi, semiconductors and semi mfg equipment, SA, USD bn",b,"Exports, Semi, semiconductors and semi mfg equipment, Value, USD, SA"
"Exports, All, SA, JPY bn",b,"Exports, All, Value, LCU, SA"
"Imports, All, SA, JPY bn",b,"Imports, All, Value, LCU, SA"
"Exports, China and HK, SA, JPY bn",b,"Exports, China and HK, Value, LCU, SA"
"Exports, Asia tech chain, SA, JPY bn",b,"Exports, Asia tech chain, Value, LCU, SA"
"Exports, Taiwan, SA, JPY bn",b,"Exports, Taiwan, Value, LCU, SA"
"Exports, Korea, SA, JPY bn",b,"Exports, Korea, Value, LCU, SA"
"Exports, Vietnam, SA, JPY bn",b,"Exports, Vietnam, Value, LCU, SA"
"Exports, EU, SA, JPY bn",b,"Exports, EU, Value, LCU, SA"
"Exports, US, SA, JPY bn",b,"Exports, US, Value, LCU, SA"
"Exports, ASEAN, SA, JPY bn",b,"Exports, ASEAN, Value, LCU, SA"
"Exports, Autos, SA, JPY bn",b,"Exports, Autos, Value, LCU, SA"
"Exports, Semi equipment, SA, JPY bn",b,"Exports, Semi equipment, Value, LCU, SA"
"Exports, Semiconductors, SA, JPY bn",b,"Exports, Semiconductors, Value, LCU, SA"
"Imports, mineral fuels, SA, JPY bn",b,"Imports, mineral fuels, Value, LCU, SA"
"Exports, Semi, semiconductors and semi mfg equipment, SA, JPY bn",b,"Exports, Semi, semiconductors and semi mfg equipment, Value, LCU, SA"
"Exports, Asean, Total, Quantum Index, SA",None,"Exports, Asean, Total, Volume, index, SA"
"Exports, Asia Nies, Total, Quantum Index, SA",None,"Exports, Asia Nies, Total, Volume, index, SA"
"Exports, China, Total, Quantum Index, SA",None,"Exports, China, Total, Volume, index, SA"
"Exports, UK, Total, Quantum Index, SA",None,"Exports, UK, Total, Volume, index, SA"
"Exports, US, Total, Quantum Index, SA",None,"Exports, US, Total, Volume, index, SA"
"Exports, EU, Total, Quantum Index, SA",None,"Exports, EU, Total, Volume, index, SA"
"Exports, Asia, Total, Quantum Index, SA",None,"Exports, Asia, Total, Volume, index, SA"
"Exports, World, Motor Vehicles, Quantum Index, SA",None,"Exports, World, Motor Vehicles, Volume, index, SA"
"Exports, World, Electronic integrated circuits, Quantum Index, SA",None,"Exports, World, Electronic integrated circuits, Volume, index, SA"
"Exports, World, Semicon Machinery, Quantum Index, SA",None,"Exports, World, Semicon Machinery, Volume, index, SA"
"Exports, World, Total, Quantum Index, SA",None,"Exports, World, Total, Volume, index, SA"
"BOJ, Exports, Volume, Index, SA",None,"BOJ, Exports, Volume, index, SA"
"BOJ, Imports, Volume, Index, SA",None,"BOJ, Imports, Volume, index, SA"
"Real trade balance, Real trade, % of real GDP",None,"Real trade balance, Real trade, % of real GDP, Value"
"BOJ, Exports, Volume, United States, Index, SA",None,"BOJ, Exports, United States, Volume, index, SA"
"BOJ, Exports, Volume, EU, Index, SA",None,"BOJ, Exports, EU, Volume, index, SA"
"BOJ, Exports, Volume, China, Index, SA",None,"BOJ, Exports, China, Volume, index, SA"
"BOJ, Exports, Volume, NIEs, ASEAN, etc., Index, SA",None,"BOJ, Exports, NIEs, ASEAN, etc., Volume, index, SA"
"BOJ, Exports, Volume, Other countries, Index, SA",None,"BOJ, Exports, Other countries, Volume, index, SA"
"BOJ, Exports, Volume, Intermediate goods, Index, SA",None,"BOJ, Exports, Intermediate goods, Volume, index, SA"
"BOJ, Exports, Volume, Motor vehicles and related goods, Index, SA",None,"BOJ, Exports, Motor vehicles and related goods, Volume, index, SA"
"BOJ, Exports, Volume, IT-related goods, Index, SA",None,"BOJ, Exports, IT-related goods, Volume, index, SA"
"BOJ, Exports, Volume, Capital goods, Index, SA",None,"BOJ, Exports, Capital goods, Volume, index, SA"
"BOJ, Exports, Volume, Other goods, Index, SA",None,"BOJ, Exports, Other goods, Volume, index, SA"
"Trade balance, SA, JPY bn",b,"Trade balance, Value, LCU, SA"
"Trade balance, SA, USD bn",b,"Trade balance, Value, USD, SA"
"Exports, US, % of total",None,"Exports, US, Value, % of total"
"Exports, EU, % of total",None,"Exports, EU, Value, % of total"
"Exports, Asia tech chain, % of total",None,"Exports, Asia tech chain, Value, % of total"
"Exports, China and HK, % of total",None,"Exports, China and HK, Value, % of total"
"Exports, % of GDP",p,"Exports, Value, % of GDP"
"Trade balance, % of GDP",p,"Trade balance, Value, % of GDP"
"Exports, All, USD bn, 3mma",b,"Exports, All, USD, 3mma, Value"
"Imports, All, USD bn, 3mma",b,"Imports, All, USD, 3mma, Value"
"Exports, China and HK, USD bn, 3mma",b,"Exports, China and HK, USD, 3mma, Value"
"Exports, Asia tech chain, USD bn, 3mma",b,"Exports, Asia tech chain, USD, 3mma, Value"
"Exports, Taiwan, USD bn, 3mma",b,"Exports, Taiwan, USD, 3mma, Value"
"Exports, Korea, USD bn, 3mma",b,"Exports, Korea, USD, 3mma, Value"
"Exports, Vietnam, USD bn, 3mma",b,"Exports, Vietnam, USD, 3mma, Value"
"Exports, EU, USD bn, 3mma",b,"Exports, EU, USD, 3mma, Value"
"Exports, US, USD bn, 3mma",b,"Exports, US, USD, 3mma, Value"
"Exports, ASEAN, USD bn, 3mma",b,"Exports, ASEAN, USD, 3mma, Value"
"Exports, Autos, USD bn, 3mma",b,"Exports, Autos, USD, 3mma, Value"
"Exports, Semi equipment, USD bn, 3mma",b,"Exports, Semi equipment, USD, 3mma, Value"
"Exports, Semiconductors, USD bn, 3mma",b,"Exports, Semiconductors, USD, 3mma, Value"
"Imports, mineral fuels, USD bn, 3mma",b,"Imports, mineral fuels, USD, 3mma, Value"
"Trade balance, USD bn, 3mma",b,"Trade balance, USD, 3mma, Value"
"Exports, Semi, semiconductors and semi mfg equipment, USD bn, 3mma",b,"Exports, Semi, semiconductors and semi mfg equipment, USD, 3mma, Value"
"Exports, All, JPY bn, 3mma",b,"Exports, All, LCU, 3mma, Value"
"Imports, All, JPY bn, 3mma",b,"Imports, All, LCU, 3mma, Value"
"Exports, China and HK, JPY bn, 3mma",b,"Exports, China and HK, LCU, 3mma, Value"
"Exports, Asia tech chain, JPY bn, 3mma",b,"Exports, Asia tech chain, LCU, 3mma, Value"
"Exports, Taiwan, JPY bn, 3mma",b,"Exports, Taiwan, LCU, 3mma, Value"
"Exports, Korea, JPY bn, 3mma",b,"Exports, Korea, LCU, 3mma, Value"
"Exports, Vietnam, JPY bn, 3mma",b,"Exports, Vietnam, LCU, 3mma, Value"
"Exports, EU, JPY bn, 3mma",b,"Exports, EU, LCU, 3mma, Value"
"Exports, US, JPY bn, 3mma",b,"Exports, US, LCU, 3mma, Value"
"Exports, ASEAN, JPY bn, 3mma",b,"Exports, ASEAN, LCU, 3mma, Value"
"Exports, Autos, JPY bn, 3mma",b,"Exports, Autos, LCU, 3mma, Value"
"Exports, Semi equipment, JPY bn, 3mma",b,"Exports, Semi equipment, LCU, 3mma, Value"
"Exports, Semiconductors, JPY bn, 3mma",b,"Exports, Semiconductors, LCU, 3mma, Value"
"Imports, mineral fuels, JPY bn, 3mma",b,"Imports, mineral fuels, LCU, 3mma, Value"
"Trade balance, JPY bn, 3mma",b,"Trade balance, LCU, 3mma, Value"
"Exports, Semi, semiconductors and semi mfg equipment, JPY bn, 3mma",b,"Exports, Semi, semiconductors and semi mfg equipment, LCU, 3mma, Value"
"Exports, Asean, Chemicals, Quantum Index, 3mma",None,"Exports, Asean, Chemicals, 3mma, Volume, index"
"Exports, Asean, Chemicals, Unit Index, 3mma",None,"Exports, Asean, Chemicals, Price, 3mma, index"
"Exports, Asean, Chemicals, Value Index, 3mma",None,"Exports, Asean, Chemicals, Value, 3mma, index"
"Exports, Asean, Food-stuff, Quantum Index, 3mma",None,"Exports, Asean, Food-stuff, 3mma, Volume, index"
"Exports, Asean, Food-stuff, Unit Index, 3mma",None,"Exports, Asean, Food-stuff, Price, 3mma, index"
"Exports, Asean, Food-stuff, Value Index, 3mma",None,"Exports, Asean, Food-stuff, Value, 3mma, index"
"Exports, Asean, Machinery & Equipment, Quantum Index, 3mma",None,"Exports, Asean, Machinery & Equipment, 3mma, Volume, index"
"Exports, Asean, Machinery & Equipment, Unit Index, 3mma",None,"Exports, Asean, Machinery & Equipment, Price, 3mma, index"
"Exports, Asean, Machinery & Equipment, Value Index, 3mma",None,"Exports, Asean, Machinery & Equipment, Value, 3mma, index"
"Exports, Asean, Manufs, Quantum Index, 3mma",None,"Exports, Asean, Manufs, 3mma, Volume, index"
"Exports, Asean, Manufs, Unit Index, 3mma",None,"Exports, Asean, Manufs, Price, 3mma, index"
"Exports, Asean, Manufs, Value Index, 3mma",None,"Exports, Asean, Manufs, Value, 3mma, index"
"Exports, Asean, Metals, Quantum Index, 3mma",None,"Exports, Asean, Metals, 3mma, Volume, index"
"Exports, Asean, Metals, Unit Index, 3mma",None,"Exports, Asean, Metals, Price, 3mma, index"
"Exports, Asean, Metals, Value Index, 3mma",None,"Exports, Asean, Metals, Value, 3mma, index"
"Exports, Asean, Miscellaneous, Quantum Index, 3mma",None,"Exports, Asean, Miscellaneous, 3mma, Volume, index"
"Exports, Asean, Miscellaneous, Unit Index, 3mma",None,"Exports, Asean, Miscellaneous, Price, 3mma, index"
"Exports, Asean, Miscellaneous, Value Index, 3mma",None,"Exports, Asean, Miscellaneous, Value, 3mma, index"
"Exports, Asean, Non-Mtl.Min.Manufs, Quantum Index, 3mma",None,"Exports, Asean, Non-Mtl.Min.Manufs, 3mma, Volume, index"
"Exports, Asean, Non-Mtl.Min.Manufs, Unit Index, 3mma",None,"Exports, Asean, Non-Mtl.Min.Manufs, Price, 3mma, index"
"Exports, Asean, Non-Mtl.Min.Manufs, Value Index, 3mma",None,"Exports, Asean, Non-Mtl.Min.Manufs, Value, 3mma, index"
"Exports, Asean, Raw Materials, Quantum Index, 3mma",None,"Exports, Asean, Raw Materials, 3mma, Volume, index"
"Exports, Asean, Raw Materials, Unit Index, 3mma",None,"Exports, Asean, Raw Materials, Price, 3mma, index"
"Exports, Asean, Raw Materials, Value Index, 3mma",None,"Exports, Asean, Raw Materials, Value, 3mma, index"
"Exports, Asean, Textiles, Quantum Index, 3mma",None,"Exports, Asean, Textiles, 3mma, Volume, index"
"Exports, Asean, Textiles, Unit Index, 3mma",None,"Exports, Asean, Textiles, Price, 3mma, index"
"Exports, Asean, Textiles, Value Index, 3mma",None,"Exports, Asean, Textiles, Value, 3mma, index"
"Exports, Asean, Total, Quantum Index, 3mma",None,"Exports, Asean, Total, 3mma, Volume, index"
"Exports, Asean, Total, Unit Index, 3mma",None,"Exports, Asean, Total, Price, 3mma, index"
"Exports, Asean, Total, Value Index, 3mma",None,"Exports, Asean, Total, Value, 3mma, index"
"Exports, Asia Nies, Chemicals, Quantum Index, 3mma",None,"Exports, Asia Nies, Chemicals, 3mma, Volume, index"
"Exports, Asia Nies, Chemicals, Unit Index, 3mma",None,"Exports, Asia Nies, Chemicals, Price, 3mma, index"
"Exports, Asia Nies, Chemicals, Value Index, 3mma",None,"Exports, Asia Nies, Chemicals, Value, 3mma, index"
"Exports, Asia Nies, Food-stuff, Quantum Index, 3mma",None,"Exports, Asia Nies, Food-stuff, 3mma, Volume, index"
"Exports, Asia Nies, Food-stuff, Unit Index, 3mma",None,"Exports, Asia Nies, Food-stuff, Price, 3mma, index"
"Exports, Asia Nies, Food-stuff, Value Index, 3mma",None,"Exports, Asia Nies, Food-stuff, Value, 3mma, index"
"Exports, Asia Nies, Machinery & Equipment, Quantum Index, 3mma",None,"Exports, Asia Nies, Machinery & Equipment, 3mma, Volume, index"
"Exports, Asia Nies, Machinery & Equipment, Unit Index, 3mma",None,"Exports, Asia Nies, Machinery & Equipment, Price, 3mma, index"
"Exports, Asia Nies, Machinery & Equipment, Value Index, 3mma",None,"Exports, Asia Nies, Machinery & Equipment, Value, 3mma, index"
"Exports, Asia Nies, Manufs, Quantum Index, 3mma",None,"Exports, Asia Nies, Manufs, 3mma, Volume, index"
"Exports, Asia Nies, Manufs, Unit Index, 3mma",None,"Exports, Asia Nies, Manufs, Price, 3mma, index"
"Exports, Asia Nies, Manufs, Value Index, 3mma",None,"Exports, Asia Nies, Manufs, Value, 3mma, index"
"Exports, Asia Nies, Metals, Quantum Index, 3mma",None,"Exports, Asia Nies, Metals, 3mma, Volume, index"
"Exports, Asia Nies, Metals, Unit Index, 3mma",None,"Exports, Asia Nies, Metals, Price, 3mma, index"
"Exports, Asia Nies, Metals, Value Index, 3mma",None,"Exports, Asia Nies, Metals, Value, 3mma, index"
"Exports, Asia Nies, Miscellaneous, Quantum Index, 3mma",None,"Exports, Asia Nies, Miscellaneous, 3mma, Volume, index"
"Exports, Asia Nies, Miscellaneous, Unit Index, 3mma",None,"Exports, Asia Nies, Miscellaneous, Price, 3mma, index"
"Exports, Asia Nies, Miscellaneous, Value Index, 3mma",None,"Exports, Asia Nies, Miscellaneous, Value, 3mma, index"
"Exports, Asia Nies, Non-Mtl.Min.Manufs, Quantum Index, 3mma",None,"Exports, Asia Nies, Non-Mtl.Min.Manufs, 3mma, Volume, index"
"Exports, Asia Nies, Non-Mtl.Min.Manufs, Unit Index, 3mma",None,"Exports, Asia Nies, Non-Mtl.Min.Manufs, Price, 3mma, index"
"Exports, Asia Nies, Non-Mtl.Min.Manufs, Value Index, 3mma",None,"Exports, Asia Nies, Non-Mtl.Min.Manufs, Value, 3mma, index"
"Exports, Asia Nies, Raw Materials, Quantum Index, 3mma",None,"Exports, Asia Nies, Raw Materials, 3mma, Volume, index"
"Exports, Asia Nies, Raw Materials, Unit Index, 3mma",None,"Exports, Asia Nies, Raw Materials, Price, 3mma, index"
"Exports, Asia Nies, Raw Materials, Value Index, 3mma",None,"Exports, Asia Nies, Raw Materials, Value, 3mma, index"
"Exports, Asia Nies, Textiles, Quantum Index, 3mma",None,"Exports, Asia Nies, Textiles, 3mma, Volume, index"
"Exports, Asia Nies, Textiles, Unit Index, 3mma",None,"Exports, Asia Nies, Textiles, Price, 3mma, index"
"Exports, Asia Nies, Textiles, Value Index, 3mma",None,"Exports, Asia Nies, Textiles, Value, 3mma, index"
"Exports, Asia Nies, Total, Quantum Index, 3mma",None,"Exports, Asia Nies, Total, 3mma, Volume, index"
"Exports, Asia Nies, Total, Unit Index, 3mma",None,"Exports, Asia Nies, Total, Price, 3mma, index"
"Exports, Asia Nies, Total, Value Index, 3mma",None,"Exports, Asia Nies, Total, Value, 3mma, index"
"Exports, Asia, Chemicals, Quantum Index, 3mma",None,"Exports, Asia, Chemicals, 3mma, Volume, index"
"Exports, Asia, Chemicals, Unit Index, 3mma",None,"Exports, Asia, Chemicals, Price, 3mma, index"
"Exports, Asia, Chemicals, Value Index, 3mma",None,"Exports, Asia, Chemicals, Value, 3mma, index"
"Exports, Asia, Food-stuff, Quantum Index, 3mma",None,"Exports, Asia, Food-stuff, 3mma, Volume, index"
"Exports, Asia, Food-stuff, Unit Index, 3mma",None,"Exports, Asia, Food-stuff, Price, 3mma, index"
"Exports, Asia, Food-stuff, Value Index, 3mma",None,"Exports, Asia, Food-stuff, Value, 3mma, index"
"Exports, Asia, Machinery & Equipment, Quantum Index, 3mma",None,"Exports, Asia, Machinery & Equipment, 3mma, Volume, index"
"Exports, Asia, Machinery & Equipment, Unit Index, 3mma",None,"Exports, Asia, Machinery & Equipment, Price, 3mma, index"
"Exports, Asia, Machinery & Equipment, Value Index, 3mma",None,"Exports, Asia, Machinery & Equipment, Value, 3mma, index"
"Exports, Asia, Manufs, Quantum Index, 3mma",None,"Exports, Asia, Manufs, 3mma, Volume, index"
"Exports, Asia, Manufs, Unit Index, 3mma",None,"Exports, Asia, Manufs, Price, 3mma, index"
"Exports, Asia, Manufs, Value Index, 3mma",None,"Exports, Asia, Manufs, Value, 3mma, index"
"Exports, Asia, Metals, Quantum Index, 3mma",None,"Exports, Asia, Metals, 3mma, Volume, index"
"Exports, Asia, Metals, Unit Index, 3mma",None,"Exports, Asia, Metals, Price, 3mma, index"
"Exports, Asia, Metals, Value Index, 3mma",None,"Exports, Asia, Metals, Value, 3mma, index"
"Exports, Asia, Miscellaneous, Quantum Index, 3mma",None,"Exports, Asia, Miscellaneous, 3mma, Volume, index"
"Exports, Asia, Miscellaneous, Unit Index, 3mma",None,"Exports, Asia, Miscellaneous, Price, 3mma, index"
"Exports, Asia, Miscellaneous, Value Index, 3mma",None,"Exports, Asia, Miscellaneous, Value, 3mma, index"
"Exports, Asia, Non-Mtl.Min.Manufs, Quantum Index, 3mma",None,"Exports, Asia, Non-Mtl.Min.Manufs, 3mma, Volume, index"
"Exports, Asia, Non-Mtl.Min.Manufs, Unit Index, 3mma",None,"Exports, Asia, Non-Mtl.Min.Manufs, Price, 3mma, index"
"Exports, Asia, Non-Mtl.Min.Manufs, Value Index, 3mma",None,"Exports, Asia, Non-Mtl.Min.Manufs, Value, 3mma, index"
"Exports, Asia, Raw Materials, Quantum Index, 3mma",None,"Exports, Asia, Raw Materials, 3mma, Volume, index"
"Exports, Asia, Raw Materials, Unit Index, 3mma",None,"Exports, Asia, Raw Materials, Price, 3mma, index"
"Exports, Asia, Raw Materials, Value Index, 3mma",None,"Exports, Asia, Raw Materials, Value, 3mma, index"
"Exports, Asia, Textiles, Quantum Index, 3mma",None,"Exports, Asia, Textiles, 3mma, Volume, index"
"Exports, Asia, Textiles, Unit Index, 3mma",None,"Exports, Asia, Textiles, Price, 3mma, index"
"Exports, Asia, Textiles, Value Index, 3mma",None,"Exports, Asia, Textiles, Value, 3mma, index"
"Exports, Asia, Total, Quantum Index, 3mma",None,"Exports, Asia, Total, 3mma, Volume, index"
"Exports, Asia, Total, Unit Index, 3mma",None,"Exports, Asia, Total, Price, 3mma, index"
"Exports, Asia, Total, Value Index, 3mma",None,"Exports, Asia, Total, Value, 3mma, index"
"Exports, China, Chemicals, Quantum Index, 3mma",None,"Exports, China, Chemicals, 3mma, Volume, index"
"Exports, China, Chemicals, Unit Index, 3mma",None,"Exports, China, Chemicals, Price, 3mma, index"
"Exports, China, Chemicals, Value Index, 3mma",None,"Exports, China, Chemicals, Value, 3mma, index"
"Exports, China, Food-stuff, Quantum Index, 3mma",None,"Exports, China, Food-stuff, 3mma, Volume, index"
"Exports, China, Food-stuff, Unit Index, 3mma",None,"Exports, China, Food-stuff, Price, 3mma, index"
"Exports, China, Food-stuff, Value Index, 3mma",None,"Exports, China, Food-stuff, Value, 3mma, index"
"Exports, China, Machinery & Equipment, Quantum Index, 3mma",None,"Exports, China, Machinery & Equipment, 3mma, Volume, index"
"Exports, China, Machinery & Equipment, Unit Index, 3mma",None,"Exports, China, Machinery & Equipment, Price, 3mma, index"
"Exports, China, Machinery & Equipment, Value Index, 3mma",None,"Exports, China, Machinery & Equipment, Value, 3mma, index"
"Exports, China, Manufs, Quantum Index, 3mma",None,"Exports, China, Manufs, 3mma, Volume, index"
"Exports, China, Manufs, Unit Index, 3mma",None,"Exports, China, Manufs, Price, 3mma, index"
"Exports, China, Manufs, Value Index, 3mma",None,"Exports, China, Manufs, Value, 3mma, index"
"Exports, China, Metals, Quantum Index, 3mma",None,"Exports, China, Metals, 3mma, Volume, index"
"Exports, China, Metals, Unit Index, 3mma",None,"Exports, China, Metals, Price, 3mma, index"
"Exports, China, Metals, Value Index, 3mma",None,"Exports, China, Metals, Value, 3mma, index"
"Exports, China, Miscellaneous, Quantum Index, 3mma",None,"Exports, China, Miscellaneous, 3mma, Volume, index"
"Exports, China, Miscellaneous, Unit Index, 3mma",None,"Exports, China, Miscellaneous, Price, 3mma, index"
"Exports, China, Miscellaneous, Value Index, 3mma",None,"Exports, China, Miscellaneous, Value, 3mma, index"
"Exports, China, Non-Mtl.Min.Manufs, Quantum Index, 3mma",None,"Exports, China, Non-Mtl.Min.Manufs, 3mma, Volume, index"
"Exports, China, Non-Mtl.Min.Manufs, Unit Index, 3mma",None,"Exports, China, Non-Mtl.Min.Manufs, Price, 3mma, index"
"Exports, China, Non-Mtl.Min.Manufs, Value Index, 3mma",None,"Exports, China, Non-Mtl.Min.Manufs, Value, 3mma, index"
"Exports, China, Raw Materials, Quantum Index, 3mma",None,"Exports, China, Raw Materials, 3mma, Volume, index"
"Exports, China, Raw Materials, Unit Index, 3mma",None,"Exports, China, Raw Materials, Price, 3mma, index"
"Exports, China, Raw Materials, Value Index, 3mma",None,"Exports, China, Raw Materials, Value, 3mma, index"
"Exports, China, Textiles, Quantum Index, 3mma",None,"Exports, China, Textiles, 3mma, Volume, index"
"Exports, China, Textiles, Unit Index, 3mma",None,"Exports, China, Textiles, Price, 3mma, index"
"Exports, China, Textiles, Value Index, 3mma",None,"Exports, China, Textiles, Value, 3mma, index"
"Exports, China, Total, Quantum Index, 3mma",None,"Exports, China, Total, 3mma, Volume, index"
"Exports, China, Total, Unit Index, 3mma",None,"Exports, China, Total, Price, 3mma, index"
"Exports, China, Total, Value Index, 3mma",None,"Exports, China, Total, Value, 3mma, index"
"Exports, EU, Chemicals, Quantum Index, 3mma",None,"Exports, EU, Chemicals, 3mma, Volume, index"
"Exports, EU, Chemicals, Unit Index, 3mma",None,"Exports, EU, Chemicals, Price, 3mma, index"
"Exports, EU, Chemicals, Value Index, 3mma",None,"Exports, EU, Chemicals, Value, 3mma, index"
