raw_data_name,data_type,cleaned_name
"Taiwan, Exports, HS, 8542, TWD bn",b,"Taiwan, Exports, HS, 8542, Value, LCU"
"Taiwan, Exports, HS, 8543, TWD bn",b,"Taiwan, Exports, HS, 8543, Value, LCU"
"Taiwan, Exports, HS, 8544, TWD bn",b,"Taiwan, Exports, HS, 8544, Value, LCU"
"Taiwan, Exports, HS, 8545, TWD bn",b,"Taiwan, Exports, HS, 8545, Value, LCU"
"Taiwan, Exports, HS, 8546, TWD bn",b,"Taiwan, Exports, HS, 8546, Value, LCU"
"Taiwan, Exports, HS, 8547, TWD bn",b,"Taiwan, Exports, HS, 8547, Value, LCU"
"Taiwan, Exports, HS, 8548, TWD bn",b,"Taiwan, Exports, HS, 8548, Value, LCU"
"Taiwan, Exports, HS, 8549, TWD bn",b,"Taiwan, Exports, HS, 8549, Value, LCU"
"Taiwan, Exports, HS, Impo, TWD bn",b,"Taiwan, Exports, HS, Impo, Value, LCU"
"Taiwan, Exports, HS, 8541 and 8542, TWD bn",b,"Taiwan, Exports, HS, 8541 and 8542, Value, LCU"
"Taiwan, Exports, HS, 8541 and 8542 and 8471, TWD bn",b,"Taiwan, Exports, HS, 8541 and 8542 and 8471, Value, LCU"
"Taiwan, Exports, HS, 8541 and 8542 and 847180, TWD bn",b,"Taiwan, Exports, HS, 8541 and 8542 and 847180, Value, LCU"
"Taiwan, Exports, Africa, TWD bn",b,"Taiwan, Exports, Africa, Value, LCU"
"Taiwan, Exports, Albania, TWD bn",b,"Taiwan, Exports, Albania, Value, LCU"
"Taiwan, Exports, Asia, TWD bn",b,"Taiwan, Exports, Asia, Value, LCU"
"Taiwan, Exports, Australia, TWD bn",b,"Taiwan, Exports, Australia, Value, LCU"
"Taiwan, Exports, Austria, TWD bn",b,"Taiwan, Exports, Austria, Value, LCU"
"Taiwan, Exports, Belarus, TWD bn",b,"Taiwan, Exports, Belarus, Value, LCU"
"Taiwan, Exports, Belgium, TWD bn",b,"Taiwan, Exports, Belgium, Value, LCU"
"Taiwan, Exports, Bhutan, TWD bn",b,"Taiwan, Exports, Bhutan, Value, LCU"
"Taiwan, Exports, BosniaandHerzegovina, TWD bn",b,"Taiwan, Exports, BosniaandHerzegovina, Value, LCU"
"Taiwan, Exports, Brunei, TWD bn",b,"Taiwan, Exports, Brunei, Value, LCU"
"Taiwan, Exports, Bulgaria, TWD bn",b,"Taiwan, Exports, Bulgaria, Value, LCU"
"Taiwan, Exports, Cambodia, TWD bn",b,"Taiwan, Exports, Cambodia, Value, LCU"
"Taiwan, Exports, Canada, TWD bn",b,"Taiwan, Exports, Canada, Value, LCU"
"Taiwan, Exports, Central America, TWD bn",b,"Taiwan, Exports, Central America, Value, LCU"
"Taiwan, Exports, China, TWD bn",b,"Taiwan, Exports, China, Value, LCU"
"Taiwan, Exports, Croatia, TWD bn",b,"Taiwan, Exports, Croatia, Value, LCU"
"Taiwan, Exports, CzechRepublic, TWD bn",b,"Taiwan, Exports, CzechRepublic, Value, LCU"
"Taiwan, Exports, Denmark, TWD bn",b,"Taiwan, Exports, Denmark, Value, LCU"
"Taiwan, Exports, Estonia, TWD bn",b,"Taiwan, Exports, Estonia, Value, LCU"
"Taiwan, Exports, Europe, TWD bn",b,"Taiwan, Exports, Europe, Value, LCU"
"Taiwan, Exports, Finland, TWD bn",b,"Taiwan, Exports, Finland, Value, LCU"
"Taiwan, Exports, France, TWD bn",b,"Taiwan, Exports, France, Value, LCU"
"Taiwan, Exports, Germany, TWD bn",b,"Taiwan, Exports, Germany, Value, LCU"
"Taiwan, Exports, Greece, TWD bn",b,"Taiwan, Exports, Greece, Value, LCU"
"Taiwan, Exports, Hong Kong, TWD bn",b,"Taiwan, Exports, Hong Kong, Value, LCU"
"Taiwan, Exports, Hungary, TWD bn",b,"Taiwan, Exports, Hungary, Value, LCU"
"Taiwan, Exports, Iceland, TWD bn",b,"Taiwan, Exports, Iceland, Value, LCU"
"Taiwan, Exports, Indonesia, TWD bn",b,"Taiwan, Exports, Indonesia, Value, LCU"
"Taiwan, Exports, Ireland, TWD bn",b,"Taiwan, Exports, Ireland, Value, LCU"
"Taiwan, Exports, Italy, TWD bn",b,"Taiwan, Exports, Italy, Value, LCU"
"Taiwan, Exports, Japan, TWD bn",b,"Taiwan, Exports, Japan, Value, LCU"
"Taiwan, Exports, Korea, TWD bn",b,"Taiwan, Exports, Korea, Value, LCU"
"Taiwan, Exports, Laos, TWD bn",b,"Taiwan, Exports, Laos, Value, LCU"
"Taiwan, Exports, Latvia, TWD bn",b,"Taiwan, Exports, Latvia, Value, LCU"
"Taiwan, Exports, Lithuania, TWD bn",b,"Taiwan, Exports, Lithuania, Value, LCU"
"Taiwan, Exports, Luxembourg, TWD bn",b,"Taiwan, Exports, Luxembourg, Value, LCU"
"Taiwan, Exports, Malaysia, TWD bn",b,"Taiwan, Exports, Malaysia, Value, LCU"
"Taiwan, Exports, Malta, TWD bn",b,"Taiwan, Exports, Malta, Value, LCU"
"Taiwan, Exports, Middle East, TWD bn",b,"Taiwan, Exports, Middle East, Value, LCU"
"Taiwan, Exports, Moldova, TWD bn",b,"Taiwan, Exports, Moldova, Value, LCU"
"Taiwan, Exports, Monaco, TWD bn",b,"Taiwan, Exports, Monaco, Value, LCU"
"Taiwan, Exports, Montenegro, TWD bn",b,"Taiwan, Exports, Montenegro, Value, LCU"
"Taiwan, Exports, Myanmar, TWD bn",b,"Taiwan, Exports, Myanmar, Value, LCU"
"Taiwan, Exports, Netherlands, TWD bn",b,"Taiwan, Exports, Netherlands, Value, LCU"
"Taiwan, Exports, New Zealand, TWD bn",b,"Taiwan, Exports, New Zealand, Value, LCU"
"Taiwan, Exports, North America, TWD bn",b,"Taiwan, Exports, North America, Value, LCU"
"Taiwan, Exports, NorthMacedonia, TWD bn",b,"Taiwan, Exports, NorthMacedonia, Value, LCU"
"Taiwan, Exports, Norway, TWD bn",b,"Taiwan, Exports, Norway, Value, LCU"
"Taiwan, Exports, Oceania, TWD bn",b,"Taiwan, Exports, Oceania, Value, LCU"
"Taiwan, Exports, Philippines, TWD bn",b,"Taiwan, Exports, Philippines, Value, LCU"
"Taiwan, Exports, Poland, TWD bn",b,"Taiwan, Exports, Poland, Value, LCU"
"Taiwan, Exports, Portugal, TWD bn",b,"Taiwan, Exports, Portugal, Value, LCU"
"Taiwan, Exports, Romania, TWD bn",b,"Taiwan, Exports, Romania, Value, LCU"
"Taiwan, Exports, Russia, TWD bn",b,"Taiwan, Exports, Russia, Value, LCU"
"Taiwan, Exports, Serbia, TWD bn",b,"Taiwan, Exports, Serbia, Value, LCU"
"Taiwan, Exports, Singapore, TWD bn",b,"Taiwan, Exports, Singapore, Value, LCU"
"Taiwan, Exports, Slovakia, TWD bn",b,"Taiwan, Exports, Slovakia, Value, LCU"
"Taiwan, Exports, Slovenia, TWD bn",b,"Taiwan, Exports, Slovenia, Value, LCU"
"Taiwan, Exports, South America, TWD bn",b,"Taiwan, Exports, South America, Value, LCU"
"Taiwan, Exports, Spain, TWD bn",b,"Taiwan, Exports, Spain, Value, LCU"
"Taiwan, Exports, Sweden, TWD bn",b,"Taiwan, Exports, Sweden, Value, LCU"
"Taiwan, Exports, Switzerland, TWD bn",b,"Taiwan, Exports, Switzerland, Value, LCU"
"Taiwan, Exports, Thailand, TWD bn",b,"Taiwan, Exports, Thailand, Value, LCU"
"Taiwan, Exports, UK, TWD bn",b,"Taiwan, Exports, UK, Value, LCU"
"Taiwan, Exports, US, TWD bn",b,"Taiwan, Exports, US, Value, LCU"
"Taiwan, Exports, Ukraine, TWD bn",b,"Taiwan, Exports, Ukraine, Value, LCU"
"Taiwan, Exports, Vietnam, TWD bn",b,"Taiwan, Exports, Vietnam, Value, LCU"
"Taiwan, Imports, Africa, TWD bn",b,"Taiwan, Imports, Africa, Value, LCU"
"Taiwan, Imports, Albania, TWD bn",b,"Taiwan, Imports, Albania, Value, LCU"
"Taiwan, Imports, Asia, TWD bn",b,"Taiwan, Imports, Asia, Value, LCU"
"Taiwan, Imports, Australia, TWD bn",b,"Taiwan, Imports, Australia, Value, LCU"
"Taiwan, Imports, Austria, TWD bn",b,"Taiwan, Imports, Austria, Value, LCU"
"Taiwan, Imports, Belarus, TWD bn",b,"Taiwan, Imports, Belarus, Value, LCU"
"Taiwan, Imports, Belgium, TWD bn",b,"Taiwan, Imports, Belgium, Value, LCU"
"Taiwan, Imports, Bhutan, TWD bn",b,"Taiwan, Imports, Bhutan, Value, LCU"
"Taiwan, Imports, BosniaandHerzegovina, TWD bn",b,"Taiwan, Imports, BosniaandHerzegovina, Value, LCU"
"Taiwan, Imports, Brunei, TWD bn",b,"Taiwan, Imports, Brunei, Value, LCU"
"Taiwan, Imports, Bulgaria, TWD bn",b,"Taiwan, Imports, Bulgaria, Value, LCU"
"Taiwan, Imports, Cambodia, TWD bn",b,"Taiwan, Imports, Cambodia, Value, LCU"
"Taiwan, Imports, Canada, TWD bn",b,"Taiwan, Imports, Canada, Value, LCU"
"Taiwan, Imports, Central America, TWD bn",b,"Taiwan, Imports, Central America, Value, LCU"
"Taiwan, Imports, China, TWD bn",b,"Taiwan, Imports, China, Value, LCU"
"Taiwan, Imports, Croatia, TWD bn",b,"Taiwan, Imports, Croatia, Value, LCU"
"Taiwan, Imports, CzechRepublic, TWD bn",b,"Taiwan, Imports, CzechRepublic, Value, LCU"
"Taiwan, Imports, Denmark, TWD bn",b,"Taiwan, Imports, Denmark, Value, LCU"
"Taiwan, Imports, Estonia, TWD bn",b,"Taiwan, Imports, Estonia, Value, LCU"
"Taiwan, Imports, Europe, TWD bn",b,"Taiwan, Imports, Europe, Value, LCU"
"Taiwan, Imports, Finland, TWD bn",b,"Taiwan, Imports, Finland, Value, LCU"
"Taiwan, Imports, France, TWD bn",b,"Taiwan, Imports, France, Value, LCU"
"Taiwan, Imports, Germany, TWD bn",b,"Taiwan, Imports, Germany, Value, LCU"
"Taiwan, Imports, Greece, TWD bn",b,"Taiwan, Imports, Greece, Value, LCU"
"Taiwan, Imports, Hong Kong, TWD bn",b,"Taiwan, Imports, Hong Kong, Value, LCU"
"Taiwan, Imports, Hungary, TWD bn",b,"Taiwan, Imports, Hungary, Value, LCU"
"Taiwan, Imports, Iceland, TWD bn",b,"Taiwan, Imports, Iceland, Value, LCU"
"Taiwan, Imports, Indonesia, TWD bn",b,"Taiwan, Imports, Indonesia, Value, LCU"
"Taiwan, Imports, Ireland, TWD bn",b,"Taiwan, Imports, Ireland, Value, LCU"
"Taiwan, Imports, Italy, TWD bn",b,"Taiwan, Imports, Italy, Value, LCU"
"Taiwan, Imports, Japan, TWD bn",b,"Taiwan, Imports, Japan, Value, LCU"
"Taiwan, Imports, Korea, TWD bn",b,"Taiwan, Imports, Korea, Value, LCU"
"Taiwan, Imports, Laos, TWD bn",b,"Taiwan, Imports, Laos, Value, LCU"
"Taiwan, Imports, Latvia, TWD bn",b,"Taiwan, Imports, Latvia, Value, LCU"
"Taiwan, Imports, Lithuania, TWD bn",b,"Taiwan, Imports, Lithuania, Value, LCU"
"Taiwan, Imports, Luxembourg, TWD bn",b,"Taiwan, Imports, Luxembourg, Value, LCU"
"Taiwan, Imports, Malaysia, TWD bn",b,"Taiwan, Imports, Malaysia, Value, LCU"
"Taiwan, Imports, Malta, TWD bn",b,"Taiwan, Imports, Malta, Value, LCU"
"Taiwan, Imports, Middle East, TWD bn",b,"Taiwan, Imports, Middle East, Value, LCU"
"Taiwan, Imports, Moldova, TWD bn",b,"Taiwan, Imports, Moldova, Value, LCU"
"Taiwan, Imports, Monaco, TWD bn",b,"Taiwan, Imports, Monaco, Value, LCU"
"Taiwan, Imports, Montenegro, TWD bn",b,"Taiwan, Imports, Montenegro, Value, LCU"
"Taiwan, Imports, Myanmar, TWD bn",b,"Taiwan, Imports, Myanmar, Value, LCU"
"Taiwan, Imports, Netherlands, TWD bn",b,"Taiwan, Imports, Netherlands, Value, LCU"
"Taiwan, Imports, New Zealand, TWD bn",b,"Taiwan, Imports, New Zealand, Value, LCU"
"Taiwan, Imports, North America, TWD bn",b,"Taiwan, Imports, North America, Value, LCU"
"Taiwan, Imports, NorthMacedonia, TWD bn",b,"Taiwan, Imports, NorthMacedonia, Value, LCU"
"Taiwan, Imports, Norway, TWD bn",b,"Taiwan, Imports, Norway, Value, LCU"
"Taiwan, Imports, Oceania, TWD bn",b,"Taiwan, Imports, Oceania, Value, LCU"
"Taiwan, Imports, Philippines, TWD bn",b,"Taiwan, Imports, Philippines, Value, LCU"
"Taiwan, Imports, Poland, TWD bn",b,"Taiwan, Imports, Poland, Value, LCU"
"Taiwan, Imports, Portugal, TWD bn",b,"Taiwan, Imports, Portugal, Value, LCU"
"Taiwan, Imports, Romania, TWD bn",b,"Taiwan, Imports, Romania, Value, LCU"
"Taiwan, Imports, Russia, TWD bn",b,"Taiwan, Imports, Russia, Value, LCU"
"Taiwan, Imports, Serbia, TWD bn",b,"Taiwan, Imports, Serbia, Value, LCU"
"Taiwan, Imports, Singapore, TWD bn",b,"Taiwan, Imports, Singapore, Value, LCU"
"Taiwan, Imports, Slovakia, TWD bn",b,"Taiwan, Imports, Slovakia, Value, LCU"
"Taiwan, Imports, Slovenia, TWD bn",b,"Taiwan, Imports, Slovenia, Value, LCU"
"Taiwan, Imports, South America, TWD bn",b,"Taiwan, Imports, South America, Value, LCU"
"Taiwan, Imports, Spain, TWD bn",b,"Taiwan, Imports, Spain, Value, LCU"
"Taiwan, Imports, Sweden, TWD bn",b,"Taiwan, Imports, Sweden, Value, LCU"
"Taiwan, Imports, Switzerland, TWD bn",b,"Taiwan, Imports, Switzerland, Value, LCU"
"Taiwan, Imports, Thailand, TWD bn",b,"Taiwan, Imports, Thailand, Value, LCU"
"Taiwan, Imports, UK, TWD bn",b,"Taiwan, Imports, UK, Value, LCU"
"Taiwan, Imports, US, TWD bn",b,"Taiwan, Imports, US, Value, LCU"
"Taiwan, Imports, Ukraine, TWD bn",b,"Taiwan, Imports, Ukraine, Value, LCU"
"Taiwan, Imports, Vietnam, TWD bn",b,"Taiwan, Imports, Vietnam, Value, LCU"
"Taiwan, Imports, BEC, Intermediate consumption, TWD bn",b,"Taiwan, Imports, BEC, Intermediate consumption, Value, LCU"
"Taiwan, Imports, BEC, Investment, TWD bn",b,"Taiwan, Imports, BEC, Investment, Value, LCU"
"Taiwan, Imports, BEC, Final consumption, TWD bn",b,"Taiwan, Imports, BEC, Final consumption, Value, LCU"
"Taiwan, Exports, ASEAN, TWD bn",b,"Taiwan, Exports, ASEAN, Value, LCU"
"Taiwan, Exports, EU, TWD bn",b,"Taiwan, Exports, EU, Value, LCU"
"Taiwan, Exports, DM excl Japan, TWD bn",b,"Taiwan, Exports, DM excl Japan, Value, LCU"
"Taiwan, Exports, Developed Europe, TWD bn",b,"Taiwan, Exports, Developed Europe, Value, LCU"
"Taiwan, Exports, China and Hong Kong, TWD bn",b,"Taiwan, Exports, China and Hong Kong, Value, LCU"
"Taiwan, Exports, North Asia, TWD bn",b,"Taiwan, Exports, North Asia, Value, LCU"
"Taiwan, Exports, EM, TWD bn",b,"Taiwan, Exports, EM, Value, LCU"
"Taiwan, Exports, Excluding China, TWD bn",b,"Taiwan, Exports, Excluding China, Value, LCU"
"Taiwan, Exports, Excluding China and Hong Kong, TWD bn",b,"Taiwan, Exports, Excluding China and Hong Kong, Value, LCU"
"Taiwan, Imports, ASEAN, TWD bn",b,"Taiwan, Imports, ASEAN, Value, LCU"
"Taiwan, Imports, EU, TWD bn",b,"Taiwan, Imports, EU, Value, LCU"
"Taiwan, Imports, DM excl Japan, TWD bn",b,"Taiwan, Imports, DM excl Japan, Value, LCU"
"Taiwan, Imports, Developed Europe, TWD bn",b,"Taiwan, Imports, Developed Europe, Value, LCU"
"Taiwan, Imports, China and Hong Kong, TWD bn",b,"Taiwan, Imports, China and Hong Kong, Value, LCU"
"Taiwan, Imports, North Asia, TWD bn",b,"Taiwan, Imports, North Asia, Value, LCU"
"Taiwan, Imports, EM, TWD bn",b,"Taiwan, Imports, EM, Value, LCU"
"Taiwan, Imports, Excluding China, TWD bn",b,"Taiwan, Imports, Excluding China, Value, LCU"
"Taiwan, Imports, Excluding China and Hong Kong, TWD bn",b,"Taiwan, Imports, Excluding China and Hong Kong, Value, LCU"
"Taiwan, Trade balance, Africa, TWD bn",b,"Taiwan, Trade balance, Africa, Value, LCU"
"Taiwan, Trade balance, Albania, TWD bn",b,"Taiwan, Trade balance, Albania, Value, LCU"
"Taiwan, Trade balance, Asia, TWD bn",b,"Taiwan, Trade balance, Asia, Value, LCU"
"Taiwan, Trade balance, Australia, TWD bn",b,"Taiwan, Trade balance, Australia, Value, LCU"
"Taiwan, Trade balance, Austria, TWD bn",b,"Taiwan, Trade balance, Austria, Value, LCU"
"Taiwan, Trade balance, Belarus, TWD bn",b,"Taiwan, Trade balance, Belarus, Value, LCU"
"Taiwan, Trade balance, Belgium, TWD bn",b,"Taiwan, Trade balance, Belgium, Value, LCU"
"Taiwan, Trade balance, Bhutan, TWD bn",b,"Taiwan, Trade balance, Bhutan, Value, LCU"
"Taiwan, Trade balance, BosniaandHerzegovina, TWD bn",b,"Taiwan, Trade balance, BosniaandHerzegovina, Value, LCU"
"Taiwan, Trade balance, Brunei, TWD bn",b,"Taiwan, Trade balance, Brunei, Value, LCU"
"Taiwan, Trade balance, Bulgaria, TWD bn",b,"Taiwan, Trade balance, Bulgaria, Value, LCU"
"Taiwan, Trade balance, Cambodia, TWD bn",b,"Taiwan, Trade balance, Cambodia, Value, LCU"
"Taiwan, Trade balance, Canada, TWD bn",b,"Taiwan, Trade balance, Canada, Value, LCU"
"Taiwan, Trade balance, Central America, TWD bn",b,"Taiwan, Trade balance, Central America, Value, LCU"
"Taiwan, Trade balance, China, TWD bn",b,"Taiwan, Trade balance, China, Value, LCU"
"Taiwan, Trade balance, Croatia, TWD bn",b,"Taiwan, Trade balance, Croatia, Value, LCU"
"Taiwan, Trade balance, CzechRepublic, TWD bn",b,"Taiwan, Trade balance, CzechRepublic, Value, LCU"
"Taiwan, Trade balance, Denmark, TWD bn",b,"Taiwan, Trade balance, Denmark, Value, LCU"
"Taiwan, Trade balance, Estonia, TWD bn",b,"Taiwan, Trade balance, Estonia, Value, LCU"
"Taiwan, Trade balance, Europe, TWD bn",b,"Taiwan, Trade balance, Europe, Value, LCU"
"Taiwan, Trade balance, Finland, TWD bn",b,"Taiwan, Trade balance, Finland, Value, LCU"
"Taiwan, Trade balance, France, TWD bn",b,"Taiwan, Trade balance, France, Value, LCU"
"Taiwan, Trade balance, Germany, TWD bn",b,"Taiwan, Trade balance, Germany, Value, LCU"
"Taiwan, Trade balance, Greece, TWD bn",b,"Taiwan, Trade balance, Greece, Value, LCU"
"Taiwan, Trade balance, Hong Kong, TWD bn",b,"Taiwan, Trade balance, Hong Kong, Value, LCU"
"Taiwan, Trade balance, Hungary, TWD bn",b,"Taiwan, Trade balance, Hungary, Value, LCU"
"Taiwan, Trade balance, Iceland, TWD bn",b,"Taiwan, Trade balance, Iceland, Value, LCU"
"Taiwan, Trade balance, Indonesia, TWD bn",b,"Taiwan, Trade balance, Indonesia, Value, LCU"
"Taiwan, Trade balance, Ireland, TWD bn",b,"Taiwan, Trade balance, Ireland, Value, LCU"
"Taiwan, Trade balance, Italy, TWD bn",b,"Taiwan, Trade balance, Italy, Value, LCU"
"Taiwan, Trade balance, Japan, TWD bn",b,"Taiwan, Trade balance, Japan, Value, LCU"
"Taiwan, Trade balance, Korea, TWD bn",b,"Taiwan, Trade balance, Korea, Value, LCU"
"Taiwan, Trade balance, Laos, TWD bn",b,"Taiwan, Trade balance, Laos, Value, LCU"
"Taiwan, Trade balance, Latvia, TWD bn",b,"Taiwan, Trade balance, Latvia, Value, LCU"
"Taiwan, Trade balance, Lithuania, TWD bn",b,"Taiwan, Trade balance, Lithuania, Value, LCU"
"Taiwan, Trade balance, Luxembourg, TWD bn",b,"Taiwan, Trade balance, Luxembourg, Value, LCU"
"Taiwan, Trade balance, Malaysia, TWD bn",b,"Taiwan, Trade balance, Malaysia, Value, LCU"
"Taiwan, Trade balance, Malta, TWD bn",b,"Taiwan, Trade balance, Malta, Value, LCU"
"Taiwan, Trade balance, Middle East, TWD bn",b,"Taiwan, Trade balance, Middle East, Value, LCU"
"Taiwan, Trade balance, Moldova, TWD bn",b,"Taiwan, Trade balance, Moldova, Value, LCU"
"Taiwan, Trade balance, Monaco, TWD bn",b,"Taiwan, Trade balance, Monaco, Value, LCU"
"Taiwan, Trade balance, Montenegro, TWD bn",b,"Taiwan, Trade balance, Montenegro, Value, LCU"
"Taiwan, Trade balance, Myanmar, TWD bn",b,"Taiwan, Trade balance, Myanmar, Value, LCU"
"Taiwan, Trade balance, Netherlands, TWD bn",b,"Taiwan, Trade balance, Netherlands, Value, LCU"
"Taiwan, Trade balance, New Zealand, TWD bn",b,"Taiwan, Trade balance, New Zealand, Value, LCU"
"Taiwan, Trade balance, North America, TWD bn",b,"Taiwan, Trade balance, North America, Value, LCU"
"Taiwan, Trade balance, NorthMacedonia, TWD bn",b,"Taiwan, Trade balance, NorthMacedonia, Value, LCU"
"Taiwan, Trade balance, Norway, TWD bn",b,"Taiwan, Trade balance, Norway, Value, LCU"
"Taiwan, Trade balance, Oceania, TWD bn",b,"Taiwan, Trade balance, Oceania, Value, LCU"
"Taiwan, Trade balance, Philippines, TWD bn",b,"Taiwan, Trade balance, Philippines, Value, LCU"
"Taiwan, Trade balance, Poland, TWD bn",b,"Taiwan, Trade balance, Poland, Value, LCU"
"Taiwan, Trade balance, Portugal, TWD bn",b,"Taiwan, Trade balance, Portugal, Value, LCU"
"Taiwan, Trade balance, Romania, TWD bn",b,"Taiwan, Trade balance, Romania, Value, LCU"
"Taiwan, Trade balance, Russia, TWD bn",b,"Taiwan, Trade balance, Russia, Value, LCU"
"Taiwan, Trade balance, Serbia, TWD bn",b,"Taiwan, Trade balance, Serbia, Value, LCU"
"Taiwan, Trade balance, Singapore, TWD bn",b,"Taiwan, Trade balance, Singapore, Value, LCU"
"Taiwan, Trade balance, Slovakia, TWD bn",b,"Taiwan, Trade balance, Slovakia, Value, LCU"
"Taiwan, Trade balance, Slovenia, TWD bn",b,"Taiwan, Trade balance, Slovenia, Value, LCU"
"Taiwan, Trade balance, South America, TWD bn",b,"Taiwan, Trade balance, South America, Value, LCU"
"Taiwan, Trade balance, Spain, TWD bn",b,"Taiwan, Trade balance, Spain, Value, LCU"
"Taiwan, Trade balance, Sweden, TWD bn",b,"Taiwan, Trade balance, Sweden, Value, LCU"
"Taiwan, Trade balance, Switzerland, TWD bn",b,"Taiwan, Trade balance, Switzerland, Value, LCU"
"Taiwan, Trade balance, Thailand, TWD bn",b,"Taiwan, Trade balance, Thailand, Value, LCU"
"Taiwan, Trade balance, UK, TWD bn",b,"Taiwan, Trade balance, UK, Value, LCU"
"Taiwan, Trade balance, US, TWD bn",b,"Taiwan, Trade balance, US, Value, LCU"
"Taiwan, Trade balance, Ukraine, TWD bn",b,"Taiwan, Trade balance, Ukraine, Value, LCU"
"Taiwan, Trade balance, Vietnam, TWD bn",b,"Taiwan, Trade balance, Vietnam, Value, LCU"
"Taiwan, Trade balance, ASEAN, TWD bn",b,"Taiwan, Trade balance, ASEAN, Value, LCU"
"Taiwan, Trade balance, EU, TWD bn",b,"Taiwan, Trade balance, EU, Value, LCU"
"Taiwan, Trade balance, Developed Europe, TWD bn",b,"Taiwan, Trade balance, Developed Europe, Value, LCU"
"Taiwan, Trade balance, DM excl Japan, TWD bn",b,"Taiwan, Trade balance, DM excl Japan, Value, LCU"
"Taiwan, Trade balance, China and Hong Kong, TWD bn",b,"Taiwan, Trade balance, China and Hong Kong, Value, LCU"
"Taiwan, Trade balance, North Asia, TWD bn",b,"Taiwan, Trade balance, North Asia, Value, LCU"
"Taiwan, Trade balance, EM, TWD bn",b,"Taiwan, Trade balance, EM, Value, LCU"
"Taiwan, Trade balance, Excluding China, TWD bn",b,"Taiwan, Trade balance, Excluding China, Value, LCU"
"Taiwan, Trade balance, Excluding China and Hong Kong, TWD bn",b,"Taiwan, Trade balance, Excluding China and Hong Kong, Value, LCU"
"Taiwan, Exports, Broad, ASEAN, Machinery and electrical, IT products, TWD bn",b,"Taiwan, Exports, Broad, ASEAN, Machinery and electrical, IT products, Value, LCU"
"Taiwan, Exports, Broad, ASEAN, Machinery and electrical, Parts, TWD bn",b,"Taiwan, Exports, Broad, ASEAN, Machinery and electrical, Parts, Value, LCU"
"Taiwan, Exports, Broad, ASEAN, Machinery and electrical, TWD bn",b,"Taiwan, Exports, Broad, ASEAN, Machinery and electrical, Value, LCU"
"Taiwan, Exports, Broad, ASEAN, Mineral Products, TWD bn",b,"Taiwan, Exports, Broad, ASEAN, Mineral Products, Value, LCU"
"Taiwan, Exports, Broad, ASEAN, Total, TWD bn",b,"Taiwan, Exports, Broad, ASEAN, Total, Value, LCU"
"Taiwan, Exports, Broad, China and Hong Kong, Chemicals, TWD bn",b,"Taiwan, Exports, Broad, China and Hong Kong, Chemicals, Value, LCU"
"Taiwan, Exports, Broad, China and Hong Kong, Machinery and electrical, IT products, TWD bn",b,"Taiwan, Exports, Broad, China and Hong Kong, Machinery and electrical, IT products, Value, LCU"
"Taiwan, Exports, Broad, China and Hong Kong, Machinery and electrical, Machinery, TWD bn",b,"Taiwan, Exports, Broad, China and Hong Kong, Machinery and electrical, Machinery, Value, LCU"
"Taiwan, Exports, Broad, China and Hong Kong, Machinery and electrical, Parts, TWD bn",b,"Taiwan, Exports, Broad, China and Hong Kong, Machinery and electrical, Parts, Value, LCU"
"Taiwan, Exports, Broad, China and Hong Kong, Machinery and electrical, TWD bn",b,"Taiwan, Exports, Broad, China and Hong Kong, Machinery and electrical, Value, LCU"
"Taiwan, Exports, Broad, China and Hong Kong, Mineral Products, TWD bn",b,"Taiwan, Exports, Broad, China and Hong Kong, Mineral Products, Value, LCU"
"Taiwan, Exports, Broad, China and Hong Kong, Plastics and rubber, TWD bn",b,"Taiwan, Exports, Broad, China and Hong Kong, Plastics and rubber, Value, LCU"
"Taiwan, Exports, Broad, China and Hong Kong, Total, TWD bn",b,"Taiwan, Exports, Broad, China and Hong Kong, Total, Value, LCU"
"Taiwan, Exports, Broad, China, Machinery and electrical, IT products, TWD bn",b,"Taiwan, Exports, Broad, China, Machinery and electrical, IT products, Value, LCU"
"Taiwan, Exports, Broad, China, Machinery and electrical, Parts, TWD bn",b,"Taiwan, Exports, Broad, China, Machinery and electrical, Parts, Value, LCU"
"Taiwan, Exports, Broad, China, Machinery and electrical, TWD bn",b,"Taiwan, Exports, Broad, China, Machinery and electrical, Value, LCU"
"Taiwan, Exports, Broad, China, Mineral Products, TWD bn",b,"Taiwan, Exports, Broad, China, Mineral Products, Value, LCU"
"Taiwan, Exports, Broad, China, Total, TWD bn",b,"Taiwan, Exports, Broad, China, Total, Value, LCU"
"Taiwan, Exports, Broad, EU, Base metals, TWD bn",b,"Taiwan, Exports, Broad, EU, Base metals, Value, LCU"
"Taiwan, Exports, Broad, EU, Machinery and electrical, IT products, TWD bn",b,"Taiwan, Exports, Broad, EU, Machinery and electrical, IT products, Value, LCU"
"Taiwan, Exports, Broad, EU, Machinery and electrical, TWD bn",b,"Taiwan, Exports, Broad, EU, Machinery and electrical, Value, LCU"
"Taiwan, Exports, Broad, EU, Mineral Products, TWD bn",b,"Taiwan, Exports, Broad, EU, Mineral Products, Value, LCU"
"Taiwan, Exports, Broad, EU, Total, TWD bn",b,"Taiwan, Exports, Broad, EU, Total, Value, LCU"
"Taiwan, Exports, Broad, Hong Kong, Machinery and electrical, IT products, TWD bn",b,"Taiwan, Exports, Broad, Hong Kong, Machinery and electrical, IT products, Value, LCU"
