raw_data_name,data_type,cleaned_name
"Taiwan, Exports, Broad, China, Total, USD bn, 3mma",b,"Taiwan, Exports, Broad, China, Total, USD, 3mma, Value"
"Taiwan, Exports, Broad, EU, Base metals, USD bn, 3mma",b,"Taiwan, Exports, Broad, EU, Base metals, USD, 3mma, Value"
"Taiwan, Exports, Broad, EU, Machinery and electrical, IT products, USD bn, 3mma",b,"Taiwan, Exports, Broad, EU, Machinery and electrical, IT products, USD, 3mma, Value"
"Taiwan, Exports, Broad, EU, Machinery and electrical, USD bn, 3mma",b,"Taiwan, Exports, Broad, EU, Machinery and electrical, USD, 3mma, Value"
"Taiwan, Exports, Broad, EU, Mineral Products, USD bn, 3mma",b,"Taiwan, Exports, Broad, EU, Mineral Products, USD, 3mma, Value"
"Taiwan, Exports, Broad, EU, Total, USD bn, 3mma",b,"Taiwan, Exports, Broad, EU, Total, USD, 3mma, Value"
"Taiwan, Exports, Broad, Hong Kong, Machinery and electrical, IT products, USD bn, 3mma",b,"Taiwan, Exports, Broad, Hong Kong, Machinery and electrical, IT products, USD, 3mma, Value"
"Taiwan, Exports, Broad, Hong Kong, Machinery and electrical, Parts, USD bn, 3mma",b,"Taiwan, Exports, Broad, Hong Kong, Machinery and electrical, Parts, USD, 3mma, Value"
"Taiwan, Exports, Broad, Hong Kong, Machinery and electrical, USD bn, 3mma",b,"Taiwan, Exports, Broad, Hong Kong, Machinery and electrical, USD, 3mma, Value"
"Taiwan, Exports, Broad, Hong Kong, Mineral Products, USD bn, 3mma",b,"Taiwan, Exports, Broad, Hong Kong, Mineral Products, USD, 3mma, Value"
"Taiwan, Exports, Broad, Hong Kong, Total, USD bn, 3mma",b,"Taiwan, Exports, Broad, Hong Kong, Total, USD, 3mma, Value"
"Taiwan, Exports, Broad, Japan, Machinery and electrical, Parts, USD bn, 3mma",b,"Taiwan, Exports, Broad, Japan, Machinery and electrical, Parts, USD, 3mma, Value"
"Taiwan, Exports, Broad, Japan, Machinery and electrical, USD bn, 3mma",b,"Taiwan, Exports, Broad, Japan, Machinery and electrical, USD, 3mma, Value"
"Taiwan, Exports, Broad, Japan, Mineral Products, USD bn, 3mma",b,"Taiwan, Exports, Broad, Japan, Mineral Products, USD, 3mma, Value"
"Taiwan, Exports, Broad, Japan, Prepared foodstuffs and beverages, Tobacco, USD bn, 3mma",b,"Taiwan, Exports, Broad, Japan, Prepared foodstuffs and beverages, Tobacco, USD, 3mma, Value"
"Taiwan, Exports, Broad, Japan, Total, USD bn, 3mma",b,"Taiwan, Exports, Broad, Japan, Total, USD, 3mma, Value"
"Taiwan, Exports, Broad, Korea, Machinery and electrical, Parts, USD bn, 3mma",b,"Taiwan, Exports, Broad, Korea, Machinery and electrical, Parts, USD, 3mma, Value"
"Taiwan, Exports, Broad, Korea, Machinery and electrical, USD bn, 3mma",b,"Taiwan, Exports, Broad, Korea, Machinery and electrical, USD, 3mma, Value"
"Taiwan, Exports, Broad, Korea, Mineral Products, USD bn, 3mma",b,"Taiwan, Exports, Broad, Korea, Mineral Products, USD, 3mma, Value"
"Taiwan, Exports, Broad, Korea, Total, USD bn, 3mma",b,"Taiwan, Exports, Broad, Korea, Total, USD, 3mma, Value"
"Taiwan, Exports, Broad, Korea, Vegetables, Edible, USD bn, 3mma",b,"Taiwan, Exports, Broad, Korea, Vegetables, Edible, USD, 3mma, Value"
"Taiwan, Exports, Broad, Korea, Vegetables, Fruit and nuts, USD bn, 3mma",b,"Taiwan, Exports, Broad, Korea, Vegetables, Fruit and nuts, USD, 3mma, Value"
"Taiwan, Exports, Broad, US, Base metals, USD bn, 3mma",b,"Taiwan, Exports, Broad, US, Base metals, USD, 3mma, Value"
"Taiwan, Exports, Broad, US, Machinery and electrical, Electrical machinery, USD bn, 3mma",b,"Taiwan, Exports, Broad, US, Machinery and electrical, Electrical machinery, USD, 3mma, Value"
"Taiwan, Exports, Broad, US, Machinery and electrical, IT products, USD bn, 3mma",b,"Taiwan, Exports, Broad, US, Machinery and electrical, IT products, USD, 3mma, Value"
"Taiwan, Exports, Broad, US, Machinery and electrical, Machinery, USD bn, 3mma",b,"Taiwan, Exports, Broad, US, Machinery and electrical, Machinery, USD, 3mma, Value"
"Taiwan, Exports, Broad, US, Machinery and electrical, Parts, USD bn, 3mma",b,"Taiwan, Exports, Broad, US, Machinery and electrical, Parts, USD, 3mma, Value"
"Taiwan, Exports, Broad, US, Machinery and electrical, USD bn, 3mma",b,"Taiwan, Exports, Broad, US, Machinery and electrical, USD, 3mma, Value"
"Taiwan, Exports, Broad, US, Mineral Products, USD bn, 3mma",b,"Taiwan, Exports, Broad, US, Mineral Products, USD, 3mma, Value"
"Taiwan, Exports, Broad, US, Total, USD bn, 3mma",b,"Taiwan, Exports, Broad, US, Total, USD, 3mma, Value"
"Taiwan, Exports, Broad, World, Base metals, Iron and steel, USD bn, 3mma",b,"Taiwan, Exports, Broad, World, Base metals, Iron and steel, USD, 3mma, Value"
"Taiwan, Exports, Broad, World, Base metals, Other base metals, USD bn, 3mma",b,"Taiwan, Exports, Broad, World, Base metals, Other base metals, USD, 3mma, Value"
"Taiwan, Exports, Broad, World, Base metals, USD bn, 3mma",b,"Taiwan, Exports, Broad, World, Base metals, USD, 3mma, Value"
"Taiwan, Exports, Broad, World, Chemicals, Organic, USD bn, 3mma",b,"Taiwan, Exports, Broad, World, Chemicals, Organic, USD, 3mma, Value"
"Taiwan, Exports, Broad, World, Chemicals, USD bn, 3mma",b,"Taiwan, Exports, Broad, World, Chemicals, USD, 3mma, Value"
"Taiwan, Exports, Broad, World, Machinery and electrical, Electrical machinery, USD bn, 3mma",b,"Taiwan, Exports, Broad, World, Machinery and electrical, Electrical machinery, USD, 3mma, Value"
"Taiwan, Exports, Broad, World, Machinery and electrical, IT products, USD bn, 3mma",b,"Taiwan, Exports, Broad, World, Machinery and electrical, IT products, USD, 3mma, Value"
"Taiwan, Exports, Broad, World, Machinery and electrical, Machinery, USD bn, 3mma",b,"Taiwan, Exports, Broad, World, Machinery and electrical, Machinery, USD, 3mma, Value"
"Taiwan, Exports, Broad, World, Machinery and electrical, Parts, USD bn, 3mma",b,"Taiwan, Exports, Broad, World, Machinery and electrical, Parts, USD, 3mma, Value"
"Taiwan, Exports, Broad, World, Machinery and electrical, USD bn, 3mma",b,"Taiwan, Exports, Broad, World, Machinery and electrical, USD, 3mma, Value"
"Taiwan, Exports, Broad, World, Mineral Products, USD bn, 3mma",b,"Taiwan, Exports, Broad, World, Mineral Products, USD, 3mma, Value"
"Taiwan, Exports, Broad, World, Mineral products, Refined petroleum products, USD bn, 3mma",b,"Taiwan, Exports, Broad, World, Mineral products, Refined petroleum products, USD, 3mma, Value"
"Taiwan, Exports, Broad, World, Mineral products, USD bn, 3mma",b,"Taiwan, Exports, Broad, World, Mineral products, USD, 3mma, Value"
"Taiwan, Exports, Broad, World, Optical and clocks, Optical and precision instruments, USD bn, 3mma",b,"Taiwan, Exports, Broad, World, Optical and clocks, Optical and precision instruments, USD, 3mma, Value"
"Taiwan, Exports, Broad, World, Optical and clocks, USD bn, 3mma",b,"Taiwan, Exports, Broad, World, Optical and clocks, USD, 3mma, Value"
"Taiwan, Exports, Broad, World, Others, USD bn, 3mma",b,"Taiwan, Exports, Broad, World, Others, USD, 3mma, Value"
"Taiwan, Exports, Broad, World, Plastics and rubber, Plastic products, USD bn, 3mma",b,"Taiwan, Exports, Broad, World, Plastics and rubber, Plastic products, USD, 3mma, Value"
"Taiwan, Exports, Broad, World, Plastics and rubber, Plastics, USD bn, 3mma",b,"Taiwan, Exports, Broad, World, Plastics and rubber, Plastics, USD, 3mma, Value"
"Taiwan, Exports, Broad, World, Plastics and rubber, USD bn, 3mma",b,"Taiwan, Exports, Broad, World, Plastics and rubber, USD, 3mma, Value"
"Taiwan, Exports, Broad, World, Tetiles, Fibre, USD bn, 3mma",b,"Taiwan, Exports, Broad, World, Tetiles, Fibre, USD, 3mma, Value"
"Taiwan, Exports, Broad, World, Textiles, USD bn, 3mma",b,"Taiwan, Exports, Broad, World, Textiles, USD, 3mma, Value"
"Taiwan, Exports, Broad, World, Total, USD bn, 3mma",b,"Taiwan, Exports, Broad, World, Total, USD, 3mma, Value"
"Taiwan, Exports, Broad, World, Transportation, USD bn, 3mma",b,"Taiwan, Exports, Broad, World, Transportation, USD, 3mma, Value"
"Taiwan, Exports, Detailed, China and Hong Kong, Electronic components excluding integrated circuits, USD bn, 3mma",b,"Taiwan, Exports, Detailed, China and Hong Kong, Electronic components excluding integrated circuits, USD, 3mma, Value"
"Taiwan, Exports, Detailed, Korea, Mobile phones, USD bn, 3mma",b,"Taiwan, Exports, Detailed, Korea, Mobile phones, USD, 3mma, Value"
"Taiwan, Exports, Detailed, Korea, Photovoltaic cells, USD bn, 3mma",b,"Taiwan, Exports, Detailed, Korea, Photovoltaic cells, USD, 3mma, Value"
"Taiwan, Exports, Detailed, World, DRAM, USD bn, 3mma",b,"Taiwan, Exports, Detailed, World, DRAM, USD, 3mma, Value"
"Taiwan, Exports, Detailed, World, Electronic components excluding integrated circuits, USD bn, 3mma",b,"Taiwan, Exports, Detailed, World, Electronic components excluding integrated circuits, USD, 3mma, Value"
"Taiwan, Exports, Detailed, World, Storage media, USD bn, 3mma",b,"Taiwan, Exports, Detailed, World, Storage media, USD, 3mma, Value"
"Taiwan, Exports, Detailed, World, Switches and Routers, USD bn, 3mma",b,"Taiwan, Exports, Detailed, World, Switches and Routers, USD, 3mma, Value"
"Taiwan, Imports, Broad, ASEAN, Machinery and electrical, IT products, USD bn, 3mma",b,"Taiwan, Imports, Broad, ASEAN, Machinery and electrical, IT products, USD, 3mma, Value"
"Taiwan, Imports, Broad, ASEAN, Machinery and electrical, Parts, USD bn, 3mma",b,"Taiwan, Imports, Broad, ASEAN, Machinery and electrical, Parts, USD, 3mma, Value"
"Taiwan, Imports, Broad, ASEAN, Machinery and electrical, USD bn, 3mma",b,"Taiwan, Imports, Broad, ASEAN, Machinery and electrical, USD, 3mma, Value"
"Taiwan, Imports, Broad, ASEAN, Mineral Products, USD bn, 3mma",b,"Taiwan, Imports, Broad, ASEAN, Mineral Products, USD, 3mma, Value"
"Taiwan, Imports, Broad, ASEAN, Mineral products, Petroleum, USD bn, 3mma",b,"Taiwan, Imports, Broad, ASEAN, Mineral products, Petroleum, USD, 3mma, Value"
"Taiwan, Imports, Broad, ASEAN, Total, USD bn, 3mma",b,"Taiwan, Imports, Broad, ASEAN, Total, USD, 3mma, Value"
"Taiwan, Imports, Broad, ASEAN, Vegetables, Soybeans, USD bn, 3mma",b,"Taiwan, Imports, Broad, ASEAN, Vegetables, Soybeans, USD, 3mma, Value"
"Taiwan, Imports, Broad, ASEAN, Vegetables, Wheat, USD bn, 3mma",b,"Taiwan, Imports, Broad, ASEAN, Vegetables, Wheat, USD, 3mma, Value"
"Taiwan, Imports, Broad, China and Hong Kong, Base metals, USD bn, 3mma",b,"Taiwan, Imports, Broad, China and Hong Kong, Base metals, USD, 3mma, Value"
"Taiwan, Imports, Broad, China and Hong Kong, Machinery and electrical, Electrical machinery, USD bn, 3mma",b,"Taiwan, Imports, Broad, China and Hong Kong, Machinery and electrical, Electrical machinery, USD, 3mma, Value"
"Taiwan, Imports, Broad, China and Hong Kong, Machinery and electrical, IT products, USD bn, 3mma",b,"Taiwan, Imports, Broad, China and Hong Kong, Machinery and electrical, IT products, USD, 3mma, Value"
"Taiwan, Imports, Broad, China and Hong Kong, Machinery and electrical, Parts, USD bn, 3mma",b,"Taiwan, Imports, Broad, China and Hong Kong, Machinery and electrical, Parts, USD, 3mma, Value"
"Taiwan, Imports, Broad, China and Hong Kong, Machinery and electrical, USD bn, 3mma",b,"Taiwan, Imports, Broad, China and Hong Kong, Machinery and electrical, USD, 3mma, Value"
"Taiwan, Imports, Broad, China and Hong Kong, Mineral Products, USD bn, 3mma",b,"Taiwan, Imports, Broad, China and Hong Kong, Mineral Products, USD, 3mma, Value"
"Taiwan, Imports, Broad, China and Hong Kong, Mineral products, Petroleum, USD bn, 3mma",b,"Taiwan, Imports, Broad, China and Hong Kong, Mineral products, Petroleum, USD, 3mma, Value"
"Taiwan, Imports, Broad, China and Hong Kong, Total, USD bn, 3mma",b,"Taiwan, Imports, Broad, China and Hong Kong, Total, USD, 3mma, Value"
"Taiwan, Imports, Broad, China and Hong Kong, Vegetables, Maize, USD bn, 3mma",b,"Taiwan, Imports, Broad, China and Hong Kong, Vegetables, Maize, USD, 3mma, Value"
"Taiwan, Imports, Broad, China and Hong Kong, Vegetables, Wheat, USD bn, 3mma",b,"Taiwan, Imports, Broad, China and Hong Kong, Vegetables, Wheat, USD, 3mma, Value"
"Taiwan, Imports, Broad, China, Base metals, USD bn, 3mma",b,"Taiwan, Imports, Broad, China, Base metals, USD, 3mma, Value"
"Taiwan, Imports, Broad, China, Machinery and electrical, Electrical machinery, USD bn, 3mma",b,"Taiwan, Imports, Broad, China, Machinery and electrical, Electrical machinery, USD, 3mma, Value"
"Taiwan, Imports, Broad, China, Machinery and electrical, IT products, USD bn, 3mma",b,"Taiwan, Imports, Broad, China, Machinery and electrical, IT products, USD, 3mma, Value"
"Taiwan, Imports, Broad, China, Machinery and electrical, Parts, USD bn, 3mma",b,"Taiwan, Imports, Broad, China, Machinery and electrical, Parts, USD, 3mma, Value"
"Taiwan, Imports, Broad, China, Machinery and electrical, USD bn, 3mma",b,"Taiwan, Imports, Broad, China, Machinery and electrical, USD, 3mma, Value"
"Taiwan, Imports, Broad, China, Mineral Products, USD bn, 3mma",b,"Taiwan, Imports, Broad, China, Mineral Products, USD, 3mma, Value"
"Taiwan, Imports, Broad, China, Mineral products, Petroleum, USD bn, 3mma",b,"Taiwan, Imports, Broad, China, Mineral products, Petroleum, USD, 3mma, Value"
"Taiwan, Imports, Broad, China, Total, USD bn, 3mma",b,"Taiwan, Imports, Broad, China, Total, USD, 3mma, Value"
"Taiwan, Imports, Broad, China, Vegetables, Maize, USD bn, 3mma",b,"Taiwan, Imports, Broad, China, Vegetables, Maize, USD, 3mma, Value"
"Taiwan, Imports, Broad, China, Vegetables, Wheat, USD bn, 3mma",b,"Taiwan, Imports, Broad, China, Vegetables, Wheat, USD, 3mma, Value"
"Taiwan, Imports, Broad, EU, Chemicals, USD bn, 3mma",b,"Taiwan, Imports, Broad, EU, Chemicals, USD, 3mma, Value"
"Taiwan, Imports, Broad, EU, Machinery and electrical, Machinery, USD bn, 3mma",b,"Taiwan, Imports, Broad, EU, Machinery and electrical, Machinery, USD, 3mma, Value"
"Taiwan, Imports, Broad, EU, Machinery and electrical, USD bn, 3mma",b,"Taiwan, Imports, Broad, EU, Machinery and electrical, USD, 3mma, Value"
"Taiwan, Imports, Broad, EU, Mineral Products, USD bn, 3mma",b,"Taiwan, Imports, Broad, EU, Mineral Products, USD, 3mma, Value"
"Taiwan, Imports, Broad, EU, Mineral products, Petroleum, USD bn, 3mma",b,"Taiwan, Imports, Broad, EU, Mineral products, Petroleum, USD, 3mma, Value"
"Taiwan, Imports, Broad, EU, Total, USD bn, 3mma",b,"Taiwan, Imports, Broad, EU, Total, USD, 3mma, Value"
"Taiwan, Imports, Broad, Hong Kong, Animal and vegetable oils, USD bn, 3mma",b,"Taiwan, Imports, Broad, Hong Kong, Animal and vegetable oils, USD, 3mma, Value"
"Taiwan, Imports, Broad, Hong Kong, Chemicals, Organic, USD bn, 3mma",b,"Taiwan, Imports, Broad, Hong Kong, Chemicals, Organic, USD, 3mma, Value"
"Taiwan, Imports, Broad, Hong Kong, Mineral Products, USD bn, 3mma",b,"Taiwan, Imports, Broad, Hong Kong, Mineral Products, USD, 3mma, Value"
"Taiwan, Imports, Broad, Hong Kong, Mineral products, Petroleum, USD bn, 3mma",b,"Taiwan, Imports, Broad, Hong Kong, Mineral products, Petroleum, USD, 3mma, Value"
"Taiwan, Imports, Broad, Hong Kong, Plastics and rubber, Rubber, USD bn, 3mma",b,"Taiwan, Imports, Broad, Hong Kong, Plastics and rubber, Rubber, USD, 3mma, Value"
"Taiwan, Imports, Broad, Hong Kong, Vegetables, Maize, USD bn, 3mma",b,"Taiwan, Imports, Broad, Hong Kong, Vegetables, Maize, USD, 3mma, Value"
"Taiwan, Imports, Broad, Hong Kong, Vegetables, Soybeans, USD bn, 3mma",b,"Taiwan, Imports, Broad, Hong Kong, Vegetables, Soybeans, USD, 3mma, Value"
"Taiwan, Imports, Broad, Hong Kong, Vegetables, Wheat, USD bn, 3mma",b,"Taiwan, Imports, Broad, Hong Kong, Vegetables, Wheat, USD, 3mma, Value"
"Taiwan, Imports, Broad, Japan, Chemicals, USD bn, 3mma",b,"Taiwan, Imports, Broad, Japan, Chemicals, USD, 3mma, Value"
"Taiwan, Imports, Broad, Japan, Machinery and electrical, Machinery, USD bn, 3mma",b,"Taiwan, Imports, Broad, Japan, Machinery and electrical, Machinery, USD, 3mma, Value"
"Taiwan, Imports, Broad, Japan, Machinery and electrical, Parts, USD bn, 3mma",b,"Taiwan, Imports, Broad, Japan, Machinery and electrical, Parts, USD, 3mma, Value"
"Taiwan, Imports, Broad, Japan, Machinery and electrical, USD bn, 3mma",b,"Taiwan, Imports, Broad, Japan, Machinery and electrical, USD, 3mma, Value"
"Taiwan, Imports, Broad, Japan, Mineral Products, USD bn, 3mma",b,"Taiwan, Imports, Broad, Japan, Mineral Products, USD, 3mma, Value"
"Taiwan, Imports, Broad, Japan, Mineral products, Petroleum, USD bn, 3mma",b,"Taiwan, Imports, Broad, Japan, Mineral products, Petroleum, USD, 3mma, Value"
"Taiwan, Imports, Broad, Japan, Total, USD bn, 3mma",b,"Taiwan, Imports, Broad, Japan, Total, USD, 3mma, Value"
"Taiwan, Imports, Broad, Japan, Vegetables, Maize, USD bn, 3mma",b,"Taiwan, Imports, Broad, Japan, Vegetables, Maize, USD, 3mma, Value"
"Taiwan, Imports, Broad, Japan, Vegetables, Wheat, USD bn, 3mma",b,"Taiwan, Imports, Broad, Japan, Vegetables, Wheat, USD, 3mma, Value"
"Taiwan, Imports, Broad, Korea, Machinery and electrical, Parts, USD bn, 3mma",b,"Taiwan, Imports, Broad, Korea, Machinery and electrical, Parts, USD, 3mma, Value"
"Taiwan, Imports, Broad, Korea, Machinery and electrical, USD bn, 3mma",b,"Taiwan, Imports, Broad, Korea, Machinery and electrical, USD, 3mma, Value"
"Taiwan, Imports, Broad, Korea, Mineral Products, USD bn, 3mma",b,"Taiwan, Imports, Broad, Korea, Mineral Products, USD, 3mma, Value"
"Taiwan, Imports, Broad, Korea, Mineral products, Petroleum, USD bn, 3mma",b,"Taiwan, Imports, Broad, Korea, Mineral products, Petroleum, USD, 3mma, Value"
"Taiwan, Imports, Broad, Korea, Total, USD bn, 3mma",b,"Taiwan, Imports, Broad, Korea, Total, USD, 3mma, Value"
"Taiwan, Imports, Broad, Korea, Vegetables, Maize, USD bn, 3mma",b,"Taiwan, Imports, Broad, Korea, Vegetables, Maize, USD, 3mma, Value"
"Taiwan, Imports, Broad, Korea, Vegetables, Soybeans, USD bn, 3mma",b,"Taiwan, Imports, Broad, Korea, Vegetables, Soybeans, USD, 3mma, Value"
"Taiwan, Imports, Broad, Korea, Vegetables, Wheat, USD bn, 3mma",b,"Taiwan, Imports, Broad, Korea, Vegetables, Wheat, USD, 3mma, Value"
"Taiwan, Imports, Broad, US, Machinery and electrical, Machinery, USD bn, 3mma",b,"Taiwan, Imports, Broad, US, Machinery and electrical, Machinery, USD, 3mma, Value"
"Taiwan, Imports, Broad, US, Machinery and electrical, USD bn, 3mma",b,"Taiwan, Imports, Broad, US, Machinery and electrical, USD, 3mma, Value"
"Taiwan, Imports, Broad, US, Mineral Products, USD bn, 3mma",b,"Taiwan, Imports, Broad, US, Mineral Products, USD, 3mma, Value"
"Taiwan, Imports, Broad, US, Total, USD bn, 3mma",b,"Taiwan, Imports, Broad, US, Total, USD, 3mma, Value"
"Taiwan, Imports, Broad, World, Base metals, Copper, USD bn, 3mma",b,"Taiwan, Imports, Broad, World, Base metals, Copper, USD, 3mma, Value"
"Taiwan, Imports, Broad, World, Base metals, Iron and steel, USD bn, 3mma",b,"Taiwan, Imports, Broad, World, Base metals, Iron and steel, USD, 3mma, Value"
"Taiwan, Imports, Broad, World, Base metals, USD bn, 3mma",b,"Taiwan, Imports, Broad, World, Base metals, USD, 3mma, Value"
"Taiwan, Imports, Broad, World, Chemicals, Organic, USD bn, 3mma",b,"Taiwan, Imports, Broad, World, Chemicals, Organic, USD, 3mma, Value"
"Taiwan, Imports, Broad, World, Chemicals, USD bn, 3mma",b,"Taiwan, Imports, Broad, World, Chemicals, USD, 3mma, Value"
"Taiwan, Imports, Broad, World, Machinery and electrical, Electrical machinery, USD bn, 3mma",b,"Taiwan, Imports, Broad, World, Machinery and electrical, Electrical machinery, USD, 3mma, Value"
"Taiwan, Imports, Broad, World, Machinery and electrical, IT products, USD bn, 3mma",b,"Taiwan, Imports, Broad, World, Machinery and electrical, IT products, USD, 3mma, Value"
"Taiwan, Imports, Broad, World, Machinery and electrical, Machinery, USD bn, 3mma",b,"Taiwan, Imports, Broad, World, Machinery and electrical, Machinery, USD, 3mma, Value"
"Taiwan, Imports, Broad, World, Machinery and electrical, Parts, USD bn, 3mma",b,"Taiwan, Imports, Broad, World, Machinery and electrical, Parts, USD, 3mma, Value"
"Taiwan, Imports, Broad, World, Machinery and electrical, USD bn, 3mma",b,"Taiwan, Imports, Broad, World, Machinery and electrical, USD, 3mma, Value"
"Taiwan, Imports, Broad, World, Mineral Products, USD bn, 3mma",b,"Taiwan, Imports, Broad, World, Mineral Products, USD, 3mma, Value"
"Taiwan, Imports, Broad, World, Mineral products, Petroleum, USD bn, 3mma",b,"Taiwan, Imports, Broad, World, Mineral products, Petroleum, USD, 3mma, Value"
"Taiwan, Imports, Broad, World, Mineral products, USD bn, 3mma",b,"Taiwan, Imports, Broad, World, Mineral products, USD, 3mma, Value"
"Taiwan, Imports, Broad, World, Optical and clocks, Precision instruments, USD bn, 3mma",b,"Taiwan, Imports, Broad, World, Optical and clocks, Precision instruments, USD, 3mma, Value"
"Taiwan, Imports, Broad, World, Optical and clocks, USD bn, 3mma",b,"Taiwan, Imports, Broad, World, Optical and clocks, USD, 3mma, Value"
"Taiwan, Imports, Broad, World, Others, USD bn, 3mma",b,"Taiwan, Imports, Broad, World, Others, USD, 3mma, Value"
"Taiwan, Imports, Broad, World, Plastics and rubber, USD bn, 3mma",b,"Taiwan, Imports, Broad, World, Plastics and rubber, USD, 3mma, Value"
"Taiwan, Imports, Broad, World, Prepared foodstuffs and beverages, USD bn, 3mma",b,"Taiwan, Imports, Broad, World, Prepared foodstuffs and beverages, USD, 3mma, Value"
"Taiwan, Imports, Broad, World, Total, USD bn, 3mma",b,"Taiwan, Imports, Broad, World, Total, USD, 3mma, Value"
"Taiwan, Imports, Broad, World, Transportation, USD bn, 3mma",b,"Taiwan, Imports, Broad, World, Transportation, USD, 3mma, Value"
"Taiwan, Imports, Detailed, ASEAN, Semiconductor equipment, USD bn, 3mma",b,"Taiwan, Imports, Detailed, ASEAN, Semiconductor equipment, USD, 3mma, Value"
"Taiwan, Imports, Detailed, China and Hong Kong, Memory, USD bn, 3mma",b,"Taiwan, Imports, Detailed, China and Hong Kong, Memory, USD, 3mma, Value"
"Taiwan, Imports, Detailed, China, Memory, USD bn, 3mma",b,"Taiwan, Imports, Detailed, China, Memory, USD, 3mma, Value"
"Taiwan, Imports, Detailed, EU, Mobile phones, USD bn, 3mma",b,"Taiwan, Imports, Detailed, EU, Mobile phones, USD, 3mma, Value"
"Taiwan, Imports, Detailed, Hong Kong, Laptop computers, USD bn, 3mma",b,"Taiwan, Imports, Detailed, Hong Kong, Laptop computers, USD, 3mma, Value"
"Taiwan, Imports, Detailed, Hong Kong, Memory, USD bn, 3mma",b,"Taiwan, Imports, Detailed, Hong Kong, Memory, USD, 3mma, Value"
"Taiwan, Imports, Detailed, Hong Kong, Mobile phones, USD bn, 3mma",b,"Taiwan, Imports, Detailed, Hong Kong, Mobile phones, USD, 3mma, Value"
"Taiwan, Imports, Detailed, Hong Kong, Motors and generators sets, USD bn, 3mma",b,"Taiwan, Imports, Detailed, Hong Kong, Motors and generators sets, USD, 3mma, Value"
"Taiwan, Imports, Detailed, Japan, Memory, USD bn, 3mma",b,"Taiwan, Imports, Detailed, Japan, Memory, USD, 3mma, Value"
"Taiwan, Imports, Detailed, Japan, Mobile phones, USD bn, 3mma",b,"Taiwan, Imports, Detailed, Japan, Mobile phones, USD, 3mma, Value"
"Taiwan, Imports, Detailed, Korea, Memory, USD bn, 3mma",b,"Taiwan, Imports, Detailed, Korea, Memory, USD, 3mma, Value"
"Taiwan, Imports, Detailed, World, Automatic data processing machines, USD bn, 3mma",b,"Taiwan, Imports, Detailed, World, Automatic data processing machines, USD, 3mma, Value"
"Taiwan, Imports, Detailed, World, Computer parts and accessories, USD bn, 3mma",b,"Taiwan, Imports, Detailed, World, Computer parts and accessories, USD, 3mma, Value"
"Taiwan, Imports, Detailed, World, Electronic components excluding integrated circuits, USD bn, 3mma",b,"Taiwan, Imports, Detailed, World, Electronic components excluding integrated circuits, USD, 3mma, Value"
"Taiwan, Imports, Detailed, World, Memory, USD bn, 3mma",b,"Taiwan, Imports, Detailed, World, Memory, USD, 3mma, Value"
"Taiwan, Imports, Detailed, World, Semiconductor equipment, USD bn, 3mma",b,"Taiwan, Imports, Detailed, World, Semiconductor equipment, USD, 3mma, Value"
"Taiwan, Imports, Detailed, World, Semiconductor manufacturing equipment, USD bn, 3mma",b,"Taiwan, Imports, Detailed, World, Semiconductor manufacturing equipment, USD, 3mma, Value"
"Taiwan, Imports, Broad, World, Food, USD bn, 3mma",b,"Taiwan, Imports, Broad, World, Food, USD, 3mma, Value"
"Taiwan, Imports, Broad, World, Chemicals and rubber, USD bn, 3mma",b,"Taiwan, Imports, Broad, World, Chemicals and rubber, USD, 3mma, Value"
"Taiwan, Imports, Broad, World, Wood and stone, USD bn, 3mma",b,"Taiwan, Imports, Broad, World, Wood and stone, USD, 3mma, Value"
"Taiwan, Imports, Broad, World, Miscellaneous, USD bn, 3mma",b,"Taiwan, Imports, Broad, World, Miscellaneous, USD, 3mma, Value"
"Taiwan, Imports, Broad, World, Machinery and electrical excluding semi, USD bn, 3mma",b,"Taiwan, Imports, Broad, World, Machinery and electrical excluding semi, USD, 3mma, Value"
"Taiwan, Imports, Broad, China and Hong Kong, Chemicals and rubber, USD bn, 3mma",b,"Taiwan, Imports, Broad, China and Hong Kong, Chemicals and rubber, USD, 3mma, Value"
"Taiwan, Imports, Broad, China and Hong Kong, Machinery and electrical excluding semi, USD bn, 3mma",b,"Taiwan, Imports, Broad, China and Hong Kong, Machinery and electrical excluding semi, USD, 3mma, Value"
"Taiwan, Imports, Broad, China, Chemicals and rubber, USD bn, 3mma",b,"Taiwan, Imports, Broad, China, Chemicals and rubber, USD, 3mma, Value"
"Taiwan, Imports, Broad, China, Machinery and electrical excluding semi, USD bn, 3mma",b,"Taiwan, Imports, Broad, China, Machinery and electrical excluding semi, USD, 3mma, Value"
"Taiwan, Imports, Broad, Japan, Chemicals and rubber, USD bn, 3mma",b,"Taiwan, Imports, Broad, Japan, Chemicals and rubber, USD, 3mma, Value"
"Taiwan, Imports, Broad, Japan, Machinery and electrical excluding semi, USD bn, 3mma",b,"Taiwan, Imports, Broad, Japan, Machinery and electrical excluding semi, USD, 3mma, Value"
"Taiwan, Imports, Broad, ASEAN, Machinery and electrical excluding semi, USD bn, 3mma",b,"Taiwan, Imports, Broad, ASEAN, Machinery and electrical excluding semi, USD, 3mma, Value"
