name,display_name,data_type,chart_type
"Exports, All, USD, % YoY, 3mma, Value","TW, Exports, All, USD, % YoY, 3mma, Value",p,line
"Exports, Tech, total, USD, % YoY, 3mma, Value","TW, Exports, Tech, total, USD, % YoY, 3mma, Value",p,line
"Exports, Office Machines and Automatic Data-processing Machines SITC 75, USD, % YoY, 3mma, Value","TW, Exports, Office Machines and Automatic Data-processing Machines SITC 75, USD, % YoY, 3mma, Value",p,line
"Exports, Telecommunications equipment SITC 76, USD, % YoY, 3mma, Value","TW, Exports, Telecommunications equipment SITC 76, USD, % YoY, 3mma, Value",p,line
"Exports, Electrical machinery SITC 77, USD, % YoY, 3mma, Value","TW, Exports, Electrical machinery SITC 77, USD, % YoY, 3mma, Value",p,line
"Exports, Semiconductors HS 776, USD, % YoY, 3mma, Value","TW, Exports, Semiconductors HS 776, USD, % YoY, 3mma, Value",p,line
"Exports, Semiconductor manufacturing equipment HS 848620, USD, % YoY, 3mma, Value","TW, Exports, Semiconductor manufacturing equipment HS 848620, USD, % YoY, 3mma, Value",p,line
"Exports, Non-tech exports, total, USD, % YoY, 3mma, Value","TW, Exports, Non-tech exports, total, USD, % YoY, 3mma, Value",p,line
"Exports, EU, USD, % YoY, 3mma, Value","TW, Exports, EU, USD, % YoY, 3mma, Value",p,line
"Exports, DM excl Japan, USD, % YoY, 3mma, Value","TW, Exports, DM excl Japan, USD, % YoY, 3mma, Value",p,line
"Exports, China and Hong Kong, USD, % YoY, 3mma, Value","TW, Exports, China and Hong Kong, USD, % YoY, 3mma, Value",p,line
"Exports, North Asia, USD, % YoY, 3mma, Value","TW, Exports, North Asia, USD, % YoY, 3mma, Value",p,line
"Exports, US, USD, % YoY, 3mma, Value","TW, Exports, US, USD, % YoY, 3mma, Value",p,line
"Exports, ASEAN, USD, % YoY, 3mma, Value","TW, Exports, ASEAN, USD, % YoY, 3mma, Value",p,line
"Exports, EM, USD, % YoY, 3mma, Value","TW, Exports, EM, USD, % YoY, 3mma, Value",p,line
"Imports, All, USD, % YoY, 3mma, Value","TW, Imports, All, USD, % YoY, 3mma, Value",p,line
"Imports, Fuels, USD, % YoY, 3mma, Value","TW, Imports, Fuels, USD, % YoY, 3mma, Value",p,line
"Imports, Capital goods, incl parts, USD, % YoY, 3mma, Value","TW, Imports, Capital goods, incl parts, USD, % YoY, 3mma, Value",p,line
"Imports, Capital goods, USD, % YoY, 3mma, Value","TW, Imports, Capital goods, USD, % YoY, 3mma, Value",p,line
"Imports, Capital goods, parts, USD, % YoY, 3mma, Value","TW, Imports, Capital goods, parts, USD, % YoY, 3mma, Value",p,line
"Imports, Semi mfg equipment, USD, % YoY, 3mma, Value","TW, Imports, Semi mfg equipment, USD, % YoY, 3mma, Value",p,line
"Exports, All, LCU, % YoY, 3mma, Value","TW, Exports, All, LCU, % YoY, 3mma, Value",p,line
"Exports, Tech, total, LCU, % YoY, 3mma, Value","TW, Exports, Tech, total, LCU, % YoY, 3mma, Value",p,line
"Exports, Office Machines and Automatic Data-processing Machines SITC 75, LCU, % YoY, 3mma, Value","TW, Exports, Office Machines and Automatic Data-processing Machines SITC 75, LCU, % YoY, 3mma, Value",p,line
"Exports, Telecommunications equipment SITC 76, LCU, % YoY, 3mma, Value","TW, Exports, Telecommunications equipment SITC 76, LCU, % YoY, 3mma, Value",p,line
"Exports, Electrical machinery SITC 77, LCU, % YoY, 3mma, Value","TW, Exports, Electrical machinery SITC 77, LCU, % YoY, 3mma, Value",p,line
"Exports, Semiconductors HS 776, LCU, % YoY, 3mma, Value","TW, Exports, Semiconductors HS 776, LCU, % YoY, 3mma, Value",p,line
"Exports, Semiconductor manufacturing equipment HS 848620, LCU, % YoY, 3mma, Value","TW, Exports, Semiconductor manufacturing equipment HS 848620, LCU, % YoY, 3mma, Value",p,line
"Exports, Non-tech exports, total, LCU, % YoY, 3mma, Value","TW, Exports, Non-tech exports, total, LCU, % YoY, 3mma, Value",p,line
